type,date,value
price,29/07/2020,161.577759
price,30/07/2020,161.21553
price,31/07/2020,162.037872
price,01/08/2020,
price,02/08/2020,
price,03/08/2020,163.447601
price,04/08/2020,164.093689
price,05/08/2020,165.288025
price,06/08/2020,166.090759
price,07/08/2020,166.227829
price,08/08/2020,
price,09/08/2020,
price,10/08/2020,166.687927
price,11/08/2020,165.346756
price,12/08/2020,167.559204
price,13/08/2020,167.431961
price,14/08/2020,167.382996
price,15/08/2020,
price,16/08/2020,
price,17/08/2020,168.097656
price,18/08/2020,168.352188
price,19/08/2020,167.696274
price,20/08/2020,168.17598
price,21/08/2020,168.596924
price,22/08/2020,
price,23/08/2020,
price,24/08/2020,170.212189
price,25/08/2020,170.780014
price,26/08/2020,172.326782
price,27/08/2020,172.737946
price,28/08/2020,173.942062
price,29/08/2020,
price,30/08/2020,
price,31/08/2020,173.550461
price,01/09/2020,175.087433
price,02/09/2020,177.427155
price,03/09/2020,171.259705
price,04/09/2020,169.801025
price,05/09/2020,
price,06/09/2020,
price,07/09/2020,
price,08/09/2020,165.033524
price,09/09/2020,168.264084
price,10/09/2020,165.503387
price,11/09/2020,165.562134
price,12/09/2020,
price,13/09/2020,
price,14/09/2020,168.146591
price,15/09/2020,169.105972
price,16/09/2020,168.547974
price,17/09/2020,167.157822
price,18/09/2020,165.532776
price,19/09/2020,
price,20/09/2020,
price,21/09/2020,163.535675
price,22/09/2020,165.160782
price,23/09/2020,161.176392
price,24/09/2020,161.519028
price,25/09/2020,164.118027
price,26/09/2020,
price,27/09/2020,
price,28/09/2020,167.096451
price,29/09/2020,166.162598
price,30/09/2020,167.410995
price,01/10/2020,168.806824
price,02/10/2020,167.489624
price,03/10/2020,
price,04/10/2020,
price,05/10/2020,170.50737
price,06/10/2020,168.403809
price,07/10/2020,171.342926
price,08/10/2020,172.846863
price,09/10/2020,174.301682
price,10/10/2020,
price,11/10/2020,
price,12/10/2020,176.886917
price,13/10/2020,175.953064
price,14/10/2020,174.783325
price,15/10/2020,174.8423
price,16/10/2020,174.52774
price,17/10/2020,
price,18/10/2020,
price,19/10/2020,172.031006
price,20/10/2020,172.6306
price,21/10/2020,172.040833
price,22/10/2020,173.259705
price,23/10/2020,173.829819
price,24/10/2020,
price,25/10/2020,
price,26/10/2020,170.674484
price,27/10/2020,169.986374
price,28/10/2020,164.353912
price,29/10/2020,165.907013
price,30/10/2020,164.147491
price,31/10/2020,
price,01/11/2020,
price,02/11/2020,165.857895
price,03/11/2020,169.042755
price,04/11/2020,172.728928
price,05/11/2020,176.297119
price,06/11/2020,176.208649
price,07/11/2020,
price,08/11/2020,
price,09/11/2020,178.302383
price,10/11/2020,178.007492
price,11/11/2020,179.452469
price,12/11/2020,177.683105
price,13/11/2020,180.199539
price,14/11/2020,
price,15/11/2020,
price,16/11/2020,182.401413
price,17/11/2020,181.988556
price,18/11/2020,180.06192
price,19/11/2020,181.064575
price,20/11/2020,180.111069
price,21/11/2020,
price,22/11/2020,
price,23/11/2020,181.585526
price,24/11/2020,184.396851
price,25/11/2020,184.328064
price,26/11/2020,
price,27/11/2020,184.976791
price,28/11/2020,
price,29/11/2020,
price,30/11/2020,183.521988
price,01/12/2020,185.851654
price,02/12/2020,186.008926
price,03/12/2020,186.382477
price,04/12/2020,188.250122
price,05/12/2020,
price,06/12/2020,
price,07/12/2020,188.043701
price,08/12/2020,188.859573
price,09/12/2020,187.001755
price,10/12/2020,187.276993
price,11/12/2020,186.942764
price,12/12/2020,
price,13/12/2020,
price,14/12/2020,186.411957
price,15/12/2020,188.967697
price,16/12/2020,189.233109
price,17/12/2020,190.717407
price,18/12/2020,190.176788
price,19/12/2020,
price,20/12/2020,
price,21/12/2020,189.626297
price,22/12/2020,189.665619
price,23/12/2020,189.990005
price,24/12/2020,190.307816
price,25/12/2020,
price,26/12/2020,
price,27/12/2020,
price,28/12/2020,191.511902
price,29/12/2020,190.712448
price,30/12/2020,191.225693
price,31/12/2020,192.104111
price,01/01/2021,
price,02/01/2021,
price,03/01/2021,
price,04/01/2021,189.370193
price,05/01/2021,190.899979
price,06/01/2021,192.617325
price,07/01/2021,195.706543
price,08/01/2021,196.654037
price,09/01/2021,
price,10/01/2021,
price,11/01/2021,195.479538
price,12/01/2021,196.17041
price,13/01/2021,196.387558
price,14/01/2021,196.200027
price,15/01/2021,194.492554
price,16/01/2021,
price,17/01/2021,
price,18/01/2021,
price,19/01/2021,196.269119
price,20/01/2021,198.746399
price,21/01/2021,198.598358
price,22/01/2021,198.272659
price,23/01/2021,
price,24/01/2021,
price,25/01/2021,198.835236
price,26/01/2021,198.114746
price,27/01/2021,193.357544
price,28/01/2021,194.877472
price,29/01/2021,191.462585
price,30/01/2021,
price,31/01/2021,
price,01/02/2021,194.729431
price,02/02/2021,197.522552
price,03/02/2021,197.818665
price,04/02/2021,200.325562
price,05/02/2021,201.450699
price,06/02/2021,
price,07/02/2021,
price,08/02/2021,203.256882
price,09/02/2021,203.335831
price,10/02/2021,203.246994
price,11/02/2021,203.730606
price,12/02/2021,204.786697
price,13/02/2021,
price,14/02/2021,
price,15/02/2021,
price,16/02/2021,204.421509
price,17/02/2021,203.997116
price,18/02/2021,202.822601
price,19/02/2021,203.286484
price,20/02/2021,
price,21/02/2021,
price,22/02/2021,201.35202
price,23/02/2021,201.322388
price,24/02/2021,203.582581
price,25/02/2021,198.262802
price,26/02/2021,197.473221
price,27/02/2021,
price,28/02/2021,
price,01/03/2021,202.546249
price,02/03/2021,200.641403
price,03/03/2021,197.749573
price,04/03/2021,194.62088
price,05/03/2021,198.134491
price,06/03/2021,
price,07/03/2021,
price,08/03/2021,197.167252
price,09/03/2021,200.226883
price,10/03/2021,201.657974
price,11/03/2021,204.293213
price,12/03/2021,204.697845
price,13/03/2021,
price,14/03/2021,
price,15/03/2021,206.128967
price,16/03/2021,205.299896
price,17/03/2021,206.079605
price,18/03/2021,202.329102
price,19/03/2021,202.585724
price,20/03/2021,
price,21/03/2021,
price,22/03/2021,203.681259
price,23/03/2021,201.361893
price,24/03/2021,199.693909
price,25/03/2021,201.171356
price,26/03/2021,204.459045
price,27/03/2021,
price,28/03/2021,
price,29/03/2021,203.498474
price,30/03/2021,203.439072
price,31/03/2021,204.67691
price,01/04/2021,207.241653
price,02/04/2021,
price,03/04/2021,
price,04/04/2021,
price,05/04/2021,209.657898
price,06/04/2021,209.737122
price,07/04/2021,209.558853
price,08/04/2021,210.776901
price,09/04/2021,212.054337
price,10/04/2021,
price,11/04/2021,
price,12/04/2021,212.113754
price,13/04/2021,212.707901
price,14/04/2021,212.23259
price,15/04/2021,214.490372
price,16/04/2021,215.035004
price,17/04/2021,
price,18/04/2021,
price,19/04/2021,213.62883
price,20/04/2021,211.668121
price,21/04/2021,214.193298
price,22/04/2021,212.519745
price,23/04/2021,215.094437
price,24/04/2021,
price,25/04/2021,
price,26/04/2021,215.87674
price,27/04/2021,215.77771
price,28/04/2021,215.748001
price,29/04/2021,216.569931
price,30/04/2021,214.985519
price,01/05/2021,
price,02/05/2021,
price,03/05/2021,215.361786
price,04/05/2021,213.747681
price,05/05/2021,213.708054
price,06/05/2021,214.797363
price,07/05/2021,216.619431
price,08/05/2021,
price,09/05/2021,
price,10/05/2021,214.074448
price,11/05/2021,212.35141
price,12/05/2021,207.568451
price,13/05/2021,209.855942
price,14/05/2021,213.440674
price,15/05/2021,
price,16/05/2021,
price,17/05/2021,212.985184
price,18/05/2021,211.321533
price,19/05/2021,210.707581
price,20/05/2021,212.995087
price,21/05/2021,212.876251
price,22/05/2021,
price,23/05/2021,
price,24/05/2021,215.025101
price,25/05/2021,214.430954
price,26/05/2021,215.203354
price,27/05/2021,215.599457
price,28/05/2021,215.965851
price,29/05/2021,
price,30/05/2021,
price,31/05/2021,
price,01/06/2021,216.054993
price,02/06/2021,216.342163
price,03/06/2021,215.381607
price,04/06/2021,217.253189
price,05/06/2021,
price,06/06/2021,
price,07/06/2021,217.431442
price,08/06/2021,217.87706
price,09/06/2021,217.263092
price,10/06/2021,218.223633
price,11/06/2021,218.867325
price,12/06/2021,
price,13/06/2021,
price,14/06/2021,219.20401
price,15/06/2021,218.629654
price,16/06/2021,217.540359
price,17/06/2021,217.332413
price,18/06/2021,214.638916
price,19/06/2021,
price,20/06/2021,
price,21/06/2021,217.599792
price,22/06/2021,218.837616
price,23/06/2021,218.748474
price,24/06/2021,220.233475
price,25/06/2021,221.057907
price,26/06/2021,
price,27/06/2021,
price,28/06/2021,221.306229
price,29/06/2021,221.316147
price,30/06/2021,221.326096
price,01/07/2021,222.527985
price,02/07/2021,223.759674
price,03/07/2021,
price,04/07/2021,
price,05/07/2021,
price,06/07/2021,223.272949
price,07/07/2021,223.570938
price,08/07/2021,221.68367
price,09/07/2021,224.365585
price,10/07/2021,
price,11/07/2021,
price,12/07/2021,224.991348
price,13/07/2021,223.739807
price,14/07/2021,223.431885
price,15/07/2021,222.647171
price,16/07/2021,220.898972
price,17/07/2021,
price,18/07/2021,
price,19/07/2021,217.760162
price,20/07/2021,221.524765
price,21/07/2021,223.511353
price,22/07/2021,223.700073
price,23/07/2021,225.934982
price,24/07/2021,
price,25/07/2021,
price,26/07/2021,226.391907
price,27/07/2021,225.170151
price,28/07/2021,225.517792
price,29/07/2021,226.511093
price,30/07/2021,225.170151
price,31/07/2021,
price,01/08/2021,
price,02/08/2021,224.85228
price,03/08/2021,226.461441
price,04/08/2021,225.448257
price,05/08/2021,227.057404
price,06/08/2021,227.335526
price,07/08/2021,
price,08/08/2021,
price,09/08/2021,227.246124
price,10/08/2021,227.395111
price,11/08/2021,227.842117
price,12/08/2021,228.477814
price,13/08/2021,228.606949
price,14/08/2021,
price,15/08/2021,
price,16/08/2021,228.69635
price,17/08/2021,226.997818
price,18/08/2021,224.733093
price,19/08/2021,224.56424
price,20/08/2021,226.580627
price,21/08/2021,
price,22/08/2021,
price,23/08/2021,228.775818
price,24/08/2021,229.590317
price,25/08/2021,230.24588
price,26/08/2021,228.706284
price,27/08/2021,231.169647
price,28/08/2021,
price,29/08/2021,
price,30/08/2021,232.043747
price,31/08/2021,231.606705
price,01/09/2021,232.013947
price,02/09/2021,232.798645
price,03/09/2021,232.719193
price,04/09/2021,
price,05/09/2021,
price,06/09/2021,
price,07/09/2021,231.715958
price,08/09/2021,231.169647
price,09/09/2021,230.365082
price,10/09/2021,228.537415
price,11/09/2021,
price,12/09/2021,
price,13/09/2021,229.05394
price,14/09/2021,227.673248
price,15/09/2021,229.550583
price,16/09/2021,229.34198
price,17/09/2021,227.504395
price,18/09/2021,
price,19/09/2021,
price,20/09/2021,223.561005
price,21/09/2021,223.541138
price,22/09/2021,225.795929
price,23/09/2021,228.547348
price,24/09/2021,228.820374
price,25/09/2021,
price,26/09/2021,
price,27/09/2021,228.322159
price,28/09/2021,223.539291
price,29/09/2021,223.688766
price,30/09/2021,221.267426
price,01/10/2021,224.316498
price,02/10/2021,
price,03/10/2021,
price,04/10/2021,220.938599
price,05/10/2021,223.001221
price,06/10/2021,223.927887
price,07/10/2021,226.080185
price,08/10/2021,225.58197
price,09/10/2021,
price,10/10/2021,
price,11/10/2021,223.957779
price,12/10/2021,223.79837
price,13/10/2021,224.814713
price,14/10/2021,228.551331
price,15/10/2021,229.906479
price,16/10/2021,
price,17/10/2021,
price,18/10/2021,230.743484
price,19/10/2021,232.427444
price,20/10/2021,233.334198
price,21/10/2021,233.971924
price,22/10/2021,233.523529
price,23/10/2021,
price,24/10/2021,
price,25/10/2021,234.958389
price,26/10/2021,234.868713
price,27/10/2021,233.264465
price,28/10/2021,235.755539
price,29/10/2021,236.064423
price,30/10/2021,
price,31/10/2021,
price,01/11/2021,237.240204
price,02/11/2021,237.97757
price,03/11/2021,239.661545
price,04/11/2021,240.568283
price,05/11/2021,241.49498
price,06/11/2021,
price,07/11/2021,
price,08/11/2021,241.893539
price,09/11/2021,241.196045
price,10/11/2021,238.824524
price,11/11/2021,239.11351
price,12/11/2021,240.887146
price,13/11/2021,
price,14/11/2021,
price,15/11/2021,240.887146
price,16/11/2021,241.923431
price,17/11/2021,240.927002
price,18/11/2021,241.305649
price,19/11/2021,240.618103
price,20/11/2021,
price,21/11/2021,
price,22/11/2021,239.462265
price,23/11/2021,239.541962
price,24/11/2021,240.349091
price,25/11/2021,
price,26/11/2021,235.14772
price,27/11/2021,
price,28/11/2021,
price,29/11/2021,237.359787
price,30/11/2021,232.616776
price,01/12/2021,229.338516
price,02/12/2021,233.065155
price,03/12/2021,230.364838
price,04/12/2021,
price,05/12/2021,
price,06/12/2021,233.324249
price,07/12/2021,238.31636
price,08/12/2021,239.342682
price,09/12/2021,237.060852
price,10/12/2021,238.675079
price,11/12/2021,
price,12/12/2021,
price,13/12/2021,236.502853
price,14/12/2021,234.729218
price,15/12/2021,238.346252
price,16/12/2021,235.675827
price,17/12/2021,234.59967
price,18/12/2021,
price,19/12/2021,
price,20/12/2021,231.301483
price,21/12/2021,235.835236
price,22/12/2021,238.166901
price,23/12/2021,239.811005
price,24/12/2021,
price,25/12/2021,
price,26/12/2021,
price,27/12/2021,242.960007
price,28/12/2021,242.460007
price,29/12/2021,242.600006
price,30/12/2021,242.210007
price,31/12/2021,
newdeaths_per,22/01/2020,
newdeaths_per,23/01/2020,
newdeaths_per,24/01/2020,
newdeaths_per,25/01/2020,
newdeaths_per,26/01/2020,
newdeaths_per,27/01/2020,
newdeaths_per,28/01/2020,0.002
newdeaths_per,29/01/2020,0.002
newdeaths_per,30/01/2020,0.003
newdeaths_per,31/01/2020,0.003
newdeaths_per,01/02/2020,0.004
newdeaths_per,02/02/2020,0.006
newdeaths_per,03/02/2020,0.006
newdeaths_per,04/02/2020,0.007
newdeaths_per,05/02/2020,0.008
newdeaths_per,06/02/2020,0.008
newdeaths_per,07/02/2020,0.009
newdeaths_per,08/02/2020,0.01
newdeaths_per,09/02/2020,0.01
newdeaths_per,10/02/2020,0.011
newdeaths_per,11/02/2020,0.011
newdeaths_per,12/02/2020,0.01
newdeaths_per,13/02/2020,0.013
newdeaths_per,14/02/2020,0.015
newdeaths_per,15/02/2020,0.016
newdeaths_per,16/02/2020,0.016
newdeaths_per,17/02/2020,0.016
newdeaths_per,18/02/2020,0.016
newdeaths_per,19/02/2020,0.018
newdeaths_per,20/02/2020,0.016
newdeaths_per,21/02/2020,0.013
newdeaths_per,22/02/2020,0.014
newdeaths_per,23/02/2020,0.013
newdeaths_per,24/02/2020,0.014
newdeaths_per,25/02/2020,0.013
newdeaths_per,26/02/2020,0.012
newdeaths_per,27/02/2020,0.01
newdeaths_per,28/02/2020,0.011
newdeaths_per,29/02/2020,0.009
newdeaths_per,01/03/2020,0.01
newdeaths_per,02/03/2020,0.008
newdeaths_per,03/03/2020,0.008
newdeaths_per,04/03/2020,0.009
newdeaths_per,05/03/2020,0.01
newdeaths_per,06/03/2020,0.011
newdeaths_per,07/03/2020,0.011
newdeaths_per,08/03/2020,0.015
newdeaths_per,09/03/2020,0.016
newdeaths_per,10/03/2020,0.02
newdeaths_per,11/03/2020,0.025
newdeaths_per,12/03/2020,0.029
newdeaths_per,13/03/2020,0.035
newdeaths_per,14/03/2020,0.041
newdeaths_per,15/03/2020,0.049
newdeaths_per,16/03/2020,0.058
newdeaths_per,17/03/2020,0.067
newdeaths_per,18/03/2020,0.078
newdeaths_per,19/03/2020,0.092
newdeaths_per,20/03/2020,0.111
newdeaths_per,21/03/2020,0.134
newdeaths_per,22/03/2020,0.153
newdeaths_per,23/03/2020,0.176
newdeaths_per,24/03/2020,0.203
newdeaths_per,25/03/2020,0.238
newdeaths_per,26/03/2020,0.273
newdeaths_per,27/03/2020,0.309
newdeaths_per,28/03/2020,0.347
newdeaths_per,29/03/2020,0.38
newdeaths_per,30/03/2020,0.418
newdeaths_per,31/03/2020,0.462
newdeaths_per,01/04/2020,0.52
newdeaths_per,02/04/2020,0.572
newdeaths_per,03/04/2020,0.621
newdeaths_per,04/04/2020,0.659
newdeaths_per,05/04/2020,0.692
newdeaths_per,06/04/2020,0.725
newdeaths_per,07/04/2020,0.79
newdeaths_per,08/04/2020,0.805
newdeaths_per,09/04/2020,0.841
newdeaths_per,10/04/2020,0.863
newdeaths_per,11/04/2020,0.869
newdeaths_per,12/04/2020,0.881
newdeaths_per,13/04/2020,0.883
newdeaths_per,14/04/2020,0.861
newdeaths_per,15/04/2020,0.892
newdeaths_per,16/04/2020,0.884
newdeaths_per,17/04/2020,0.904
newdeaths_per,18/04/2020,0.902
newdeaths_per,19/04/2020,0.891
newdeaths_per,20/04/2020,0.892
newdeaths_per,21/04/2020,0.897
newdeaths_per,22/04/2020,0.87
newdeaths_per,23/04/2020,0.862
newdeaths_per,24/04/2020,0.833
newdeaths_per,25/04/2020,0.828
newdeaths_per,26/04/2020,0.808
newdeaths_per,27/04/2020,0.787
newdeaths_per,28/04/2020,0.777
newdeaths_per,29/04/2020,0.776
newdeaths_per,30/04/2020,0.759
newdeaths_per,01/05/2020,0.732
newdeaths_per,02/05/2020,0.732
newdeaths_per,03/05/2020,0.724
newdeaths_per,04/05/2020,0.717
newdeaths_per,05/05/2020,0.705
newdeaths_per,06/05/2020,0.703
newdeaths_per,07/05/2020,0.697
newdeaths_per,08/05/2020,0.705
newdeaths_per,09/05/2020,0.682
newdeaths_per,10/05/2020,0.686
newdeaths_per,11/05/2020,0.674
newdeaths_per,12/05/2020,0.67
newdeaths_per,13/05/2020,0.645
newdeaths_per,14/05/2020,0.643
newdeaths_per,15/05/2020,0.637
newdeaths_per,16/05/2020,0.637
newdeaths_per,17/05/2020,0.628
newdeaths_per,18/05/2020,0.632
newdeaths_per,19/05/2020,0.619
newdeaths_per,20/05/2020,0.617
newdeaths_per,21/05/2020,0.606
newdeaths_per,22/05/2020,0.607
newdeaths_per,23/05/2020,0.604
newdeaths_per,24/05/2020,0.602
newdeaths_per,25/05/2020,0.555
newdeaths_per,26/05/2020,0.546
newdeaths_per,27/05/2020,0.546
newdeaths_per,28/05/2020,0.548
newdeaths_per,29/05/2020,0.538
newdeaths_per,30/05/2020,0.536
newdeaths_per,31/05/2020,0.53
newdeaths_per,01/06/2020,0.568
newdeaths_per,02/06/2020,0.58
newdeaths_per,03/06/2020,0.585
newdeaths_per,04/06/2020,0.593
newdeaths_per,05/06/2020,0.592
newdeaths_per,06/06/2020,0.589
newdeaths_per,07/06/2020,0.589
newdeaths_per,08/06/2020,0.602
newdeaths_per,09/06/2020,0.599
newdeaths_per,10/06/2020,0.594
newdeaths_per,11/06/2020,0.587
newdeaths_per,12/06/2020,0.58
newdeaths_per,13/06/2020,0.586
newdeaths_per,14/06/2020,0.595
newdeaths_per,15/06/2020,0.589
newdeaths_per,16/06/2020,0.625
newdeaths_per,17/06/2020,0.626
newdeaths_per,18/06/2020,0.63
newdeaths_per,19/06/2020,0.66
newdeaths_per,20/06/2020,0.661
newdeaths_per,21/06/2020,0.677
newdeaths_per,22/06/2020,0.674
newdeaths_per,23/06/2020,0.646
newdeaths_per,24/06/2020,0.646
newdeaths_per,25/06/2020,0.642
newdeaths_per,26/06/2020,0.618
newdeaths_per,27/06/2020,0.623
newdeaths_per,28/06/2020,0.604
newdeaths_per,29/06/2020,0.608
newdeaths_per,30/06/2020,0.602
newdeaths_per,01/07/2020,0.6
newdeaths_per,02/07/2020,0.607
newdeaths_per,03/07/2020,0.61
newdeaths_per,04/07/2020,0.611
newdeaths_per,05/07/2020,0.615
newdeaths_per,06/07/2020,0.619
newdeaths_per,07/07/2020,0.639
newdeaths_per,08/07/2020,0.644
newdeaths_per,09/07/2020,0.65
newdeaths_per,10/07/2020,0.659
newdeaths_per,11/07/2020,0.665
newdeaths_per,12/07/2020,0.674
newdeaths_per,13/07/2020,0.677
newdeaths_per,14/07/2020,0.67
newdeaths_per,15/07/2020,0.675
newdeaths_per,16/07/2020,0.682
newdeaths_per,17/07/2020,0.704
newdeaths_per,18/07/2020,0.73
newdeaths_per,19/07/2020,0.741
newdeaths_per,20/07/2020,0.732
newdeaths_per,21/07/2020,0.739
newdeaths_per,22/07/2020,0.766
newdeaths_per,23/07/2020,0.774
newdeaths_per,24/07/2020,0.764
newdeaths_per,25/07/2020,0.757
newdeaths_per,26/07/2020,0.747
newdeaths_per,27/07/2020,0.772
newdeaths_per,28/07/2020,0.782
newdeaths_per,29/07/2020,0.769
newdeaths_per,30/07/2020,0.771
newdeaths_per,31/07/2020,0.774
newdeaths_per,01/08/2020,0.772
newdeaths_per,02/08/2020,0.778
newdeaths_per,03/08/2020,0.769
newdeaths_per,04/08/2020,0.773
newdeaths_per,05/08/2020,0.787
newdeaths_per,06/08/2020,0.788
newdeaths_per,07/08/2020,0.791
newdeaths_per,08/08/2020,0.791
newdeaths_per,09/08/2020,0.8
newdeaths_per,10/08/2020,0.81
newdeaths_per,11/08/2020,0.8
newdeaths_per,12/08/2020,0.793
newdeaths_per,13/08/2020,0.792
newdeaths_per,14/08/2020,0.789
newdeaths_per,15/08/2020,0.789
newdeaths_per,16/08/2020,0.782
newdeaths_per,17/08/2020,0.769
newdeaths_per,18/08/2020,0.777
newdeaths_per,19/08/2020,0.777
newdeaths_per,20/08/2020,0.771
newdeaths_per,21/08/2020,0.756
newdeaths_per,22/08/2020,0.752
newdeaths_per,23/08/2020,0.744
newdeaths_per,24/08/2020,0.748
newdeaths_per,25/08/2020,0.739
newdeaths_per,26/08/2020,0.731
newdeaths_per,27/08/2020,0.727
newdeaths_per,28/08/2020,0.728
newdeaths_per,29/08/2020,0.729
newdeaths_per,30/08/2020,0.728
newdeaths_per,31/08/2020,0.72
newdeaths_per,01/09/2020,0.721
newdeaths_per,02/09/2020,0.716
newdeaths_per,03/09/2020,0.714
newdeaths_per,04/09/2020,0.714
newdeaths_per,05/09/2020,0.701
newdeaths_per,06/09/2020,0.699
newdeaths_per,07/09/2020,0.723
newdeaths_per,08/09/2020,0.697
newdeaths_per,09/09/2020,0.696
newdeaths_per,10/09/2020,0.694
newdeaths_per,11/09/2020,0.697
newdeaths_per,12/09/2020,0.696
newdeaths_per,13/09/2020,0.692
newdeaths_per,14/09/2020,0.671
newdeaths_per,15/09/2020,0.698
newdeaths_per,16/09/2020,0.691
newdeaths_per,17/09/2020,0.684
newdeaths_per,18/09/2020,0.681
newdeaths_per,19/09/2020,0.686
newdeaths_per,20/09/2020,0.686
newdeaths_per,21/09/2020,0.683
newdeaths_per,22/09/2020,0.676
newdeaths_per,23/09/2020,0.688
newdeaths_per,24/09/2020,0.688
newdeaths_per,25/09/2020,0.691
newdeaths_per,26/09/2020,0.693
newdeaths_per,27/09/2020,0.691
newdeaths_per,28/09/2020,0.685
newdeaths_per,29/09/2020,0.684
newdeaths_per,30/09/2020,0.682
newdeaths_per,01/10/2020,0.741
newdeaths_per,02/10/2020,0.735
newdeaths_per,03/10/2020,0.722
newdeaths_per,04/10/2020,0.725
newdeaths_per,05/10/2020,0.779
newdeaths_per,06/10/2020,0.775
newdeaths_per,07/10/2020,0.765
newdeaths_per,08/10/2020,0.719
newdeaths_per,09/10/2020,0.728
newdeaths_per,10/10/2020,0.731
newdeaths_per,11/10/2020,0.733
newdeaths_per,12/10/2020,0.678
newdeaths_per,13/10/2020,0.67
newdeaths_per,14/10/2020,0.675
newdeaths_per,15/10/2020,0.672
newdeaths_per,16/10/2020,0.673
newdeaths_per,17/10/2020,0.687
newdeaths_per,18/10/2020,0.683
newdeaths_per,19/10/2020,0.695
newdeaths_per,20/10/2020,0.717
newdeaths_per,21/10/2020,0.729
newdeaths_per,22/10/2020,0.724
newdeaths_per,23/10/2020,0.74
newdeaths_per,24/10/2020,0.743
newdeaths_per,25/10/2020,0.75
newdeaths_per,26/10/2020,0.766
newdeaths_per,27/10/2020,0.781
newdeaths_per,28/10/2020,0.787
newdeaths_per,29/10/2020,0.81
newdeaths_per,30/10/2020,0.822
newdeaths_per,31/10/2020,0.835
newdeaths_per,01/11/2020,0.851
newdeaths_per,02/11/2020,0.861
newdeaths_per,03/11/2020,0.898
newdeaths_per,04/11/2020,0.951
newdeaths_per,05/11/2020,0.979
newdeaths_per,06/11/2020,1.004
newdeaths_per,07/11/2020,1.024
newdeaths_per,08/11/2020,1.041
newdeaths_per,09/11/2020,1.059
newdeaths_per,10/11/2020,1.07
newdeaths_per,11/11/2020,1.077
newdeaths_per,12/11/2020,1.096
newdeaths_per,13/11/2020,1.108
newdeaths_per,14/11/2020,1.133
newdeaths_per,15/11/2020,1.142
newdeaths_per,16/11/2020,1.156
newdeaths_per,17/11/2020,1.174
newdeaths_per,18/11/2020,1.191
newdeaths_per,19/11/2020,1.216
newdeaths_per,20/11/2020,1.252
newdeaths_per,21/11/2020,1.252
newdeaths_per,22/11/2020,1.267
newdeaths_per,23/11/2020,1.277
newdeaths_per,24/11/2020,1.307
newdeaths_per,25/11/2020,1.319
newdeaths_per,26/11/2020,1.317
newdeaths_per,27/11/2020,1.311
newdeaths_per,28/11/2020,1.315
newdeaths_per,29/11/2020,1.313
newdeaths_per,30/11/2020,1.32
newdeaths_per,01/12/2020,1.32
newdeaths_per,02/12/2020,1.33
newdeaths_per,03/12/2020,1.359
newdeaths_per,04/12/2020,1.376
newdeaths_per,05/12/2020,1.396
newdeaths_per,06/12/2020,1.404
newdeaths_per,07/12/2020,1.4
newdeaths_per,08/12/2020,1.392
newdeaths_per,09/12/2020,1.392
newdeaths_per,10/12/2020,1.393
newdeaths_per,11/12/2020,1.405
newdeaths_per,12/12/2020,1.412
newdeaths_per,13/12/2020,1.413
newdeaths_per,14/12/2020,1.421
newdeaths_per,15/12/2020,1.448
newdeaths_per,16/12/2020,1.469
newdeaths_per,17/12/2020,1.482
newdeaths_per,18/12/2020,1.479
newdeaths_per,19/12/2020,1.483
newdeaths_per,20/12/2020,1.489
newdeaths_per,21/12/2020,1.496
newdeaths_per,22/12/2020,1.504
newdeaths_per,23/12/2020,1.503
newdeaths_per,24/12/2020,1.475
newdeaths_per,25/12/2020,1.398
newdeaths_per,26/12/2020,1.337
newdeaths_per,27/12/2020,1.33
newdeaths_per,28/12/2020,1.332
newdeaths_per,29/12/2020,1.349
newdeaths_per,30/12/2020,1.382
newdeaths_per,31/12/2020,1.407
newdeaths_per,01/01/2021,1.425
newdeaths_per,02/01/2021,1.442
newdeaths_per,03/01/2021,1.44
newdeaths_per,04/01/2021,1.447
newdeaths_per,05/01/2021,1.453
newdeaths_per,06/01/2021,1.444
newdeaths_per,07/01/2021,1.478
newdeaths_per,08/01/2021,1.582
newdeaths_per,09/01/2021,1.661
newdeaths_per,10/01/2021,1.682
newdeaths_per,11/01/2021,1.682
newdeaths_per,12/01/2021,1.713
newdeaths_per,13/01/2021,1.746
newdeaths_per,14/01/2021,1.752
newdeaths_per,15/01/2021,1.746
newdeaths_per,16/01/2021,1.762
newdeaths_per,17/01/2021,1.768
newdeaths_per,18/01/2021,1.762
newdeaths_per,19/01/2021,1.752
newdeaths_per,20/01/2021,1.774
newdeaths_per,21/01/2021,1.804
newdeaths_per,22/01/2021,1.823
newdeaths_per,23/01/2021,1.827
newdeaths_per,24/01/2021,1.829
newdeaths_per,25/01/2021,1.852
newdeaths_per,26/01/2021,1.867
newdeaths_per,27/01/2021,1.855
newdeaths_per,28/01/2021,1.853
newdeaths_per,29/01/2021,1.841
newdeaths_per,30/01/2021,1.834
newdeaths_per,31/01/2021,1.826
newdeaths_per,01/02/2021,1.814
newdeaths_per,02/02/2021,1.778
newdeaths_per,03/02/2021,1.754
newdeaths_per,04/02/2021,1.681
newdeaths_per,05/02/2021,1.713
newdeaths_per,06/02/2021,1.674
newdeaths_per,07/02/2021,1.648
newdeaths_per,08/02/2021,1.63
newdeaths_per,09/02/2021,1.63
newdeaths_per,10/02/2021,1.594
newdeaths_per,11/02/2021,1.608
