type,date,value
newdeaths_per,12/02/2021,1.532
newdeaths_per,13/02/2021,1.514
newdeaths_per,14/02/2021,1.502
newdeaths_per,15/02/2021,1.467
newdeaths_per,16/02/2021,1.393
newdeaths_per,17/02/2021,1.355
newdeaths_per,18/02/2021,1.322
newdeaths_per,19/02/2021,1.298
newdeaths_per,20/02/2021,1.268
newdeaths_per,21/02/2021,1.266
newdeaths_per,22/02/2021,1.264
newdeaths_per,23/02/2021,1.269
newdeaths_per,24/02/2021,1.279
newdeaths_per,25/02/2021,1.256
newdeaths_per,26/02/2021,1.239
newdeaths_per,27/02/2021,1.235
newdeaths_per,28/02/2021,1.23
newdeaths_per,01/03/2021,1.236
newdeaths_per,02/03/2021,1.214
newdeaths_per,03/03/2021,1.2
newdeaths_per,04/03/2021,1.195
newdeaths_per,05/03/2021,1.19
newdeaths_per,06/03/2021,1.183
newdeaths_per,07/03/2021,1.176
newdeaths_per,08/03/2021,1.168
newdeaths_per,09/03/2021,1.171
newdeaths_per,10/03/2021,1.143
newdeaths_per,11/03/2021,1.139
newdeaths_per,12/03/2021,1.127
newdeaths_per,13/03/2021,1.133
newdeaths_per,14/03/2021,1.132
newdeaths_per,15/03/2021,1.14
newdeaths_per,16/03/2021,1.14
newdeaths_per,17/03/2021,1.147
newdeaths_per,18/03/2021,1.157
newdeaths_per,19/03/2021,1.174
newdeaths_per,20/03/2021,1.179
newdeaths_per,21/03/2021,1.226
newdeaths_per,22/03/2021,1.233
newdeaths_per,23/03/2021,1.248
newdeaths_per,24/03/2021,1.25
newdeaths_per,25/03/2021,1.265
newdeaths_per,26/03/2021,1.3
newdeaths_per,27/03/2021,1.326
newdeaths_per,28/03/2021,1.304
newdeaths_per,29/03/2021,1.317
newdeaths_per,30/03/2021,1.326
newdeaths_per,31/03/2021,1.366
newdeaths_per,01/04/2021,1.38
newdeaths_per,02/04/2021,1.34
newdeaths_per,03/04/2021,1.325
newdeaths_per,04/04/2021,1.327
newdeaths_per,05/04/2021,1.317
newdeaths_per,06/04/2021,1.326
newdeaths_per,07/04/2021,1.374
newdeaths_per,08/04/2021,1.411
newdeaths_per,09/04/2021,1.479
newdeaths_per,10/04/2021,1.544
newdeaths_per,11/04/2021,1.575
newdeaths_per,12/04/2021,1.608
newdeaths_per,13/04/2021,1.633
newdeaths_per,14/04/2021,1.605
newdeaths_per,15/04/2021,1.592
newdeaths_per,16/04/2021,1.574
newdeaths_per,17/04/2021,1.567
newdeaths_per,18/04/2021,1.568
newdeaths_per,19/04/2021,1.591
newdeaths_per,20/04/2021,1.6
newdeaths_per,21/04/2021,1.611
newdeaths_per,22/04/2021,1.617
newdeaths_per,23/04/2021,1.652
newdeaths_per,24/04/2021,1.662
newdeaths_per,25/04/2021,1.69
newdeaths_per,26/04/2021,1.7
newdeaths_per,27/04/2021,1.712
newdeaths_per,28/04/2021,1.735
newdeaths_per,29/04/2021,1.769
newdeaths_per,30/04/2021,1.751
newdeaths_per,01/05/2021,1.75
newdeaths_per,02/05/2021,1.743
newdeaths_per,03/05/2021,1.743
newdeaths_per,04/05/2021,1.727
newdeaths_per,05/05/2021,1.708
newdeaths_per,06/05/2021,1.687
newdeaths_per,07/05/2021,1.69
newdeaths_per,08/05/2021,1.695
newdeaths_per,09/05/2021,1.696
newdeaths_per,10/05/2021,1.686
newdeaths_per,11/05/2021,1.688
newdeaths_per,12/05/2021,1.671
newdeaths_per,13/05/2021,1.652
newdeaths_per,14/05/2021,1.626
newdeaths_per,15/05/2021,1.607
newdeaths_per,16/05/2021,1.605
newdeaths_per,17/05/2021,1.608
newdeaths_per,18/05/2021,1.608
newdeaths_per,19/05/2021,1.598
newdeaths_per,20/05/2021,1.59
newdeaths_per,21/05/2021,1.589
newdeaths_per,22/05/2021,1.574
newdeaths_per,23/05/2021,1.565
newdeaths_per,24/05/2021,1.523
newdeaths_per,25/05/2021,1.506
newdeaths_per,26/05/2021,1.495
newdeaths_per,27/05/2021,1.489
newdeaths_per,28/05/2021,1.472
newdeaths_per,29/05/2021,1.46
newdeaths_per,30/05/2021,1.435
newdeaths_per,31/05/2021,1.429
newdeaths_per,01/06/2021,1.388
newdeaths_per,02/06/2021,1.372
newdeaths_per,03/06/2021,1.321
newdeaths_per,04/06/2021,1.298
newdeaths_per,05/06/2021,1.273
newdeaths_per,06/06/2021,1.253
newdeaths_per,07/06/2021,1.242
newdeaths_per,08/06/2021,1.236
newdeaths_per,09/06/2021,1.204
newdeaths_per,10/06/2021,1.177
newdeaths_per,11/06/2021,1.197
newdeaths_per,12/06/2021,1.203
newdeaths_per,13/06/2021,1.24
newdeaths_per,14/06/2021,1.238
newdeaths_per,15/06/2021,1.241
newdeaths_per,16/06/2021,1.238
newdeaths_per,17/06/2021,1.251
newdeaths_per,18/06/2021,1.204
newdeaths_per,19/06/2021,1.175
newdeaths_per,20/06/2021,1.129
newdeaths_per,21/06/2021,1.111
newdeaths_per,22/06/2021,1.078
newdeaths_per,23/06/2021,1.066
newdeaths_per,24/06/2021,1.054
newdeaths_per,25/06/2021,1.054
newdeaths_per,26/06/2021,1.043
newdeaths_per,27/06/2021,1.032
newdeaths_per,28/06/2021,1.023
newdeaths_per,29/06/2021,1.008
newdeaths_per,30/06/2021,1.005
newdeaths_per,01/07/2021,1.004
newdeaths_per,02/07/2021,0.987
newdeaths_per,03/07/2021,0.977
newdeaths_per,04/07/2021,0.986
newdeaths_per,05/07/2021,1.001
newdeaths_per,06/07/2021,1.007
newdeaths_per,07/07/2021,0.994
newdeaths_per,08/07/2021,1.001
newdeaths_per,09/07/2021,1.002
newdeaths_per,10/07/2021,0.996
newdeaths_per,11/07/2021,1.014
newdeaths_per,12/07/2021,1.027
newdeaths_per,13/07/2021,1.024
newdeaths_per,14/07/2021,1.026
newdeaths_per,15/07/2021,1.02
newdeaths_per,16/07/2021,1.026
newdeaths_per,17/07/2021,1.042
newdeaths_per,18/07/2021,1.025
newdeaths_per,19/07/2021,1.008
newdeaths_per,20/07/2021,1.072
newdeaths_per,21/07/2021,1.073
newdeaths_per,22/07/2021,1.077
newdeaths_per,23/07/2021,1.07
newdeaths_per,24/07/2021,1.091
newdeaths_per,25/07/2021,1.104
newdeaths_per,26/07/2021,1.116
newdeaths_per,27/07/2021,1.078
newdeaths_per,28/07/2021,1.105
newdeaths_per,29/07/2021,1.143
newdeaths_per,30/07/2021,1.166
newdeaths_per,31/07/2021,1.168
newdeaths_per,01/08/2021,1.169
newdeaths_per,02/08/2021,1.173
newdeaths_per,03/08/2021,1.183
newdeaths_per,04/08/2021,1.189
newdeaths_per,05/08/2021,1.191
newdeaths_per,06/08/2021,1.208
newdeaths_per,07/08/2021,1.205
newdeaths_per,08/08/2021,1.206
newdeaths_per,09/08/2021,1.218
newdeaths_per,10/08/2021,1.241
newdeaths_per,11/08/2021,1.24
newdeaths_per,12/08/2021,1.232
newdeaths_per,13/08/2021,1.231
newdeaths_per,14/08/2021,1.232
newdeaths_per,15/08/2021,1.231
newdeaths_per,16/08/2021,1.25
newdeaths_per,17/08/2021,1.234
newdeaths_per,18/08/2021,1.239
newdeaths_per,19/08/2021,1.257
newdeaths_per,20/08/2021,1.259
newdeaths_per,21/08/2021,1.262
newdeaths_per,22/08/2021,1.267
newdeaths_per,23/08/2021,1.273
newdeaths_per,24/08/2021,1.279
newdeaths_per,25/08/2021,1.289
newdeaths_per,26/08/2021,1.29
newdeaths_per,27/08/2021,1.287
newdeaths_per,28/08/2021,1.28
newdeaths_per,29/08/2021,1.263
newdeaths_per,30/08/2021,1.252
newdeaths_per,31/08/2021,1.218
newdeaths_per,01/09/2021,1.238
newdeaths_per,02/09/2021,1.231
newdeaths_per,03/09/2021,1.238
newdeaths_per,04/09/2021,1.225
newdeaths_per,05/09/2021,1.221
newdeaths_per,06/09/2021,1.194
newdeaths_per,07/09/2021,1.217
newdeaths_per,08/09/2021,1.173
newdeaths_per,09/09/2021,1.166
newdeaths_per,10/09/2021,1.139
newdeaths_per,11/09/2021,1.15
newdeaths_per,12/09/2021,1.132
newdeaths_per,13/09/2021,1.152
newdeaths_per,14/09/2021,1.142
newdeaths_per,15/09/2021,1.149
newdeaths_per,16/09/2021,1.143
newdeaths_per,17/09/2021,1.14
newdeaths_per,18/09/2021,1.106
newdeaths_per,19/09/2021,1.116
newdeaths_per,20/09/2021,1.099
newdeaths_per,21/09/2021,1.088
newdeaths_per,22/09/2021,1.079
newdeaths_per,23/09/2021,1.065
newdeaths_per,24/09/2021,1.061
newdeaths_per,25/09/2021,1.042
newdeaths_per,26/09/2021,1.031
newdeaths_per,27/09/2021,1.022
newdeaths_per,28/09/2021,1.023
newdeaths_per,29/09/2021,1.013
newdeaths_per,30/09/2021,0.996
newdeaths_per,01/10/2021,0.993
newdeaths_per,02/10/2021,1.001
newdeaths_per,03/10/2021,0.98
newdeaths_per,04/10/2021,0.971
newdeaths_per,05/10/2021,0.935
newdeaths_per,06/10/2021,0.933
newdeaths_per,07/10/2021,0.933
newdeaths_per,08/10/2021,0.915
newdeaths_per,09/10/2021,0.896
newdeaths_per,10/10/2021,0.903
newdeaths_per,11/10/2021,0.877
newdeaths_per,12/10/2021,0.89
newdeaths_per,13/10/2021,0.882
newdeaths_per,14/10/2021,0.867
newdeaths_per,15/10/2021,0.861
newdeaths_per,16/10/2021,0.868
newdeaths_per,17/10/2021,0.861
newdeaths_per,18/10/2021,0.874
newdeaths_per,19/10/2021,0.876
newdeaths_per,20/10/2021,0.874
newdeaths_per,21/10/2021,0.869
newdeaths_per,22/10/2021,0.886
newdeaths_per,23/10/2021,0.896
newdeaths_per,24/10/2021,0.901
newdeaths_per,25/10/2021,0.904
newdeaths_per,26/10/2021,0.898
newdeaths_per,27/10/2021,0.906
newdeaths_per,28/10/2021,0.922
newdeaths_per,29/10/2021,0.92
newdeaths_per,30/10/2021,0.923
newdeaths_per,31/10/2021,0.922
newdeaths_per,01/11/2021,0.916
newdeaths_per,02/11/2021,0.905
newdeaths_per,03/11/2021,0.891
newdeaths_per,04/11/2021,0.875
newdeaths_per,05/11/2021,0.884
newdeaths_per,06/11/2021,0.894
newdeaths_per,07/11/2021,0.894
newdeaths_per,08/11/2021,0.901
newdeaths_per,09/11/2021,0.918
newdeaths_per,10/11/2021,0.914
newdeaths_per,11/11/2021,0.914
newdeaths_per,12/11/2021,0.922
newdeaths_per,13/11/2021,0.916
newdeaths_per,14/11/2021,0.919
newdeaths_per,15/11/2021,0.924
newdeaths_per,16/11/2021,0.914
newdeaths_per,17/11/2021,0.933
newdeaths_per,18/11/2021,0.943
newdeaths_per,19/11/2021,0.925
newdeaths_per,20/11/2021,0.922
newdeaths_per,21/11/2021,0.92
newdeaths_per,22/11/2021,0.925
newdeaths_per,23/11/2021,0.931
newdeaths_per,24/11/2021,0.922
newdeaths_per,25/11/2021,0.913
newdeaths_per,26/11/2021,0.89
newdeaths_per,27/11/2021,0.886
newdeaths_per,28/11/2021,0.89
newdeaths_per,29/11/2021,0.9
newdeaths_per,30/11/2021,0.898
newdeaths_per,01/12/2021,0.907
newdeaths_per,02/12/2021,0.947
newdeaths_per,03/12/2021,0.978
newdeaths_per,04/12/2021,0.971
newdeaths_per,05/12/2021,1.017
newdeaths_per,06/12/2021,1.002
newdeaths_per,07/12/2021,1.007
newdeaths_per,08/12/2021,0.987
newdeaths_per,09/12/2021,0.963
newdeaths_per,10/12/2021,0.955
newdeaths_per,11/12/2021,0.962
newdeaths_per,12/12/2021,0.911
newdeaths_per,13/12/2021,0.902
newdeaths_per,14/12/2021,0.892
newdeaths_per,15/12/2021,0.911
newdeaths_per,16/12/2021,0.884
newdeaths_per,17/12/2021,0.862
newdeaths_per,18/12/2021,0.864
newdeaths_per,19/12/2021,0.859
newdeaths_per,20/12/2021,0.866
newdeaths_per,21/12/2021,0.864
newdeaths_per,22/12/2021,0.847
newdeaths_per,23/12/2021,0.882
newdeaths_per,24/12/2021,0.869
newdeaths_per,25/12/2021,0.836
newdeaths_per,26/12/2021,0.822
newdeaths_per,27/12/2021,0.817
newdeaths_per,28/12/2021,0.812
newdeaths_per,29/12/2021,0.807
newdeaths_per,30/12/2021,0.777
newdeaths_per,31/12/2021,0.793
newvacc_per,22/01/2020,
newvacc_per,23/01/2020,
newvacc_per,24/01/2020,
newvacc_per,25/01/2020,
newvacc_per,26/01/2020,
newvacc_per,27/01/2020,
newvacc_per,28/01/2020,
newvacc_per,29/01/2020,
newvacc_per,30/01/2020,
newvacc_per,31/01/2020,
newvacc_per,01/02/2020,
newvacc_per,02/02/2020,
newvacc_per,03/02/2020,
newvacc_per,04/02/2020,
newvacc_per,05/02/2020,
newvacc_per,06/02/2020,
newvacc_per,07/02/2020,
newvacc_per,08/02/2020,
newvacc_per,09/02/2020,
newvacc_per,10/02/2020,
newvacc_per,11/02/2020,
newvacc_per,12/02/2020,
newvacc_per,13/02/2020,
newvacc_per,14/02/2020,
newvacc_per,15/02/2020,
newvacc_per,16/02/2020,
newvacc_per,17/02/2020,
newvacc_per,18/02/2020,
newvacc_per,19/02/2020,
newvacc_per,20/02/2020,
newvacc_per,21/02/2020,
newvacc_per,22/02/2020,
newvacc_per,23/02/2020,
newvacc_per,24/02/2020,
newvacc_per,25/02/2020,
newvacc_per,26/02/2020,
newvacc_per,27/02/2020,
newvacc_per,28/02/2020,
newvacc_per,29/02/2020,
newvacc_per,01/03/2020,
newvacc_per,02/03/2020,
newvacc_per,03/03/2020,
newvacc_per,04/03/2020,
newvacc_per,05/03/2020,
newvacc_per,06/03/2020,
newvacc_per,07/03/2020,
newvacc_per,08/03/2020,
newvacc_per,09/03/2020,
newvacc_per,10/03/2020,
newvacc_per,11/03/2020,
newvacc_per,12/03/2020,
newvacc_per,13/03/2020,
newvacc_per,14/03/2020,
newvacc_per,15/03/2020,
newvacc_per,16/03/2020,
newvacc_per,17/03/2020,
newvacc_per,18/03/2020,
newvacc_per,19/03/2020,
newvacc_per,20/03/2020,
newvacc_per,21/03/2020,
newvacc_per,22/03/2020,
newvacc_per,23/03/2020,
newvacc_per,24/03/2020,
newvacc_per,25/03/2020,
newvacc_per,26/03/2020,
newvacc_per,27/03/2020,
newvacc_per,28/03/2020,
newvacc_per,29/03/2020,
newvacc_per,30/03/2020,
newvacc_per,31/03/2020,
newvacc_per,01/04/2020,
newvacc_per,02/04/2020,
newvacc_per,03/04/2020,
newvacc_per,04/04/2020,
newvacc_per,05/04/2020,
newvacc_per,06/04/2020,
newvacc_per,07/04/2020,
newvacc_per,08/04/2020,
newvacc_per,09/04/2020,
newvacc_per,10/04/2020,
newvacc_per,11/04/2020,
newvacc_per,12/04/2020,
newvacc_per,13/04/2020,
newvacc_per,14/04/2020,
newvacc_per,15/04/2020,
newvacc_per,16/04/2020,
newvacc_per,17/04/2020,
newvacc_per,18/04/2020,
newvacc_per,19/04/2020,
newvacc_per,20/04/2020,
newvacc_per,21/04/2020,
newvacc_per,22/04/2020,
newvacc_per,23/04/2020,
newvacc_per,24/04/2020,
newvacc_per,25/04/2020,
newvacc_per,26/04/2020,
newvacc_per,27/04/2020,
newvacc_per,28/04/2020,
newvacc_per,29/04/2020,
newvacc_per,30/04/2020,
newvacc_per,01/05/2020,
newvacc_per,02/05/2020,
newvacc_per,03/05/2020,
newvacc_per,04/05/2020,
newvacc_per,05/05/2020,
newvacc_per,06/05/2020,
newvacc_per,07/05/2020,
newvacc_per,08/05/2020,
newvacc_per,09/05/2020,
newvacc_per,10/05/2020,
newvacc_per,11/05/2020,
newvacc_per,12/05/2020,
newvacc_per,13/05/2020,
newvacc_per,14/05/2020,
newvacc_per,15/05/2020,
newvacc_per,16/05/2020,
newvacc_per,17/05/2020,
newvacc_per,18/05/2020,
newvacc_per,19/05/2020,
newvacc_per,20/05/2020,
newvacc_per,21/05/2020,
newvacc_per,22/05/2020,
newvacc_per,23/05/2020,
newvacc_per,24/05/2020,
newvacc_per,25/05/2020,
newvacc_per,26/05/2020,
newvacc_per,27/05/2020,
newvacc_per,28/05/2020,
newvacc_per,29/05/2020,
newvacc_per,30/05/2020,
newvacc_per,31/05/2020,
newvacc_per,01/06/2020,
newvacc_per,02/06/2020,
newvacc_per,03/06/2020,
newvacc_per,04/06/2020,
newvacc_per,05/06/2020,
newvacc_per,06/06/2020,
newvacc_per,07/06/2020,
newvacc_per,08/06/2020,
newvacc_per,09/06/2020,
newvacc_per,10/06/2020,
newvacc_per,11/06/2020,
newvacc_per,12/06/2020,
newvacc_per,13/06/2020,
newvacc_per,14/06/2020,
newvacc_per,15/06/2020,
newvacc_per,16/06/2020,
newvacc_per,17/06/2020,
newvacc_per,18/06/2020,
newvacc_per,19/06/2020,
newvacc_per,20/06/2020,
newvacc_per,21/06/2020,
newvacc_per,22/06/2020,
newvacc_per,23/06/2020,
newvacc_per,24/06/2020,
newvacc_per,25/06/2020,
newvacc_per,26/06/2020,
newvacc_per,27/06/2020,
newvacc_per,28/06/2020,
newvacc_per,29/06/2020,
newvacc_per,30/06/2020,
newvacc_per,01/07/2020,
newvacc_per,02/07/2020,
newvacc_per,03/07/2020,
newvacc_per,04/07/2020,
newvacc_per,05/07/2020,
newvacc_per,06/07/2020,
newvacc_per,07/07/2020,
newvacc_per,08/07/2020,
newvacc_per,09/07/2020,
newvacc_per,10/07/2020,
newvacc_per,11/07/2020,
newvacc_per,12/07/2020,
newvacc_per,13/07/2020,
newvacc_per,14/07/2020,
newvacc_per,15/07/2020,
newvacc_per,16/07/2020,
newvacc_per,17/07/2020,
newvacc_per,18/07/2020,
newvacc_per,19/07/2020,
newvacc_per,20/07/2020,
newvacc_per,21/07/2020,
newvacc_per,22/07/2020,
newvacc_per,23/07/2020,
newvacc_per,24/07/2020,
newvacc_per,25/07/2020,
newvacc_per,26/07/2020,
newvacc_per,27/07/2020,
newvacc_per,28/07/2020,
newvacc_per,29/07/2020,
newvacc_per,30/07/2020,
newvacc_per,31/07/2020,
newvacc_per,01/08/2020,
newvacc_per,02/08/2020,
newvacc_per,03/08/2020,
newvacc_per,04/08/2020,
newvacc_per,05/08/2020,
newvacc_per,06/08/2020,
newvacc_per,07/08/2020,
newvacc_per,08/08/2020,
newvacc_per,09/08/2020,
newvacc_per,10/08/2020,
newvacc_per,11/08/2020,
newvacc_per,12/08/2020,
newvacc_per,13/08/2020,
newvacc_per,14/08/2020,
newvacc_per,15/08/2020,
newvacc_per,16/08/2020,
newvacc_per,17/08/2020,
newvacc_per,18/08/2020,
newvacc_per,19/08/2020,
newvacc_per,20/08/2020,
newvacc_per,21/08/2020,
newvacc_per,22/08/2020,
newvacc_per,23/08/2020,
newvacc_per,24/08/2020,
newvacc_per,25/08/2020,
newvacc_per,26/08/2020,
newvacc_per,27/08/2020,
newvacc_per,28/08/2020,
newvacc_per,29/08/2020,
newvacc_per,30/08/2020,
newvacc_per,31/08/2020,
newvacc_per,01/09/2020,
newvacc_per,02/09/2020,
newvacc_per,03/09/2020,
newvacc_per,04/09/2020,
newvacc_per,05/09/2020,
newvacc_per,06/09/2020,
newvacc_per,07/09/2020,
newvacc_per,08/09/2020,
newvacc_per,09/09/2020,
newvacc_per,10/09/2020,
newvacc_per,11/09/2020,
newvacc_per,12/09/2020,
newvacc_per,13/09/2020,
newvacc_per,14/09/2020,
newvacc_per,15/09/2020,
newvacc_per,16/09/2020,
newvacc_per,17/09/2020,
newvacc_per,18/09/2020,
newvacc_per,19/09/2020,
newvacc_per,20/09/2020,
newvacc_per,21/09/2020,
newvacc_per,22/09/2020,
newvacc_per,23/09/2020,
newvacc_per,24/09/2020,
newvacc_per,25/09/2020,
newvacc_per,26/09/2020,
newvacc_per,27/09/2020,
newvacc_per,28/09/2020,
newvacc_per,29/09/2020,
newvacc_per,30/09/2020,
newvacc_per,01/10/2020,
newvacc_per,02/10/2020,
newvacc_per,03/10/2020,
newvacc_per,04/10/2020,
newvacc_per,05/10/2020,
newvacc_per,06/10/2020,
newvacc_per,07/10/2020,
newvacc_per,08/10/2020,
newvacc_per,09/10/2020,
newvacc_per,10/10/2020,
newvacc_per,11/10/2020,
newvacc_per,12/10/2020,
newvacc_per,13/10/2020,
newvacc_per,14/10/2020,
newvacc_per,15/10/2020,
newvacc_per,16/10/2020,
newvacc_per,17/10/2020,
newvacc_per,18/10/2020,
newvacc_per,19/10/2020,
newvacc_per,20/10/2020,
newvacc_per,21/10/2020,
newvacc_per,22/10/2020,
newvacc_per,23/10/2020,
newvacc_per,24/10/2020,
newvacc_per,25/10/2020,
newvacc_per,26/10/2020,
newvacc_per,27/10/2020,
newvacc_per,28/10/2020,
newvacc_per,29/10/2020,
newvacc_per,30/10/2020,
newvacc_per,31/10/2020,
newvacc_per,01/11/2020,
newvacc_per,02/11/2020,
newvacc_per,03/11/2020,
newvacc_per,04/11/2020,
newvacc_per,05/11/2020,
newvacc_per,06/11/2020,
newvacc_per,07/11/2020,
newvacc_per,08/11/2020,
newvacc_per,09/11/2020,
newvacc_per,10/11/2020,
newvacc_per,11/11/2020,
newvacc_per,12/11/2020,
newvacc_per,13/11/2020,
newvacc_per,14/11/2020,
newvacc_per,15/11/2020,
newvacc_per,16/11/2020,
newvacc_per,17/11/2020,
newvacc_per,18/11/2020,
newvacc_per,19/11/2020,
newvacc_per,20/11/2020,
newvacc_per,21/11/2020,
newvacc_per,22/11/2020,
newvacc_per,23/11/2020,
newvacc_per,24/11/2020,
newvacc_per,25/11/2020,
newvacc_per,26/11/2020,
newvacc_per,27/11/2020,
newvacc_per,28/11/2020,
newvacc_per,29/11/2020,
newvacc_per,30/11/2020,
newvacc_per,01/12/2020,
newvacc_per,02/12/2020,0
newvacc_per,03/12/2020,0
newvacc_per,04/12/2020,0
newvacc_per,05/12/2020,0
newvacc_per,06/12/2020,0
newvacc_per,07/12/2020,0
newvacc_per,08/12/2020,0
newvacc_per,09/12/2020,0
newvacc_per,10/12/2020,0
newvacc_per,11/12/2020,0
newvacc_per,12/12/2020,0
newvacc_per,13/12/2020,0
newvacc_per,14/12/2020,1
newvacc_per,15/12/2020,29
newvacc_per,16/12/2020,32
newvacc_per,17/12/2020,37
newvacc_per,18/12/2020,45
newvacc_per,19/12/2020,48
newvacc_per,20/12/2020,50
newvacc_per,21/12/2020,57
newvacc_per,22/12/2020,38
newvacc_per,23/12/2020,47
newvacc_per,24/12/2020,48
newvacc_per,25/12/2020,41
newvacc_per,26/12/2020,41
newvacc_per,27/12/2020,44
newvacc_per,28/12/2020,50
newvacc_per,29/12/2020,59
newvacc_per,30/12/2020,67
newvacc_per,31/12/2020,130
newvacc_per,01/01/2021,132
newvacc_per,02/01/2021,151
newvacc_per,03/01/2021,152
newvacc_per,04/01/2021,159
newvacc_per,05/01/2021,179
newvacc_per,06/01/2021,186
newvacc_per,07/01/2021,151
newvacc_per,08/01/2021,181
newvacc_per,09/01/2021,259
newvacc_per,10/01/2021,310
newvacc_per,11/01/2021,324
newvacc_per,12/01/2021,325
newvacc_per,13/01/2021,366
newvacc_per,14/01/2021,386
newvacc_per,15/01/2021,404
newvacc_per,16/01/2021,338
newvacc_per,17/01/2021,302
newvacc_per,18/01/2021,312
newvacc_per,19/01/2021,327
newvacc_per,20/01/2021,410
newvacc_per,21/01/2021,422
newvacc_per,22/01/2021,441
newvacc_per,23/01/2021,453
newvacc_per,24/01/2021,458
newvacc_per,25/01/2021,473
newvacc_per,26/01/2021,482
newvacc_per,27/01/2021,546
newvacc_per,28/01/2021,565
newvacc_per,29/01/2021,576
newvacc_per,30/01/2021,587
newvacc_per,31/01/2021,615
newvacc_per,01/02/2021,619
newvacc_per,02/02/2021,623
newvacc_per,03/02/2021,625
newvacc_per,04/02/2021,639
newvacc_per,05/02/2021,653
newvacc_per,06/02/2021,661
newvacc_per,07/02/2021,634
newvacc_per,08/02/2021,641
newvacc_per,09/02/2021,827
newvacc_per,10/02/2021,711
newvacc_per,11/02/2021,715
newvacc_per,12/02/2021,733
newvacc_per,13/02/2021,746
newvacc_per,14/02/2021,755
newvacc_per,15/02/2021,768
newvacc_per,16/02/2021,604
newvacc_per,17/02/2021,608
newvacc_per,18/02/2021,625
newvacc_per,19/02/2021,611
newvacc_per,20/02/2021,613
newvacc_per,21/02/2021,613
newvacc_per,22/02/2021,608
newvacc_per,23/02/2021,628
newvacc_per,24/02/2021,641
newvacc_per,25/02/2021,654
newvacc_per,26/02/2021,684
newvacc_per,27/02/2021,705
newvacc_per,28/02/2021,932
newvacc_per,01/03/2021,959
newvacc_per,02/03/2021,1054
newvacc_per,03/03/2021,1084
newvacc_per,04/03/2021,1125
newvacc_per,05/03/2021,1157
newvacc_per,06/03/2021,1188
newvacc_per,07/03/2021,993
newvacc_per,08/03/2021,1030
newvacc_per,09/03/2021,978
newvacc_per,10/03/2021,1012
newvacc_per,11/03/2021,1006
newvacc_per,12/03/2021,1029
newvacc_per,13/03/2021,1044
newvacc_per,14/03/2021,1269
newvacc_per,15/03/2021,1312
newvacc_per,16/03/2021,1340
newvacc_per,17/03/2021,1355
newvacc_per,18/03/2021,1380
newvacc_per,19/03/2021,1435
newvacc_per,20/03/2021,1635
newvacc_per,21/03/2021,1411
newvacc_per,22/03/2021,1524
newvacc_per,23/03/2021,1590
newvacc_per,24/03/2021,1668
newvacc_per,25/03/2021,1790
newvacc_per,26/03/2021,1900
newvacc_per,27/03/2021,1812
newvacc_per,28/03/2021,1904
newvacc_per,29/03/2021,1901
newvacc_per,30/03/2021,1934
newvacc_per,31/03/2021,2029
newvacc_per,01/04/2021,2117
newvacc_per,02/04/2021,2127
newvacc_per,03/04/2021,2099
newvacc_per,04/04/2021,2117
newvacc_per,05/04/2021,2082
newvacc_per,06/04/2021,2140
newvacc_per,07/04/2021,2113
newvacc_per,08/04/2021,2152
newvacc_per,09/04/2021,2180
newvacc_per,10/04/2021,2260
newvacc_per,11/04/2021,2277
newvacc_per,12/04/2021,2358
newvacc_per,13/04/2021,2335
newvacc_per,14/04/2021,2343
newvacc_per,15/04/2021,2250
newvacc_per,16/04/2021,2184
newvacc_per,17/04/2021,2124
newvacc_per,18/04/2021,2118
newvacc_per,19/04/2021,2066
newvacc_per,20/04/2021,2017
newvacc_per,21/04/2021,2017
newvacc_per,22/04/2021,2073
newvacc_per,23/04/2021,2084
newvacc_per,24/04/2021,2061
newvacc_per,25/04/2021,2178
newvacc_per,26/04/2021,2202
newvacc_per,27/04/2021,2316
newvacc_per,28/04/2021,2438
newvacc_per,29/04/2021,2481
newvacc_per,30/04/2021,2613
newvacc_per,01/05/2021,2643
newvacc_per,02/05/2021,2531
newvacc_per,03/05/2021,2482
newvacc_per,04/05/2021,2460
newvacc_per,05/05/2021,2357
newvacc_per,06/05/2021,2352
newvacc_per,07/05/2021,2377
newvacc_per,08/05/2021,2481
newvacc_per,09/05/2021,2534
newvacc_per,10/05/2021,2691
newvacc_per,11/05/2021,2789
newvacc_per,12/05/2021,2907
newvacc_per,13/05/2021,2949
newvacc_per,14/05/2021,2928
newvacc_per,15/05/2021,2998
newvacc_per,16/05/2021,3149
newvacc_per,17/05/2021,3225
newvacc_per,18/05/2021,3288
newvacc_per,19/05/2021,3307
newvacc_per,20/05/2021,3444
newvacc_per,21/05/2021,3531
newvacc_per,22/05/2021,3604
newvacc_per,23/05/2021,3608
newvacc_per,24/05/2021,3657
newvacc_per,25/05/2021,3742
newvacc_per,26/05/2021,3885
newvacc_per,27/05/2021,3861
newvacc_per,28/05/2021,3911
newvacc_per,29/05/2021,3989
newvacc_per,30/05/2021,4094
newvacc_per,31/05/2021,4228
newvacc_per,01/06/2021,4329
newvacc_per,02/06/2021,4418
newvacc_per,03/06/2021,4454
newvacc_per,04/06/2021,4564
newvacc_per,05/06/2021,4572
newvacc_per,06/06/2021,4532
newvacc_per,07/06/2021,4429
newvacc_per,08/06/2021,4361
