date,price,aa,ab,ac,ad,ae,af,ag,ah,ai,aj,ak,al,am,an,ao,ap,aq,ar,as,at,au
16/11/2021,108.255348,,,,,,,,,,,,,,,,,,,,,
17/11/2021,107.858337,,,,,,,,,,,,,,,,,,,,,
18/11/2021,107.898041,,,,,,,,,,,,,,,,,,,,,
19/11/2021,107.411697,,,,,,,,,,,,,,,,,,,,,
20/11/2021,,,,,,,,,,,,,,,,,,,,,,
21/11/2021,,,,,,,,,,,,,,,,,,,,,,
22/11/2021,106.796326,,,,,,,,,,,,,,,,,,,,,
23/11/2021,106.776482,,,,,,,,,,,,,,,,,,,,,
24/11/2021,106.836029,,,,,,,,,,,,,,,,,,,,,
25/11/2021,,,,,,,,,,,,,,,,,,,,,,
26/11/2021,104.146271,,,,,,,,,,,,,,,,,,,,,
27/11/2021,,,,,,,,,,,,,,,,,,,,,,
28/11/2021,,,,,,,,,,,,,,,,,,,,,,
29/11/2021,105.069328,,,,,,,,,,,,,,,,,,,,,
30/11/2021,103.491196,,,,,,,,,,,,,,,,,,,,,
01/12/2021,102.399414,,,,,,,,,,,,,,,,,,,,,
02/12/2021,103.977547,,,,,,,,,,,,,,,,,,,,,
03/12/2021,103.014786,,,,,,,,,,,,,,,,,,,,,
04/12/2021,,,,,,,,,,,,,,,,,,,,,,
05/12/2021,,,,,,,,,,,,,,,,,,,,,,
06/12/2021,104.146271,,,,,,,,,,,,,,,,,,,,,
07/12/2021,106.300064,,,,,,,,,,,,,,,,,,,,,
08/12/2021,106.697075,,,,,,,,,,,,,,,,,,,,,
09/12/2021,105.744247,,,,,,,,,,,,,,,,,,,,,
10/12/2021,106.280212,,,,,,,,,,,,,,,,,,,,,
11/12/2021,,,,,,,,,,,,,,,,,,,,,,
12/12/2021,,,,,,,,,,,,,,,,,,,,,,
13/12/2021,105.208282,,,,,,,,,,,,,,,,,,,,,
14/12/2021,104.553207,,,,,,,,,,,,,,,,,,,,,
15/12/2021,105.873276,,,,,,,,,,,,,,,,,,,,,
16/12/2021,105.277756,,,,,,,,,,,,,,,,,,,,,
17/12/2021,104.315002,,,,,,,,,,,,,,,,,,,,,
18/12/2021,,,,,,,,,,,,,,,,,,,,,,
19/12/2021,,,,,,,,,,,,,,,,,,,,,,
20/12/2021,103.360001,,,,,,,,,,,,,,,,,,,,,
21/12/2021,105.110001,,,,,,,,,,,,,,,,,,,,,
22/12/2021,106.080002,,,,,,,,,,,,,,,,,,,,,
23/12/2021,106.760002,,,,,,,,,,,,,,,,,,,,,
24/12/2021,,,,,,,,,,,,,,,,,,,,,,
25/12/2021,,,,,,,,,,,,,,,,,,,,,,
26/12/2021,,,,,,,,,,,,,,,,,,,,,,
27/12/2021,107.889999,,,,,,,,,,,,,,,,,,,,,
28/12/2021,107.769997,,,,,,,,,,,,,,,,,,,,,
29/12/2021,107.809998,,,,,,,,,,,,,,,,,,,,,
30/12/2021,107.720001,,,,,,,,,,,,,,,,,,,,,
31/12/2021,,,,,,,,,,,,,,,,,,,,,,
