sector,date,value,index
mid-cap,18/04/2020,,0
mid-cap,19/04/2020,,0
mid-cap,20/04/2020,1162.06,259.6608049
mid-cap,21/04/2020,1129.28,252.3361562
mid-cap,22/04/2020,1146.84,256.2599155
mid-cap,23/04/2020,1155.41,258.174871
mid-cap,24/04/2020,1161.56,259.5490805
mid-cap,25/04/2020,,0
mid-cap,26/04/2020,,0
mid-cap,27/04/2020,1191.49,266.2369003
mid-cap,28/04/2020,1202.52,268.7015396
mid-cap,29/04/2020,1233.28,275.5748218
mid-cap,30/04/2020,1215.4,271.5795589
mid-cap,01/05/2020,1187.15,265.2671329
mid-cap,02/05/2020,,0
mid-cap,03/05/2020,,0
mid-cap,04/05/2020,1178.93,263.4303846
mid-cap,05/05/2020,1193.98,266.7932876
mid-cap,06/05/2020,1188.56,265.5821956
mid-cap,07/05/2020,1204.97,269.2489889
mid-cap,08/05/2020,1231.42,275.1592072
mid-cap,09/05/2020,,0
mid-cap,10/05/2020,,0
mid-cap,11/05/2020,1227.08,274.1894398
mid-cap,12/05/2020,1210.55,270.4958327
mid-cap,13/05/2020,1183.71,264.4984694
mid-cap,14/05/2020,1178.75,263.3901638
mid-cap,15/05/2020,1185.39,264.8738632
mid-cap,16/05/2020,,0
mid-cap,17/05/2020,,0
mid-cap,18/05/2020,1228.97,274.6117579
mid-cap,19/05/2020,1227.47,274.2765848
mid-cap,20/05/2020,1246.15,278.4506067
mid-cap,21/05/2020,1238.77,276.8015552
mid-cap,22/05/2020,1239.89,277.0518178
mid-cap,23/05/2020,,0
mid-cap,24/05/2020,,0
mid-cap,25/05/2020,1248.38,278.9488973
mid-cap,26/05/2020,1279.7,285.9473108
mid-cap,27/05/2020,1290.02,288.2533015
mid-cap,28/05/2020,1297.88,290.0096083
mid-cap,29/05/2020,1297.74,289.9783255
mid-cap,30/05/2020,,0
mid-cap,31/05/2020,,0
mid-cap,01/06/2020,1313.18,293.4283735
mid-cap,02/06/2020,1331.23,297.4616227
mid-cap,03/06/2020,1360.3,303.9572766
mid-cap,04/06/2020,1360.11,303.9148214
mid-cap,05/06/2020,1388.41,310.2384198
mid-cap,06/06/2020,,0
mid-cap,07/06/2020,,0
mid-cap,08/06/2020,1406.18,314.2091033
mid-cap,09/06/2020,1386.86,309.8920743
mid-cap,10/06/2020,1372.16,306.6073783
mid-cap,11/06/2020,1302.25,290.9860791
mid-cap,12/06/2020,1309.08,292.5122338
mid-cap,13/06/2020,,0
mid-cap,14/06/2020,,0
mid-cap,15/06/2020,1315.38,293.9199607
mid-cap,16/06/2020,1346.8,300.9407191
mid-cap,17/06/2020,1344.4,300.4044422
mid-cap,18/06/2020,1342.92,300.0737381
mid-cap,19/06/2020,1336.64,298.6704802
mid-cap,20/06/2020,,0
mid-cap,21/06/2020,,0
mid-cap,22/06/2020,1339.63,299.3385918
mid-cap,23/06/2020,1347.8,301.1641678
mid-cap,24/06/2020,1310.48,292.825062
mid-cap,25/06/2020,1315.01,293.8372847
mid-cap,26/06/2020,1301.5,290.8184926
mid-cap,27/06/2020,,0
mid-cap,28/06/2020,,0
mid-cap,29/06/2020,1309.41,292.5859719
mid-cap,30/06/2020,1325.17,296.1075235
mid-cap,01/07/2020,1328.56,296.8650146
mid-cap,02/07/2020,1338.54,299.0950327
mid-cap,03/07/2020,1338.11,298.9989498
mid-cap,04/07/2020,,0
mid-cap,05/07/2020,,0
mid-cap,06/07/2020,1357.64,303.362903
mid-cap,07/07/2020,1344.57,300.4424284
mid-cap,08/07/2020,1347.73,301.1485264
mid-cap,09/07/2020,1337.63,298.8916944
mid-cap,10/07/2020,1345.75,300.7060979
mid-cap,11/07/2020,,0
mid-cap,12/07/2020,,0
mid-cap,13/07/2020,1345.04,300.5474493
mid-cap,14/07/2020,1354.14,302.5808326
mid-cap,15/07/2020,1382.14,308.8373964
mid-cap,16/07/2020,1376.68,307.6173664
mid-cap,17/07/2020,1381.28,308.6452305
mid-cap,18/07/2020,,0
mid-cap,19/07/2020,,0
mid-cap,20/07/2020,1386.89,309.8987777
mid-cap,21/07/2020,1396.42,312.0282439
mid-cap,22/07/2020,1402.15,313.308605
mid-cap,23/07/2020,1398,312.3812929
mid-cap,24/07/2020,1386.47,309.8049293
mid-cap,25/07/2020,,0
mid-cap,26/07/2020,,0
mid-cap,27/07/2020,1398.51,312.4952517
mid-cap,28/07/2020,1390.38,310.6786137
mid-cap,29/07/2020,1404.41,313.8135991
mid-cap,30/07/2020,1393.91,311.4673877
mid-cap,31/07/2020,1388.96,310.3613166
mid-cap,01/08/2020,,0
mid-cap,02/08/2020,,0
mid-cap,03/08/2020,1400.92,313.0337631
mid-cap,04/08/2020,1409.49,314.9487185
mid-cap,05/08/2020,1424.89,318.3898286
mid-cap,06/08/2020,1419.7,317.2301298
mid-cap,07/08/2020,1420.42,317.3910129
mid-cap,08/08/2020,,0
mid-cap,09/08/2020,,0
mid-cap,10/08/2020,1425.25,318.4702701
mid-cap,11/08/2020,1431.56,319.8802315
mid-cap,12/08/2020,1442.28,322.2756016
mid-cap,13/08/2020,1444.12,322.6867473
mid-cap,14/08/2020,1439.42,321.6365383
mid-cap,15/08/2020,,0
mid-cap,16/08/2020,,0
mid-cap,17/08/2020,1444.56,322.7850647
mid-cap,18/08/2020,1444.19,322.7023887
mid-cap,19/08/2020,1438.98,321.5382209
mid-cap,20/08/2020,1428.59,319.2165888
mid-cap,21/08/2020,1426.31,318.7071258
mid-cap,22/08/2020,,0
mid-cap,23/08/2020,,0
mid-cap,24/08/2020,1441.45,322.0901392
mid-cap,25/08/2020,1443.18,322.4767055
mid-cap,26/08/2020,1450,324.0006257
mid-cap,27/08/2020,1446.07,323.1224722
mid-cap,28/08/2020,1455.25,325.1737314
mid-cap,29/08/2020,,0
mid-cap,30/08/2020,,0
mid-cap,31/08/2020,1452.23,324.4989163
mid-cap,01/09/2020,1458.75,325.9558018
mid-cap,02/09/2020,1474.23,329.4147878
mid-cap,03/09/2020,1442.06,322.2264429
mid-cap,04/09/2020,1424.11,318.2155386
mid-cap,05/09/2020,,0
mid-cap,06/09/2020,,0
mid-cap,07/09/2020,1431.26,319.8131969
mid-cap,08/09/2020,1409.96,315.0537394
mid-cap,09/09/2020,1426.09,318.6579671
mid-cap,10/09/2020,1416.86,316.5955355
mid-cap,11/09/2020,1416.79,316.5798941
mid-cap,12/09/2020,,0
mid-cap,13/09/2020,,0
mid-cap,14/09/2020,1436.98,321.0913235
mid-cap,15/09/2020,1441.02,321.9940563
mid-cap,16/09/2020,1448.4,323.6431077
mid-cap,17/09/2020,1439.8,321.7214488
mid-cap,18/09/2020,1433.74,320.3673497
mid-cap,19/09/2020,,0
mid-cap,20/09/2020,,0
mid-cap,21/09/2020,1402,313.2750877
mid-cap,22/09/2020,1406.95,314.3811588
mid-cap,23/09/2020,1389.61,310.5065582
mid-cap,24/09/2020,1381.54,308.7033272
mid-cap,25/09/2020,1396.76,312.1042165
mid-cap,26/09/2020,,0
mid-cap,27/09/2020,,0
mid-cap,28/09/2020,1423.94,318.1775523
mid-cap,29/09/2020,1421.06,317.5340201
mid-cap,30/09/2020,1421.17,317.5585994
mid-cap,01/10/2020,1431.43,319.8511832
mid-cap,02/10/2020,1432.26,320.0366456
mid-cap,03/10/2020,,0
mid-cap,04/10/2020,,0
mid-cap,05/10/2020,1459.19,326.0541193
mid-cap,06/10/2020,1453.94,324.8810136
mid-cap,07/10/2020,1467.8,327.9780126
mid-cap,08/10/2020,1482.96,331.3654951
mid-cap,09/10/2020,1491.32,333.2335262
mid-cap,10/10/2020,,0
mid-cap,11/10/2020,,0
mid-cap,12/10/2020,1500.26,335.2311577
mid-cap,13/10/2020,1491.41,333.2536366
mid-cap,14/10/2020,1489.52,332.8313186
mid-cap,15/10/2020,1481.56,331.0526669
mid-cap,16/10/2020,1481.65,331.0727772
mid-cap,17/10/2020,,0
mid-cap,18/10/2020,,0
mid-cap,19/10/2020,1475.92,329.7924162
mid-cap,20/10/2020,1478.66,330.4046656
mid-cap,21/10/2020,1476.57,329.9376578
mid-cap,22/10/2020,1480.05,330.7152593
mid-cap,23/10/2020,1489.31,332.7843943
mid-cap,24/10/2020,,0
mid-cap,25/10/2020,,0
mid-cap,26/10/2020,1461.13,326.4876098
mid-cap,27/10/2020,1452.7,324.6039372
mid-cap,28/10/2020,1414.36,316.0369137
mid-cap,29/10/2020,1415.9,316.3810247
mid-cap,30/10/2020,1405.48,314.0526892
mid-cap,31/10/2020,,0
mid-cap,01/11/2020,,0
mid-cap,02/11/2020,1428.68,319.2366992
mid-cap,03/11/2020,1459.76,326.181485
mid-cap,04/11/2020,1476.66,329.9577682
mid-cap,05/11/2020,1509.85,337.3740308
mid-cap,06/11/2020,1513.34,338.1538668
mid-cap,07/11/2020,,0
mid-cap,08/11/2020,,0
mid-cap,09/11/2020,1536.37,343.2998905
mid-cap,10/11/2020,1542.48,344.6651621
mid-cap,11/11/2020,1551.76,346.7387661
mid-cap,12/11/2020,1541.19,344.3769133
mid-cap,13/11/2020,1555.54,347.5834022
mid-cap,14/11/2020,,0
mid-cap,15/11/2020,,0
mid-cap,16/11/2020,1581.51,353.3863652
mid-cap,17/11/2020,1582.81,353.6768485
mid-cap,18/11/2020,1573.91,351.688155
mid-cap,19/11/2020,1578.33,352.6757983
mid-cap,20/11/2020,1580.22,353.0981163
mid-cap,21/11/2020,,0
mid-cap,22/11/2020,,0
mid-cap,23/11/2020,1586.44,354.4879673
mid-cap,24/11/2020,1606.03,358.8653275
mid-cap,25/11/2020,1607,359.0820727
mid-cap,26/11/2020,1607.69,359.2362523
mid-cap,27/11/2020,1616.06,361.106518
mid-cap,28/11/2020,,0
mid-cap,29/11/2020,,0
mid-cap,30/11/2020,1605.36,358.7156168
mid-cap,01/12/2020,1618.89,361.7388778
mid-cap,02/12/2020,1616.35,361.1713181
mid-cap,03/12/2020,1628.88,363.9711304
mid-cap,04/12/2020,1642.81,367.0837709
mid-cap,05/12/2020,,0
mid-cap,06/12/2020,,0
mid-cap,07/12/2020,1638.86,366.2011485
mid-cap,08/12/2020,1645.76,367.7429446
mid-cap,09/12/2020,1640.52,366.5720734
mid-cap,10/12/2020,1642.33,366.9765155
mid-cap,11/12/2020,1638.94,366.2190244
mid-cap,12/12/2020,,0
mid-cap,13/12/2020,,0
mid-cap,14/12/2020,1639.48,366.3396867
mid-cap,15/12/2020,1656.02,370.0355283
mid-cap,16/12/2020,1661.77,371.3203584
mid-cap,17/12/2020,1677.67,374.8731929
mid-cap,18/12/2020,1674.02,374.0576051
mid-cap,19/12/2020,,0
mid-cap,20/12/2020,,0
mid-cap,21/12/2020,1660.28,370.9874198
mid-cap,22/12/2020,1662.12,371.3985655
mid-cap,23/12/2020,1671.95,373.5950663
mid-cap,24/12/2020,1675.06,374.2899917
mid-cap,25/12/2020,1675.74,374.4419369
mid-cap,26/12/2020,,0
mid-cap,27/12/2020,,0
mid-cap,28/12/2020,1674.08,374.071012
mid-cap,29/12/2020,1676.56,374.6251648
mid-cap,30/12/2020,1684.89,376.4864925
mid-cap,31/12/2020,1684.19,376.3300784
mid-cap,01/01/2021,1684.19,376.3300784
mid-cap,02/01/2021,,0
mid-cap,03/01/2021,,0
mid-cap,04/01/2021,1672.39,373.6933837
mid-cap,05/01/2021,1684.59,376.4194579
mid-cap,06/01/2021,1705.23,381.0314392
mid-cap,07/01/2021,1726.07,385.6881103
mid-cap,08/01/2021,1735.95,387.8957835
mid-cap,09/01/2021,,0
mid-cap,10/01/2021,,0
mid-cap,11/01/2021,1725.35,385.5272272
mid-cap,12/01/2021,1735.76,387.8533283
mid-cap,13/01/2021,1735.2,387.728197
mid-cap,14/01/2021,1741.51,389.1381583
mid-cap,15/01/2021,1722.63,384.9194467
mid-cap,16/01/2021,,0
mid-cap,17/01/2021,,0
mid-cap,18/01/2021,1722.59,384.9105088
mid-cap,19/01/2021,1733.37,387.3192859
mid-cap,20/01/2021,1745.37,390.0006703
mid-cap,21/01/2021,1744.2,389.7392354
mid-cap,22/01/2021,1737.44,388.2287221
mid-cap,23/01/2021,,0
mid-cap,24/01/2021,,0
mid-cap,25/01/2021,1730.47,386.6712846
mid-cap,26/01/2021,1720.05,384.3429491
mid-cap,27/01/2021,1688,377.181418
mid-cap,28/01/2021,1700.75,380.030389
mid-cap,29/01/2021,1676.27,374.5603647
mid-cap,30/01/2021,,0
mid-cap,31/01/2021,,0
mid-cap,01/02/2021,1700.16,379.8985543
mid-cap,02/02/2021,1721.45,384.6557773
mid-cap,03/02/2021,1727.56,386.0210489
mid-cap,04/02/2021,1738.94,388.5638952
mid-cap,05/02/2021,1753.49,391.8150738
mid-cap,06/02/2021,,0
mid-cap,07/02/2021,,0
mid-cap,08/02/2021,1772.14,395.9823922
mid-cap,09/02/2021,1776.23,396.8962975
mid-cap,10/02/2021,1779.98,397.7342301
mid-cap,11/02/2021,1786.95,399.2916676
mid-cap,12/02/2021,1795.15,401.123947
mid-cap,13/02/2021,,0
mid-cap,14/02/2021,,0
mid-cap,15/02/2021,1802.96,402.8690814
mid-cap,16/02/2021,1800.07,402.2233146
mid-cap,17/02/2021,1785.51,398.9699015
mid-cap,18/02/2021,1773.7,396.3309722
mid-cap,19/02/2021,1792.94,400.6301254
mid-cap,20/02/2021,,0
mid-cap,21/02/2021,,0
mid-cap,22/02/2021,1779.16,397.5510022
mid-cap,23/02/2021,1776.62,396.9834425
mid-cap,24/02/2021,1784.9,398.8335977
mid-cap,25/02/2021,1758.16,392.8585793
mid-cap,26/02/2021,1737.5,388.242129
mid-cap,27/02/2021,,0
mid-cap,28/02/2021,,0
mid-cap,01/03/2021,1773.25,396.2304203
mid-cap,02/03/2021,1764.35,394.2417268
mid-cap,03/03/2021,1748.37,390.6710165
mid-cap,04/03/2021,1717.24,383.7150582
mid-cap,05/03/2021,1725.96,385.6635309
mid-cap,06/03/2021,,0
mid-cap,07/03/2021,,0
mid-cap,08/03/2021,1729.3,386.4098496
mid-cap,09/03/2021,1750.18,391.0754586
mid-cap,10/03/2021,1759.91,393.2496146
mid-cap,11/03/2021,1786.84,399.2670882
mid-cap,12/03/2021,1790.78,400.1474761
mid-cap,13/03/2021,,0
mid-cap,14/03/2021,,0
mid-cap,15/03/2021,1804.05,403.1126405
mid-cap,16/03/2021,1797.9,401.7384309
mid-cap,17/03/2021,1799.06,401.9976314
mid-cap,18/03/2021,1786.12,399.1062052
mid-cap,19/03/2021,1786.12,399.1062052
mid-cap,20/03/2021,,0
mid-cap,21/03/2021,,0
mid-cap,22/03/2021,1790.58,400.1027864
mid-cap,23/03/2021,1765.99,394.6081827
mid-cap,24/03/2021,1748,390.5883404
mid-cap,25/03/2021,1755.88,392.3491163
mid-cap,26/03/2021,1779.64,397.6582575
mid-cap,27/03/2021,,0
mid-cap,28/03/2021,,0
mid-cap,29/03/2021,1766.56,394.7355485
mid-cap,30/03/2021,1770.06,395.5176189
mid-cap,31/03/2021,1773.33,396.2482962
mid-cap,01/04/2021,1795.76,401.2602507
mid-cap,02/04/2021,1796.88,401.5105133
mid-cap,03/04/2021,,0
mid-cap,04/04/2021,,0
mid-cap,05/04/2021,1808.35,404.0734699
mid-cap,06/04/2021,1815.29,405.624204
mid-cap,07/04/2021,1813.76,405.2823274
mid-cap,08/04/2021,1821.89,407.0989654
mid-cap,09/04/2021,1828.25,408.5200992
mid-cap,10/04/2021,,0
mid-cap,11/04/2021,,0
mid-cap,12/04/2021,1825.68,407.945836
mid-cap,13/04/2021,1831.23,409.1859764
mid-cap,14/04/2021,1834.6,409.9389985
mid-cap,15/04/2021,1848.74,413.0985632
mid-cap,16/04/2021,1854.61,414.4102071
mid-cap,17/04/2021,,0
mid-cap,18/04/2021,,0
mid-cap,19/04/2021,1850.22,413.4292673
mid-cap,20/04/2021,1829.74,408.8530378
mid-cap,21/04/2021,1840.37,411.2282975
mid-cap,22/04/2021,1843.7,411.9723817
mid-cap,23/04/2021,1859.96,415.6056577
mid-cap,24/04/2021,,0
mid-cap,25/04/2021,,0
mid-cap,26/04/2021,1873.32,418.5909325
mid-cap,27/04/2021,1870.59,417.9809175
mid-cap,28/04/2021,1866.72,417.116171
mid-cap,29/04/2021,1869.45,417.726186
mid-cap,30/04/2021,1851.51,413.7175161
mid-cap,01/05/2021,,0
mid-cap,02/05/2021,,0
mid-cap,03/05/2021,,0
mid-cap,04/05/2021,1855.81,414.6783456
mid-cap,05/05/2021,1841.04,411.3780082
mid-cap,06/05/2021,1849,413.1566599
mid-cap,07/05/2021,1850.81,413.561102
mid-cap,08/05/2021,1874.61,418.8791813
mid-cap,09/05/2021,,0
mid-cap,10/05/2021,,0
mid-cap,11/05/2021,1867.45,417.2792885
mid-cap,12/05/2021,1843.93,412.0237749
mid-cap,13/05/2021,1804.42,403.1953165
mid-cap,14/05/2021,1811.22,404.7147677
mid-cap,15/05/2021,1843.72,411.9768507
mid-cap,16/05/2021,,0
mid-cap,17/05/2021,,0
mid-cap,18/05/2021,1841.58,411.4986705
mid-cap,19/05/2021,1844.33,412.1131544
mid-cap,20/05/2021,1828.69,408.6184166
mid-cap,21/05/2021,1847.89,412.9086318
mid-cap,22/05/2021,1848.87,413.1276116
mid-cap,23/05/2021,,0
mid-cap,24/05/2021,,0
mid-cap,25/05/2021,1861.45,415.9385963
mid-cap,26/05/2021,1860.25,415.6704578
mid-cap,27/05/2021,1866.36,417.0357294
mid-cap,28/05/2021,1872.35,418.3741872
mid-cap,29/05/2021,1878.41,419.7282864
mid-cap,30/05/2021,,0
mid-cap,31/05/2021,1876.79,419.3662995
mid-cap,01/06/2021,1886.13,421.4533104
mid-cap,02/06/2021,1887.35,421.7259178
mid-cap,03/06/2021,1877.35,419.4914307
mid-cap,04/06/2021,1889.89,422.2934775
mid-cap,05/06/2021,,0
mid-cap,06/06/2021,,0
mid-cap,07/06/2021,1893.97,423.2051483
mid-cap,08/06/2021,1900.01,424.5547785
mid-cap,09/06/2021,1891.88,422.7381405
mid-cap,10/06/2021,1892.93,422.9727616
mid-cap,11/06/2021,1898.33,424.1793846
mid-cap,12/06/2021,,0
mid-cap,13/06/2021,,0
mid-cap,14/06/2021,1897.61,424.0185016
mid-cap,15/06/2021,1895.13,423.4643488
mid-cap,16/06/2021,1892.3,422.8319889
mid-cap,17/06/2021,1872.79,418.4725046
mid-cap,18/06/2021,1846.1,412.5086586
mid-cap,19/06/2021,,0
mid-cap,20/06/2021,,0
mid-cap,21/06/2021,1865.58,416.8614395
mid-cap,22/06/2021,1877.53,419.5316515
mid-cap,23/06/2021,1876.82,419.3730029
mid-cap,24/06/2021,1886.46,421.5270485
mid-cap,25/06/2021,1897.91,424.0855362
mid-cap,26/06/2021,,0
mid-cap,27/06/2021,,0
mid-cap,28/06/2021,1891.87,422.735906
mid-cap,29/06/2021,1889.03,422.1013116
mid-cap,30/06/2021,1880.8,420.2623288
mid-cap,01/07/2021,,0
mid-cap,02/07/2021,1888.25,421.9270217
mid-cap,03/07/2021,1894.09,423.2319621
mid-cap,04/07/2021,,0
mid-cap,05/07/2021,,0
mid-cap,06/07/2021,1897.94,424.0922396
mid-cap,07/07/2021,1889.45,422.1951601
mid-cap,08/07/2021,1891.33,422.6152437
mid-cap,09/07/2021,1870.65,417.9943244
mid-cap,10/07/2021,1893.85,423.1783344
mid-cap,11/07/2021,,0
mid-cap,12/07/2021,,0
mid-cap,13/07/2021,1902.32,425.070945
mid-cap,14/07/2021,1888.23,421.9225527
mid-cap,15/07/2021,1881.36,420.3874601
mid-cap,16/07/2021,1870.87,418.0434831
mid-cap,17/07/2021,1859.39,415.478292
mid-cap,18/07/2021,,0
mid-cap,19/07/2021,,0
mid-cap,20/07/2021,1829.07,408.7033272
mid-cap,21/07/2021,1851.13,413.6326056
mid-cap,22/07/2021,1874.29,418.8076777
mid-cap,23/07/2021,1878.92,419.8422452
mid-cap,24/07/2021,1890.24,422.3716846
mid-cap,25/07/2021,,0
mid-cap,26/07/2021,,0
mid-cap,27/07/2021,1895.27,423.4956316
mid-cap,28/07/2021,1891.45,422.6420575
mid-cap,29/07/2021,1895.25,423.4911626
mid-cap,30/07/2021,1911.34,427.0864523
mid-cap,31/07/2021,1900.26,424.6106406
mid-cap,01/08/2021,,0
mid-cap,02/08/2021,1908.91,426.5434719
mid-cap,03/08/2021,1914.34,427.7567984
mid-cap,04/08/2021,1909.54,426.6842446
mid-cap,05/08/2021,1921.99,429.466181
mid-cap,06/08/2021,1916.62,428.2662615
mid-cap,07/08/2021,,0
mid-cap,08/08/2021,,0
mid-cap,09/08/2021,1914.1,427.7031707
mid-cap,10/08/2021,1919.13,428.8271177
mid-cap,11/08/2021,1930.35,431.3342122
mid-cap,12/08/2021,1931.11,431.5040332
mid-cap,13/08/2021,1934.13,432.1788483
mid-cap,14/08/2021,,0
mid-cap,15/08/2021,,0
mid-cap,16/08/2021,1925.36,430.2192032
mid-cap,17/08/2021,1907.52,426.2328782
mid-cap,18/08/2021,1899.6,424.4631645
mid-cap,19/08/2021,1883.44,420.8522334
mid-cap,20/08/2021,1893.65,423.1336447
mid-cap,21/08/2021,,0
mid-cap,22/08/2021,,0
mid-cap,23/08/2021,1915.14,427.9355574
mid-cap,24/08/2021,1930.13,431.2850535
mid-cap,25/08/2021,1937.56,432.9452774
mid-cap,26/08/2021,1927.43,430.681742
mid-cap,27/08/2021,1945.23,434.659129
mid-cap,28/08/2021,,0
mid-cap,29/08/2021,,0
mid-cap,30/08/2021,1948.25,435.3339441
mid-cap,31/08/2021,1946.09,434.8512949
mid-cap,01/09/2021,1956.4,437.1550511
mid-cap,02/09/2021,1968.76,439.9168771
mid-cap,03/09/2021,1968.85,439.9369875
mid-cap,04/09/2021,,0
mid-cap,05/09/2021,,0
mid-cap,06/09/2021,1972.51,440.7548097
mid-cap,07/09/2021,1960.62,438.0980046
mid-cap,08/09/2021,1951.68,436.1003732
mid-cap,09/09/2021,1948.66,435.4255581
mid-cap,10/09/2021,1943.47,434.2658593
mid-cap,11/09/2021,,0
mid-cap,12/09/2021,,0
mid-cap,13/09/2021,1943.29,434.2256385
mid-cap,14/09/2021,1938.71,433.2022434
mid-cap,15/09/2021,1942.82,434.1206176
mid-cap,16/09/2021,1942.22,433.9865484
mid-cap,17/09/2021,1927.32,430.6571626
mid-cap,18/09/2021,,0
mid-cap,19/09/2021,,0
mid-cap,20/09/2021,1896.64,423.8017563
mid-cap,21/09/2021,1896.78,423.8330391
mid-cap,22/09/2021,1913.17,427.4953634
mid-cap,23/09/2021,1934.45,432.2503519
mid-cap,24/09/2021,1929.16,431.0683083
mid-cap,25/09/2021,,0
mid-cap,26/09/2021,,0
mid-cap,27/09/2021,1925.28,430.2013273
mid-cap,28/09/2021,1887.22,421.6968695
mid-cap,29/09/2021,1879.18,419.9003419
mid-cap,30/09/2021,1866.64,417.0982951
mid-cap,01/10/2021,1874.09,418.762988
mid-cap,02/10/2021,,0
mid-cap,03/10/2021,,0
mid-cap,04/10/2021,1860.69,415.7687753
mid-cap,05/10/2021,1871.26,418.1306281
mid-cap,06/10/2021,1865.04,416.7407772
mid-cap,07/10/2021,1884.76,421.1471857
mid-cap,08/10/2021,1880.23,420.134963
mid-cap,09/10/2021,,0
mid-cap,10/10/2021,,0
mid-cap,11/10/2021,1874.5,418.8546019
mid-cap,12/10/2021,1877.88,419.6098586
mid-cap,13/10/2021,1891.15,422.5750229
mid-cap,14/10/2021,1918.03,428.5813242
mid-cap,15/10/2021,1928.31,430.8783769
mid-cap,16/10/2021,,0
mid-cap,17/10/2021,,0
mid-cap,18/10/2021,1930.73,431.4191227
mid-cap,19/10/2021,1942.71,434.0960383
mid-cap,20/10/2021,1951.55,436.0713248
mid-cap,21/10/2021,1954.45,436.7193261
mid-cap,22/10/2021,1958.47,437.6175899
mid-cap,23/10/2021,,0
mid-cap,24/10/2021,,0
mid-cap,25/10/2021,1961.29,438.2477152
mid-cap,26/10/2021,1959.03,437.7427212
mid-cap,27/10/2021,1940.93,433.6982996
mid-cap,28/10/2021,1960.8,438.1382254
mid-cap,29/10/2021,1951.29,436.0132282
mid-cap,30/10/2021,,0
mid-cap,31/10/2021,,0
mid-cap,01/11/2021,1969.31,440.0397739
mid-cap,02/11/2021,1969.11,439.9950841
mid-cap,03/11/2021,1975.3,441.3782316
mid-cap,04/11/2021,1979.16,442.2407436
mid-cap,05/11/2021,1983.24,443.1524144
mid-cap,06/11/2021,,0
mid-cap,07/11/2021,,0
mid-cap,08/11/2021,1993.22,445.3824325
mid-cap,09/11/2021,1991.89,445.0852457
mid-cap,10/11/2021,1971.94,440.627444
mid-cap,11/11/2021,1978.48,442.0887985
mid-cap,12/11/2021,1992.75,445.2774116
mid-cap,13/11/2021,,0
mid-cap,14/11/2021,,0
mid-cap,15/11/2021,1992.79,445.2863495
mid-cap,16/11/2021,1993.12,445.3600876
mid-cap,17/11/2021,1983.59,443.2306214
mid-cap,18/11/2021,1977.37,441.8407705
mid-cap,19/11/2021,1970.37,440.2766295
mid-cap,20/11/2021,,0
mid-cap,21/11/2021,,0
mid-cap,22/11/2021,1957.38,437.3740308
mid-cap,23/11/2021,1950.07,435.7406207
mid-cap,24/11/2021,1950.91,435.9283177
mid-cap,25/11/2021,1955.05,436.8533953
mid-cap,26/11/2021,1913.42,427.5512256
mid-cap,27/11/2021,,0
mid-cap,28/11/2021,,0
mid-cap,29/11/2021,1920.15,429.0550354
mid-cap,30/11/2021,1881.9,420.5081224
mid-cap,01/12/2021,1868.59,417.5340201
mid-cap,02/12/2021,1889.38,422.1795187
mid-cap,03/12/2021,1873.2,418.5641186
mid-cap,04/12/2021,,0
mid-cap,05/12/2021,,0
mid-cap,06/12/2021,1889.62,422.2331464
mid-cap,07/12/2021,1931.88,431.6760888
mid-cap,08/12/2021,1942.64,434.0803968
mid-cap,09/12/2021,1922.21,429.5153398
mid-cap,10/12/2021,1920.97,429.2382634
mid-cap,11/12/2021,,0
mid-cap,12/12/2021,,0
mid-cap,13/12/2021,1907.54,426.2373472
mid-cap,14/12/2021,1889.83,422.2800706
mid-cap,15/12/2021,1904.25,425.502201
mid-cap,16/12/2021,1903.02,425.2273591
mid-cap,17/12/2021,1895.08,423.4531763
mid-cap,18/12/2021,,0
mid-cap,19/12/2021,,0
mid-cap,20/12/2021,1866.89,417.1541573
mid-cap,21/12/2021,1903.65,425.3681317
mid-cap,22/12/2021,1919.29,428.8628695
mid-cap,23/12/2021,1933.21,431.9732755
mid-cap,24/12/2021,1934.65,432.2950417
mid-cap,25/12/2021,,0
mid-cap,26/12/2021,,0
mid-cap,27/12/2021,1949.55,435.6244274
mid-cap,28/12/2021,1952.22,436.2210355
mid-cap,29/12/2021,1958.11,437.5371483
mid-cap,30/12/2021,1955.6,436.9762921
mid-cap,31/12/2021,1955.57,436.9695886
cons_disc,22/01/2020,282.69,63.16671508
cons_disc,23/01/2020,281.6,62.92315599
cons_disc,24/01/2020,279.25,62.39805153
cons_disc,25/01/2020,,0
cons_disc,26/01/2020,,0
cons_disc,27/01/2020,274.13,61.25399415
cons_disc,28/01/2020,276.14,61.70312605
cons_disc,29/01/2020,276.12,61.69865707
cons_disc,30/01/2020,275.45,61.54894644
cons_disc,31/01/2020,276.42,61.76569169
cons_disc,01/02/2020,,0
cons_disc,02/02/2020,,0
cons_disc,03/02/2020,278.03,62.1254441
cons_disc,04/02/2020,282.95,63.22481174
cons_disc,05/02/2020,283.13,63.26503251
cons_disc,06/02/2020,283.95,63.44826045
cons_disc,07/02/2020,282.34,63.08850803
cons_disc,08/02/2020,,0
cons_disc,09/02/2020,,0
cons_disc,10/02/2020,284.07,63.4750743
cons_disc,11/02/2020,285.83,63.86834402
cons_disc,12/02/2020,288.88,64.54986258
cons_disc,13/02/2020,288.39,64.44037271
