sector,date,value
small-cap,22/01/2020,447.53
small-cap,23/01/2020,445.99
small-cap,24/01/2020,443.27
small-cap,25/01/2020,
small-cap,26/01/2020,
small-cap,27/01/2020,436.79
small-cap,28/01/2020,438.67
small-cap,29/01/2020,438.16
small-cap,30/01/2020,436.39
small-cap,31/01/2020,431.78
small-cap,01/02/2020,
small-cap,02/02/2020,
small-cap,03/02/2020,432.91
small-cap,04/02/2020,438.41
small-cap,05/02/2020,443.07
small-cap,06/02/2020,443.1
small-cap,07/02/2020,439.22
small-cap,08/02/2020,
small-cap,09/02/2020,
small-cap,10/02/2020,440.26
small-cap,11/02/2020,443.25
small-cap,12/02/2020,446.04
small-cap,13/02/2020,446.45
small-cap,14/02/2020,446.12
small-cap,15/02/2020,
small-cap,16/02/2020,
small-cap,17/02/2020,445.52
small-cap,18/02/2020,443.53
small-cap,19/02/2020,445.23
small-cap,20/02/2020,444.81
small-cap,21/02/2020,441.92
small-cap,22/02/2020,
small-cap,23/02/2020,
small-cap,24/02/2020,429.98
small-cap,25/02/2020,417.85
small-cap,26/02/2020,412.97
small-cap,27/02/2020,399.98
small-cap,28/02/2020,391.74
small-cap,29/02/2020,
small-cap,01/03/2020,
small-cap,02/03/2020,400.12
small-cap,03/03/2020,397.38
small-cap,04/03/2020,404.15
small-cap,05/03/2020,395.28
small-cap,06/03/2020,386.74
small-cap,07/03/2020,
small-cap,08/03/2020,
small-cap,09/03/2020,356.05
small-cap,10/03/2020,361.58
small-cap,11/03/2020,344.07
small-cap,12/03/2020,307.69
small-cap,13/03/2020,318.08
small-cap,14/03/2020,
small-cap,15/03/2020,
small-cap,16/03/2020,284.54
small-cap,17/03/2020,291.37
small-cap,18/03/2020,267.94
small-cap,19/03/2020,275.72
small-cap,20/03/2020,271.29
small-cap,21/03/2020,
small-cap,22/03/2020,
small-cap,23/03/2020,264.92
small-cap,24/03/2020,287.91
small-cap,25/03/2020,297.81
small-cap,26/03/2020,312.33
small-cap,27/03/2020,306.1
small-cap,28/03/2020,
small-cap,29/03/2020,
small-cap,30/03/2020,309.38
small-cap,31/03/2020,309.43
small-cap,01/04/2020,294.99
small-cap,02/04/2020,294.98
small-cap,03/04/2020,
small-cap,04/04/2020,
small-cap,05/04/2020,287.74
small-cap,06/04/2020,305.06
small-cap,07/04/2020,310.81
small-cap,08/04/2020,320.91
small-cap,09/04/2020,331.42
small-cap,10/04/2020,331.96
small-cap,11/04/2020,
small-cap,12/04/2020,
small-cap,13/04/2020,
small-cap,14/04/2020,
small-cap,15/04/2020,
small-cap,16/04/2020,
small-cap,17/04/2020,
small-cap,18/04/2020,
small-cap,19/04/2020,
small-cap,20/04/2020,328.82
small-cap,21/04/2020,320.32
small-cap,22/04/2020,323.66
small-cap,23/04/2020,328.42
small-cap,24/04/2020,330.28
small-cap,25/04/2020,
small-cap,26/04/2020,
small-cap,27/04/2020,340.5
small-cap,28/04/2020,344.55
small-cap,29/04/2020,356.42
small-cap,30/04/2020,350.66
small-cap,01/05/2020,341.23
small-cap,02/05/2020,
small-cap,03/05/2020,
small-cap,04/05/2020,339.2
small-cap,05/05/2020,342.32
small-cap,06/05/2020,340.91
small-cap,07/05/2020,345.19
small-cap,08/05/2020,354.74
small-cap,09/05/2020,
small-cap,10/05/2020,
small-cap,11/05/2020,353.2
small-cap,12/05/2020,345.81
small-cap,13/05/2020,336.88
small-cap,14/05/2020,334.94
small-cap,15/05/2020,338.52
small-cap,16/05/2020,
small-cap,17/05/2020,
small-cap,18/05/2020,353.17
small-cap,19/05/2020,352.38
small-cap,20/05/2020,359.36
small-cap,21/05/2020,358.93
small-cap,22/05/2020,359.19
small-cap,23/05/2020,
small-cap,24/05/2020,
small-cap,25/05/2020,361.63
small-cap,26/05/2020,371.12
small-cap,27/05/2020,376.62
small-cap,28/05/2020,375.36
small-cap,29/05/2020,374.95
small-cap,30/05/2020,
small-cap,31/05/2020,
small-cap,01/06/2020,379.88
small-cap,02/06/2020,384.55
small-cap,03/06/2020,393.21
small-cap,04/06/2020,394.39
small-cap,05/06/2020,404.18
small-cap,06/06/2020,
small-cap,07/06/2020,
small-cap,08/06/2020,410.75
small-cap,09/06/2020,404.51
small-cap,10/06/2020,397.63
small-cap,11/06/2020,375.02
small-cap,12/06/2020,378.15
small-cap,13/06/2020,
small-cap,14/06/2020,
small-cap,15/06/2020,381.07
small-cap,16/06/2020,390.68
small-cap,17/06/2020,387.69
small-cap,18/06/2020,387.04
small-cap,19/06/2020,385.4
small-cap,20/06/2020,
small-cap,21/06/2020,
small-cap,22/06/2020,386.9
small-cap,23/06/2020,390.22
small-cap,24/06/2020,379.04
small-cap,25/06/2020,380.55
small-cap,26/06/2020,375.44
small-cap,27/06/2020,
small-cap,28/06/2020,
small-cap,29/06/2020,380.09
small-cap,30/06/2020,384.08
small-cap,01/07/2020,383.25
small-cap,02/07/2020,385.23
small-cap,03/07/2020,385.61
small-cap,04/07/2020,
small-cap,05/07/2020,
small-cap,06/07/2020,390.36
small-cap,07/07/2020,385.56
small-cap,08/07/2020,386.56
small-cap,09/07/2020,381.87
small-cap,10/07/2020,384.86
small-cap,11/07/2020,
small-cap,12/07/2020,
small-cap,13/07/2020,383.69
small-cap,14/07/2020,385.79
small-cap,15/07/2020,396.2
small-cap,16/07/2020,393.86
small-cap,17/07/2020,394.78
small-cap,18/07/2020,
small-cap,19/07/2020,
small-cap,20/07/2020,395.59
small-cap,21/07/2020,400.47
small-cap,22/07/2020,401.62
small-cap,23/07/2020,401.72
small-cap,24/07/2020,398.02
small-cap,25/07/2020,
small-cap,26/07/2020,
small-cap,27/07/2020,402.16
small-cap,28/07/2020,399.89
small-cap,29/07/2020,404.57
small-cap,30/07/2020,401.85
small-cap,31/07/2020,398.85
small-cap,01/08/2020,
small-cap,02/08/2020,
small-cap,03/08/2020,403.68
small-cap,04/08/2020,407.22
small-cap,05/08/2020,414.01
small-cap,06/08/2020,412.91
small-cap,07/08/2020,414.42
small-cap,08/08/2020,
small-cap,09/08/2020,
small-cap,10/08/2020,416.19
small-cap,11/08/2020,416.87
small-cap,12/08/2020,419.08
small-cap,13/08/2020,419.78
small-cap,14/08/2020,418.62
small-cap,15/08/2020,
small-cap,16/08/2020,
small-cap,17/08/2020,420.27
small-cap,18/08/2020,418.68
small-cap,19/08/2020,418.32
small-cap,20/08/2020,415.62
small-cap,21/08/2020,414.19
small-cap,22/08/2020,
small-cap,23/08/2020,
small-cap,24/08/2020,418.63
small-cap,25/08/2020,419.08
small-cap,26/08/2020,419.63
small-cap,27/08/2020,419.54
small-cap,28/08/2020,422.71
small-cap,29/08/2020,
small-cap,30/08/2020,
small-cap,31/08/2020,421.12
small-cap,01/09/2020,422.92
small-cap,02/09/2020,425.54
small-cap,03/09/2020,416.12
small-cap,04/09/2020,412.4
small-cap,05/09/2020,
small-cap,06/09/2020,
small-cap,07/09/2020,414.18
small-cap,08/09/2020,408.2
small-cap,09/09/2020,411.78
small-cap,10/09/2020,409.23
small-cap,11/09/2020,407.92
small-cap,12/09/2020,
small-cap,13/09/2020,
small-cap,14/09/2020,416.15
small-cap,15/09/2020,417.04
small-cap,16/09/2020,420.33
small-cap,17/09/2020,418.36
small-cap,18/09/2020,417.18
small-cap,19/09/2020,
small-cap,20/09/2020,
small-cap,21/09/2020,405.79
small-cap,22/09/2020,407.31
small-cap,23/09/2020,400.75
small-cap,24/09/2020,398.24
small-cap,25/09/2020,402.61
small-cap,26/09/2020,
small-cap,27/09/2020,
small-cap,28/09/2020,411.47
small-cap,29/09/2020,410.6
small-cap,30/09/2020,411.33
small-cap,01/10/2020,415.59
small-cap,02/10/2020,416.09
small-cap,03/10/2020,
small-cap,04/10/2020,
small-cap,05/10/2020,425.3
small-cap,06/10/2020,425.1
small-cap,07/10/2020,429.33
small-cap,08/10/2020,434
small-cap,09/10/2020,437.13
small-cap,10/10/2020,
small-cap,11/10/2020,
small-cap,12/10/2020,439.55
small-cap,13/10/2020,436.21
small-cap,14/10/2020,435.22
small-cap,15/10/2020,434.24
small-cap,16/10/2020,433.52
small-cap,17/10/2020,
small-cap,18/10/2020,
small-cap,19/10/2020,431.91
small-cap,20/10/2020,432.16
small-cap,21/10/2020,430.83
small-cap,22/10/2020,433.26
small-cap,23/10/2020,435.22
small-cap,24/10/2020,
small-cap,25/10/2020,
small-cap,26/10/2020,427.17
small-cap,27/10/2020,424.04
small-cap,28/10/2020,412.92
small-cap,29/10/2020,414.3
small-cap,30/10/2020,411.06
small-cap,31/10/2020,
small-cap,01/11/2020,
small-cap,02/11/2020,416.43
small-cap,03/11/2020,426.18
small-cap,04/11/2020,429.71
small-cap,05/11/2020,440.38
small-cap,06/11/2020,439.13
small-cap,07/11/2020,
small-cap,08/11/2020,
small-cap,09/11/2020,449.88
small-cap,10/11/2020,453.57
small-cap,11/11/2020,455.09
small-cap,12/11/2020,450.83
small-cap,13/11/2020,456.01
small-cap,14/11/2020,
small-cap,15/11/2020,
small-cap,16/11/2020,465.1
small-cap,17/11/2020,466.28
small-cap,18/11/2020,463.76
small-cap,19/11/2020,465
small-cap,20/11/2020,466.74
small-cap,21/11/2020,
small-cap,22/11/2020,
small-cap,23/11/2020,471.52
small-cap,24/11/2020,478.44
small-cap,25/11/2020,477.34
small-cap,26/11/2020,477.75
small-cap,27/11/2020,480.98
small-cap,28/11/2020,
small-cap,29/11/2020,
small-cap,30/11/2020,473.87
small-cap,01/12/2020,479.16
small-cap,02/12/2020,479.44
small-cap,03/12/2020,483.94
small-cap,04/12/2020,490.54
small-cap,05/12/2020,
small-cap,06/12/2020,
small-cap,07/12/2020,488.46
small-cap,08/12/2020,491.05
small-cap,09/12/2020,490.48
small-cap,10/12/2020,492.09
small-cap,11/12/2020,490.18
small-cap,12/12/2020,
small-cap,13/12/2020,
small-cap,14/12/2020,491.08
small-cap,15/12/2020,498.58
small-cap,16/12/2020,499.4
small-cap,17/12/2020,505.04
small-cap,18/12/2020,502.85
small-cap,19/12/2020,
small-cap,20/12/2020,
small-cap,21/12/2020,500.04
small-cap,22/12/2020,501.47
small-cap,23/12/2020,507.09
small-cap,24/12/2020,508.05
small-cap,25/12/2020,508.36
small-cap,26/12/2020,
small-cap,27/12/2020,
small-cap,28/12/2020,507.54
small-cap,29/12/2020,505.99
small-cap,30/12/2020,509.49
small-cap,31/12/2020,508.26
small-cap,01/01/2021,508.26
small-cap,02/01/2021,
small-cap,03/01/2021,
small-cap,04/01/2021,504.55
small-cap,05/01/2021,510.18
small-cap,06/01/2021,521.57
small-cap,07/01/2021,528.26
small-cap,08/01/2021,529.16
small-cap,09/01/2021,
small-cap,10/01/2021,
small-cap,11/01/2021,526.42
small-cap,12/01/2021,532.6
small-cap,13/01/2021,531.1
small-cap,14/01/2021,537.31
small-cap,15/01/2021,530.06
small-cap,16/01/2021,
small-cap,17/01/2021,
small-cap,18/01/2021,530.48
small-cap,19/01/2021,534.78
small-cap,20/01/2021,538.53
small-cap,21/01/2021,537.16
small-cap,22/01/2021,537.81
small-cap,23/01/2021,
small-cap,24/01/2021,
small-cap,25/01/2021,535.28
small-cap,26/01/2021,534.03
small-cap,27/01/2021,524.5
small-cap,28/01/2021,525.69
small-cap,29/01/2021,518.58
small-cap,30/01/2021,
small-cap,31/01/2021,
small-cap,01/02/2021,527.07
small-cap,02/02/2021,532.89
small-cap,03/02/2021,535.95
small-cap,04/02/2021,540.97
small-cap,05/02/2021,547.12
small-cap,06/02/2021,
small-cap,07/02/2021,
small-cap,08/02/2021,556.66
small-cap,09/02/2021,558.34
small-cap,10/02/2021,557.5
small-cap,11/02/2021,558.69
small-cap,12/02/2021,560.01
small-cap,13/02/2021,
small-cap,14/02/2021,
small-cap,15/02/2021,562.37
small-cap,16/02/2021,560.97
small-cap,17/02/2021,555.59
small-cap,18/02/2021,548.28
small-cap,19/02/2021,556.32
small-cap,20/02/2021,
small-cap,21/02/2021,
small-cap,22/02/2021,555.52
small-cap,23/02/2021,553.69
small-cap,24/02/2021,560.33
small-cap,25/02/2021,550.01
small-cap,26/02/2021,544.06
small-cap,27/02/2021,
small-cap,28/02/2021,
small-cap,01/03/2021,557.04
small-cap,02/03/2021,551.33
small-cap,03/03/2021,548.84
small-cap,04/03/2021,538.35
small-cap,05/03/2021,542.36
small-cap,06/03/2021,
small-cap,07/03/2021,
small-cap,08/03/2021,544.9
small-cap,09/03/2021,552.15
small-cap,10/03/2021,557.18
small-cap,11/03/2021,567.04
small-cap,12/03/2021,569.49
small-cap,13/03/2021,
small-cap,14/03/2021,
small-cap,15/03/2021,573.08
small-cap,16/03/2021,569.65
small-cap,17/03/2021,571.04
small-cap,18/03/2021,563.73
small-cap,19/03/2021,564.88
small-cap,20/03/2021,
small-cap,21/03/2021,
small-cap,22/03/2021,562.7
small-cap,23/03/2021,549.39
small-cap,24/03/2021,541.81
small-cap,25/03/2021,548.05
small-cap,26/03/2021,556.88
small-cap,27/03/2021,
small-cap,28/03/2021,
small-cap,29/03/2021,548.37
small-cap,30/03/2021,552.55
small-cap,31/03/2021,554.52
small-cap,01/04/2021,562.01
small-cap,02/04/2021,562.31
small-cap,03/04/2021,
small-cap,04/04/2021,
small-cap,05/04/2021,565.34
small-cap,06/04/2021,566.72
small-cap,07/04/2021,564.24
small-cap,08/04/2021,566.76
small-cap,09/04/2021,567.45
small-cap,10/04/2021,
small-cap,11/04/2021,
small-cap,12/04/2021,566.6
small-cap,13/04/2021,567.18
small-cap,14/04/2021,570.49
small-cap,15/04/2021,573.7
small-cap,16/04/2021,576.24
small-cap,17/04/2021,
small-cap,18/04/2021,
small-cap,19/04/2021,573.59
small-cap,20/04/2021,564.28
small-cap,21/04/2021,569.91
small-cap,22/04/2021,570.71
small-cap,23/04/2021,576.54
small-cap,24/04/2021,
small-cap,25/04/2021,
small-cap,26/04/2021,582.07
small-cap,27/04/2021,581.95
small-cap,28/04/2021,582.28
small-cap,29/04/2021,581.66
small-cap,30/04/2021,575.46
small-cap,01/05/2021,
small-cap,02/05/2021,
small-cap,03/05/2021,
small-cap,04/05/2021,578.39
small-cap,05/05/2021,572.67
small-cap,06/05/2021,573.62
small-cap,07/05/2021,574.25
small-cap,08/05/2021,582.25
small-cap,09/05/2021,
small-cap,10/05/2021,
small-cap,11/05/2021,576.49
small-cap,12/05/2021,570.2
small-cap,13/05/2021,556.08
small-cap,14/05/2021,559.04
small-cap,15/05/2021,569.91
small-cap,16/05/2021,
small-cap,17/05/2021,
small-cap,18/05/2021,570.36
small-cap,19/05/2021,570.56
small-cap,20/05/2021,565.14
small-cap,21/05/2021,568.91
small-cap,22/05/2021,570.01
small-cap,23/05/2021,
small-cap,24/05/2021,
small-cap,25/05/2021,572.9
small-cap,26/05/2021,570.66
small-cap,27/05/2021,575.57
small-cap,28/05/2021,578.24
small-cap,29/05/2021,579.24
small-cap,30/05/2021,
small-cap,31/05/2021,579.44
small-cap,01/06/2021,584.47
small-cap,02/06/2021,584.68
small-cap,03/06/2021,580.83
small-cap,04/06/2021,583.99
small-cap,05/06/2021,
small-cap,06/06/2021,
small-cap,07/06/2021,588.11
small-cap,08/06/2021,592.11
small-cap,09/06/2021,588.91
small-cap,10/06/2021,587.44
small-cap,11/06/2021,590.57
small-cap,12/06/2021,
small-cap,13/06/2021,
small-cap,14/06/2021,589.07
small-cap,15/06/2021,587.23
small-cap,16/06/2021,585.92
small-cap,17/06/2021,577.16
small-cap,18/06/2021,567.52
small-cap,19/06/2021,
small-cap,20/06/2021,
small-cap,21/06/2021,574.7
small-cap,22/06/2021,577.61
small-cap,23/06/2021,578.83
small-cap,24/06/2021,582.71
small-cap,25/06/2021,586.59
small-cap,26/06/2021,
small-cap,27/06/2021,
small-cap,28/06/2021,582.82
small-cap,29/06/2021,580.98
small-cap,30/06/2021,580.03
small-cap,01/07/2021,
small-cap,02/07/2021,583.39
small-cap,03/07/2021,582.18
small-cap,04/07/2021,
small-cap,05/07/2021,
small-cap,06/07/2021,583.54
small-cap,07/07/2021,578.1
small-cap,08/07/2021,575.49
small-cap,09/07/2021,570
small-cap,10/07/2021,578.73
small-cap,11/07/2021,
small-cap,12/07/2021,
small-cap,13/07/2021,581.16
small-cap,14/07/2021,575.15
small-cap,15/07/2021,570.34
small-cap,16/07/2021,566.03
small-cap,17/07/2021,560.96
small-cap,18/07/2021,
small-cap,19/07/2021,
small-cap,20/07/2021,550.56
small-cap,21/07/2021,559.62
small-cap,22/07/2021,568.91
small-cap,23/07/2021,566.74
small-cap,24/07/2021,569.36
small-cap,25/07/2021,
small-cap,26/07/2021,
small-cap,27/07/2021,572.44
small-cap,28/07/2021,569.75
small-cap,29/07/2021,573.64
small-cap,30/07/2021,578.82
small-cap,31/07/2021,575.78
small-cap,01/08/2021,
small-cap,02/08/2021,577.2
small-cap,03/08/2021,578.11
small-cap,04/08/2021,574.23
small-cap,05/08/2021,579.8
small-cap,06/08/2021,579.42
small-cap,07/08/2021,
small-cap,08/08/2021,
small-cap,09/08/2021,577.32
small-cap,10/08/2021,579.1
small-cap,11/08/2021,582.62
small-cap,12/08/2021,582.09
small-cap,13/08/2021,581.34
small-cap,14/08/2021,
small-cap,15/08/2021,
small-cap,16/08/2021,576.94
small-cap,17/08/2021,569.91
small-cap,18/08/2021,568.61
small-cap,19/08/2021,561.36
small-cap,20/08/2021,565.61
small-cap,21/08/2021,
small-cap,22/08/2021,
small-cap,23/08/2021,574.32
small-cap,24/08/2021,579.98
small-cap,25/08/2021,582.24
small-cap,26/08/2021,578.69
small-cap,27/08/2021,588.43
small-cap,28/08/2021,
small-cap,29/08/2021,
small-cap,30/08/2021,588.83
small-cap,31/08/2021,589.24
small-cap,01/09/2021,592.62
small-cap,02/09/2021,596.74
small-cap,03/09/2021,596.51
small-cap,04/09/2021,
small-cap,05/09/2021,
small-cap,06/09/2021,597.02
small-cap,07/09/2021,593.05
small-cap,08/09/2021,587.84
small-cap,09/09/2021,587.93
small-cap,10/09/2021,585.56
small-cap,11/09/2021,
small-cap,12/09/2021,
small-cap,13/09/2021,587.74
small-cap,14/09/2021,584.37
small-cap,15/09/2021,586.29
small-cap,16/09/2021,585.36
small-cap,17/09/2021,583.94
small-cap,18/09/2021,
small-cap,19/09/2021,
small-cap,20/09/2021,573.48
small-cap,21/09/2021,573.59
small-cap,22/09/2021,579.45
small-cap,23/09/2021,587.22
small-cap,24/09/2021,585.01
small-cap,25/09/2021,
small-cap,26/09/2021,
small-cap,27/09/2021,588.46
small-cap,28/09/2021,576.66
small-cap,29/09/2021,573.56
small-cap,30/09/2021,569.98
small-cap,01/10/2021,574.19
small-cap,02/10/2021,
small-cap,03/10/2021,
small-cap,04/10/2021,570.32
small-cap,05/10/2021,571.34
small-cap,06/10/2021,567.6
small-cap,07/10/2021,574.79
small-cap,08/10/2021,573.07
small-cap,09/10/2021,
small-cap,10/10/2021,
small-cap,11/10/2021,571.06
small-cap,12/10/2021,572.7
small-cap,13/10/2021,576.01
small-cap,14/10/2021,583.94
small-cap,15/10/2021,585.78
small-cap,16/10/2021,
small-cap,17/10/2021,
small-cap,18/10/2021,585.65
small-cap,19/10/2021,588.6
small-cap,20/10/2021,591.16
small-cap,21/10/2021,591.94
small-cap,22/10/2021,592.18
small-cap,23/10/2021,
small-cap,24/10/2021,
small-cap,25/10/2021,594.28
small-cap,26/10/2021,592.52
small-cap,27/10/2021,585.15
small-cap,28/10/2021,593
small-cap,29/10/2021,590.21
small-cap,30/10/2021,
small-cap,31/10/2021,
small-cap,01/11/2021,601.3
small-cap,02/11/2021,599.42
small-cap,03/11/2021,605.39
small-cap,04/11/2021,606.06
small-cap,05/11/2021,610.33
small-cap,06/11/2021,
small-cap,07/11/2021,
small-cap,08/11/2021,611.89
small-cap,09/11/2021,609.85
small-cap,10/11/2021,602.36
small-cap,11/11/2021,604.2
small-cap,12/11/2021,605.92
small-cap,13/11/2021,
small-cap,14/11/2021,
small-cap,15/11/2021,605.75
small-cap,16/11/2021,604.51
small-cap,17/11/2021,599.69
small-cap,18/11/2021,597.59
small-cap,19/11/2021,594.28
small-cap,20/11/2021,
small-cap,21/11/2021,
small-cap,22/11/2021,591.59
small-cap,23/11/2021,588.53
small-cap,24/11/2021,587.05
small-cap,25/11/2021,588.36
small-cap,26/11/2021,572.33
small-cap,27/11/2021,
small-cap,28/11/2021,
small-cap,29/11/2021,571.14
small-cap,30/11/2021,561.13
small-cap,01/12/2021,556.7
small-cap,02/12/2021,563.09
small-cap,03/12/2021,556.25
small-cap,04/12/2021,
small-cap,05/12/2021,
small-cap,06/12/2021,563.36
small-cap,07/12/2021,575.85
small-cap,08/12/2021,578.78
small-cap,09/12/2021,571.18
small-cap,10/12/2021,569.39
small-cap,11/12/2021,
small-cap,12/12/2021,
small-cap,13/12/2021,563.26
small-cap,14/12/2021,558.81
small-cap,15/12/2021,562.83
small-cap,16/12/2021,560.61
small-cap,17/12/2021,560.88
small-cap,18/12/2021,
small-cap,19/12/2021,
small-cap,20/12/2021,551.44
small-cap,21/12/2021,563.72
small-cap,22/12/2021,569.67
small-cap,23/12/2021,574.46
small-cap,24/12/2021,574.94
small-cap,25/12/2021,
small-cap,26/12/2021,
small-cap,27/12/2021,578.82
small-cap,28/12/2021,578.76
small-cap,29/12/2021,581.25
small-cap,30/12/2021,580.94
small-cap,31/12/2021,581.23
large-cap,22/01/2020,1490
large-cap,23/01/2020,1487.62
large-cap,24/01/2020,1480.65
large-cap,25/01/2020,
large-cap,26/01/2020,
large-cap,27/01/2020,1456.25
large-cap,28/01/2020,1466.93
large-cap,29/01/2020,1467.74
large-cap,30/01/2020,1467.35
large-cap,31/01/2020,1448.64
large-cap,01/02/2020,
large-cap,02/02/2020,
large-cap,03/02/2020,1454.46
large-cap,04/02/2020,1474.5
large-cap,05/02/2020,1488.12
large-cap,06/02/2020,1496.15
large-cap,07/02/2020,1489.63
large-cap,08/02/2020,
large-cap,09/02/2020,
large-cap,10/02/2020,1495.41
large-cap,11/02/2020,1499.35
large-cap,12/02/2020,1508.2
large-cap,13/02/2020,1504.74
large-cap,14/02/2020,1505.4
large-cap,15/02/2020,
large-cap,16/02/2020,
large-cap,17/02/2020,1505.17
large-cap,18/02/2020,1499.54
large-cap,19/02/2020,1506.05
large-cap,20/02/2020,1498.51
large-cap,21/02/2020,1487.66
large-cap,22/02/2020,
large-cap,23/02/2020,
large-cap,24/02/2020,1442.04
large-cap,25/02/2020,1404.21
large-cap,26/02/2020,1398.85
large-cap,27/02/2020,1347.02
large-cap,28/02/2020,1325.8
large-cap,29/02/2020,
large-cap,01/03/2020,
large-cap,02/03/2020,1372.4
large-cap,03/03/2020,1349.74
large-cap,04/03/2020,1391.28
large-cap,05/03/2020,1359.02
large-cap,06/03/2020,1333.03
large-cap,07/03/2020,
large-cap,08/03/2020,
large-cap,09/03/2020,1237.72
large-cap,10/03/2020,1275.46
large-cap,11/03/2020,1226.53
large-cap,12/03/2020,1105.61
large-cap,13/03/2020,1176.3
large-cap,14/03/2020,
large-cap,15/03/2020,
large-cap,16/03/2020,1064.77
large-cap,17/03/2020,1111.15
large-cap,18/03/2020,1056.43
large-cap,19/03/2020,1062.99
large-cap,20/03/2020,1034.49
large-cap,21/03/2020,
large-cap,22/03/2020,
large-cap,23/03/2020,1004.49
large-cap,24/03/2020,1091.51
large-cap,25/03/2020,1116.59
large-cap,26/03/2020,1172.71
large-cap,27/03/2020,1141.17
large-cap,28/03/2020,
large-cap,29/03/2020,
large-cap,30/03/2020,1170.35
large-cap,31/03/2020,1159.42
large-cap,01/04/2020,1114.97
large-cap,02/04/2020,1131.26
large-cap,03/04/2020,
large-cap,04/04/2020,
large-cap,05/04/2020,1115.68
large-cap,06/04/2020,1181
large-cap,07/04/2020,1186.82
large-cap,08/04/2020,1214.12
large-cap,09/04/2020,1231.42
large-cap,10/04/2020,1232.19
large-cap,11/04/2020,
large-cap,12/04/2020,
large-cap,13/04/2020,
large-cap,14/04/2020,
large-cap,15/04/2020,
large-cap,16/04/2020,
large-cap,17/04/2020,
large-cap,18/04/2020,
large-cap,19/04/2020,
large-cap,20/04/2020,1249.12
large-cap,21/04/2020,1209.78
large-cap,22/04/2020,1233.03
large-cap,23/04/2020,1235.86
large-cap,24/04/2020,1244.48
large-cap,25/04/2020,
large-cap,26/04/2020,
large-cap,27/04/2020,1264.4
large-cap,28/04/2020,1262.85
large-cap,29/04/2020,1291.93
large-cap,30/04/2020,1282.18
large-cap,01/05/2020,1252.12
large-cap,02/05/2020,
large-cap,03/05/2020,
large-cap,04/05/2020,1248.53
large-cap,05/05/2020,1260.66
large-cap,06/05/2020,1253.93
large-cap,07/05/2020,1264.42
large-cap,08/05/2020,1285.71
large-cap,09/05/2020,
large-cap,10/05/2020,
large-cap,11/05/2020,1285.7
large-cap,12/05/2020,1269.2
large-cap,13/05/2020,1248.13
large-cap,14/05/2020,1250.16
large-cap,15/05/2020,1255.16
large-cap,16/05/2020,
large-cap,17/05/2020,
large-cap,18/05/2020,1291.48
large-cap,19/05/2020,1286.12
large-cap,20/05/2020,1305.16
large-cap,21/05/2020,1293.32
large-cap,22/05/2020,1291.46
large-cap,23/05/2020,
large-cap,24/05/2020,
large-cap,25/05/2020,1297.15
large-cap,26/05/2020,1315.01
large-cap,27/05/2020,1329.75
large-cap,28/05/2020,1336.68
large-cap,29/05/2020,1336.37
large-cap,30/05/2020,
large-cap,31/05/2020,
large-cap,01/06/2020,1345.22
large-cap,02/06/2020,1358.82
large-cap,03/06/2020,1379.37
large-cap,04/06/2020,1376.41
large-cap,05/06/2020,1406.6
large-cap,06/06/2020,
large-cap,07/06/2020,
large-cap,08/06/2020,1418.88
large-cap,09/06/2020,1413.23
large-cap,10/06/2020,1410.27
large-cap,11/06/2020,1340.34
large-cap,12/06/2020,1346.42
large-cap,13/06/2020,
large-cap,14/06/2020,
large-cap,15/06/2020,1350.36
large-cap,16/06/2020,1379.49
large-cap,17/06/2020,1379.07
large-cap,18/06/2020,1377.69
large-cap,19/06/2020,1373.98
large-cap,20/06/2020,
large-cap,21/06/2020,
large-cap,22/06/2020,1379.96
large-cap,23/06/2020,1391.85
large-cap,24/06/2020,1357.76
large-cap,25/06/2020,1366.71
large-cap,26/06/2020,1342.53
large-cap,27/06/2020,
large-cap,28/06/2020,
large-cap,29/06/2020,1355.24
large-cap,30/06/2020,1370.93
large-cap,01/07/2020,1377.29
large-cap,02/07/2020,1387.46
large-cap,03/07/2020,1386.62
large-cap,04/07/2020,
large-cap,05/07/2020,
large-cap,06/07/2020,1410.86
large-cap,07/07/2020,1397.78
large-cap,08/07/2020,1404.18
large-cap,09/07/2020,1397.34
large-cap,10/07/2020,1409.73
large-cap,11/07/2020,
large-cap,12/07/2020,
large-cap,13/07/2020,1405.54
large-cap,14/07/2020,1416.29
large-cap,15/07/2020,1431.6
large-cap,16/07/2020,1425.28
large-cap,17/07/2020,1428.16
large-cap,18/07/2020,
large-cap,19/07/2020,
large-cap,20/07/2020,1441.17
large-cap,21/07/2020,1445.66
large-cap,22/07/2020,1449.13
large-cap,23/07/2020,1435.39
large-cap,24/07/2020,1425.4
large-cap,25/07/2020,
large-cap,26/07/2020,
large-cap,27/07/2020,1437.88
large-cap,28/07/2020,1430.8
large-cap,29/07/2020,1442.72
large-cap,30/07/2020,1433.15
large-cap,31/07/2020,1434.85
large-cap,01/08/2020,
large-cap,02/08/2020,
large-cap,03/08/2020,1446.65
large-cap,04/08/2020,1454.4
large-cap,05/08/2020,1465.54
large-cap,06/08/2020,1469.49
large-cap,07/08/2020,1466.44
large-cap,08/08/2020,
large-cap,09/08/2020,
large-cap,10/08/2020,1469.12
large-cap,11/08/2020,1466.83
large-cap,12/08/2020,1488.69
large-cap,13/08/2020,1487.06
large-cap,14/08/2020,1483.62
large-cap,15/08/2020,
