sector,date,value
materials,11/07/2021,
materials,12/07/2021,
materials,13/07/2021,355.7
materials,14/07/2021,354.2
materials,15/07/2021,354.3
materials,16/07/2021,354.57
materials,17/07/2021,349.62
materials,18/07/2021,
materials,19/07/2021,
materials,20/07/2021,341.09
materials,21/07/2021,342.46
materials,22/07/2021,347.54
materials,23/07/2021,348.47
materials,24/07/2021,350.08
materials,25/07/2021,
materials,26/07/2021,
materials,27/07/2021,354.41
materials,28/07/2021,355.64
materials,29/07/2021,356.05
materials,30/07/2021,361.85
materials,31/07/2021,360.14
materials,01/08/2021,
materials,02/08/2021,360.45
materials,03/08/2021,361.87
materials,04/08/2021,360.7
materials,05/08/2021,358.88
materials,06/08/2021,358.71
materials,07/08/2021,
materials,08/08/2021,
materials,09/08/2021,357.89
materials,10/08/2021,361.24
materials,11/08/2021,365.49
materials,12/08/2021,363.93
materials,13/08/2021,365.81
materials,14/08/2021,
materials,15/08/2021,
materials,16/08/2021,362.42
materials,17/08/2021,358.09
materials,18/08/2021,353.81
materials,19/08/2021,345.86
materials,20/08/2021,346.06
materials,21/08/2021,
materials,22/08/2021,
materials,23/08/2021,350.84
materials,24/08/2021,354.48
materials,25/08/2021,354.84
materials,26/08/2021,352.51
materials,27/08/2021,356.75
materials,28/08/2021,
materials,29/08/2021,
materials,30/08/2021,358.16
materials,31/08/2021,356.94
materials,01/09/2021,356.28
materials,02/09/2021,356.92
materials,03/09/2021,357.87
materials,04/09/2021,
materials,05/09/2021,
materials,06/09/2021,357.62
materials,07/09/2021,355.24
materials,08/09/2021,351.53
materials,09/09/2021,351.05
materials,10/09/2021,352.14
materials,11/09/2021,
materials,12/09/2021,
materials,13/09/2021,352.64
materials,14/09/2021,350.66
materials,15/09/2021,351.29
materials,16/09/2021,346.97
materials,17/09/2021,338.46
materials,18/09/2021,
materials,19/09/2021,
materials,20/09/2021,331.88
materials,21/09/2021,331.68
materials,22/09/2021,335.11
materials,23/09/2021,338.12
materials,24/09/2021,335.68
materials,25/09/2021,
materials,26/09/2021,
materials,27/09/2021,335.94
materials,28/09/2021,330.87
materials,29/09/2021,328.59
materials,30/09/2021,327.91
materials,01/10/2021,328.11
materials,02/10/2021,
materials,03/10/2021,
materials,04/10/2021,328.27
materials,05/10/2021,329.34
materials,06/10/2021,327.07
materials,07/10/2021,332.2
materials,08/10/2021,332.24
materials,09/10/2021,
materials,10/10/2021,
materials,11/10/2021,334.49
materials,12/10/2021,334.28
materials,13/10/2021,336.14
materials,14/10/2021,342.99
materials,15/10/2021,345.09
materials,16/10/2021,
materials,17/10/2021,
materials,18/10/2021,344.53
materials,19/10/2021,345.83
materials,20/10/2021,346.87
materials,21/10/2021,344.38
materials,22/10/2021,344.23
materials,23/10/2021,
materials,24/10/2021,
materials,25/10/2021,347.04
materials,26/10/2021,347.72
materials,27/10/2021,344.92
materials,28/10/2021,347
materials,29/10/2021,343.62
materials,30/10/2021,
materials,31/10/2021,
materials,01/11/2021,345.72
materials,02/11/2021,344
materials,03/11/2021,347.22
materials,04/11/2021,346.27
materials,05/11/2021,347.25
materials,06/11/2021,
materials,07/11/2021,
materials,08/11/2021,351.26
materials,09/11/2021,350.83
materials,10/11/2021,349.19
materials,11/11/2021,353.47
materials,12/11/2021,355.73
materials,13/11/2021,
materials,14/11/2021,
materials,15/11/2021,354.28
materials,16/11/2021,351.55
materials,17/11/2021,350.94
materials,18/11/2021,349.59
materials,19/11/2021,349.71
materials,20/11/2021,
materials,21/11/2021,
materials,22/11/2021,349.69
materials,23/11/2021,349.93
materials,24/11/2021,347.46
materials,25/11/2021,347.95
materials,26/11/2021,340.66
materials,27/11/2021,
materials,28/11/2021,
materials,29/11/2021,341.43
materials,30/11/2021,336.27
materials,01/12/2021,337.75
materials,02/12/2021,339.06
materials,03/12/2021,337.58
materials,04/12/2021,
materials,05/12/2021,
materials,06/12/2021,341.81
materials,07/12/2021,349.31
materials,08/12/2021,350.76
materials,09/12/2021,348.25
materials,10/12/2021,348.83
materials,11/12/2021,
materials,12/12/2021,
materials,13/12/2021,347.5
materials,14/12/2021,347.17
materials,15/12/2021,346.35
materials,16/12/2021,352.05
materials,17/12/2021,349.06
materials,18/12/2021,
materials,19/12/2021,
materials,20/12/2021,343.11
materials,21/12/2021,347.66
materials,22/12/2021,350.23
materials,23/12/2021,353.33
materials,24/12/2021,353.41
materials,25/12/2021,
materials,26/12/2021,
materials,27/12/2021,355.95
materials,28/12/2021,357.54
materials,29/12/2021,359.51
materials,30/12/2021,358.85
materials,31/12/2021,360.14
healthcare,22/01/2020,286.71
healthcare,23/01/2020,285.32
healthcare,24/01/2020,282.05
healthcare,25/01/2020,
healthcare,26/01/2020,
healthcare,27/01/2020,279.23
healthcare,28/01/2020,280.64
healthcare,29/01/2020,280.79
healthcare,30/01/2020,278.7
healthcare,31/01/2020,274.97
healthcare,01/02/2020,
healthcare,02/02/2020,
healthcare,03/02/2020,276.63
healthcare,04/02/2020,280.65
healthcare,05/02/2020,285.26
healthcare,06/02/2020,286.22
healthcare,07/02/2020,284.52
healthcare,08/02/2020,
healthcare,09/02/2020,
healthcare,10/02/2020,285.51
healthcare,11/02/2020,287.03
healthcare,12/02/2020,287.12
healthcare,13/02/2020,285.99
healthcare,14/02/2020,285.83
healthcare,15/02/2020,
healthcare,16/02/2020,
healthcare,17/02/2020,285.67
healthcare,18/02/2020,285.18
healthcare,19/02/2020,286.64
healthcare,20/02/2020,284.78
healthcare,21/02/2020,285.01
healthcare,22/02/2020,
healthcare,23/02/2020,
healthcare,24/02/2020,276.61
healthcare,25/02/2020,269.16
healthcare,26/02/2020,268.4
healthcare,27/02/2020,261.18
healthcare,28/02/2020,255.83
healthcare,29/02/2020,
healthcare,01/03/2020,
healthcare,02/03/2020,265.66
healthcare,03/03/2020,262.02
healthcare,04/03/2020,273.48
healthcare,05/03/2020,269.67
healthcare,06/03/2020,266.67
healthcare,07/03/2020,
healthcare,08/03/2020,
healthcare,09/03/2020,254.12
healthcare,10/03/2020,259.32
healthcare,11/03/2020,251.12
healthcare,12/03/2020,230.88
healthcare,13/03/2020,241.66
healthcare,14/03/2020,
healthcare,15/03/2020,
healthcare,16/03/2020,223.92
healthcare,17/03/2020,234.17
healthcare,18/03/2020,226.19
healthcare,19/03/2020,225.35
healthcare,20/03/2020,217.83
healthcare,21/03/2020,
healthcare,22/03/2020,
healthcare,23/03/2020,208.93
healthcare,24/03/2020,222.58
healthcare,25/03/2020,226.67
healthcare,26/03/2020,239.7
healthcare,27/03/2020,236.45
healthcare,28/03/2020,
healthcare,29/03/2020,
healthcare,30/03/2020,246.38
healthcare,31/03/2020,245.79
healthcare,01/04/2020,238.66
healthcare,02/04/2020,242.61
healthcare,03/04/2020,
healthcare,04/04/2020,
healthcare,05/04/2020,241.01
healthcare,06/04/2020,251.7
healthcare,07/04/2020,250
healthcare,08/04/2020,257.38
healthcare,09/04/2020,259.4
healthcare,10/04/2020,259.58
healthcare,11/04/2020,
healthcare,12/04/2020,
healthcare,13/04/2020,
healthcare,14/04/2020,
healthcare,15/04/2020,
healthcare,16/04/2020,
healthcare,17/04/2020,
healthcare,18/04/2020,
healthcare,19/04/2020,
healthcare,20/04/2020,273.89
healthcare,21/04/2020,266.74
healthcare,22/04/2020,270.5
healthcare,23/04/2020,271.97
healthcare,24/04/2020,274.93
healthcare,25/04/2020,
healthcare,26/04/2020,
healthcare,27/04/2020,278.95
healthcare,28/04/2020,274.74
healthcare,29/04/2020,275.33
healthcare,30/04/2020,274.03
healthcare,01/05/2020,269.5
healthcare,02/05/2020,
healthcare,03/05/2020,
healthcare,04/05/2020,269.25
healthcare,05/05/2020,274.11
healthcare,06/05/2020,273.12
healthcare,07/05/2020,272.61
healthcare,08/05/2020,274.35
healthcare,09/05/2020,
healthcare,10/05/2020,
healthcare,11/05/2020,277.5
healthcare,12/05/2020,275.82
healthcare,13/05/2020,273.66
healthcare,14/05/2020,273.96
healthcare,15/05/2020,275.63
healthcare,16/05/2020,
healthcare,17/05/2020,
healthcare,18/05/2020,279.07
healthcare,19/05/2020,276.83
healthcare,20/05/2020,278.46
healthcare,21/05/2020,276.18
healthcare,22/05/2020,276.06
healthcare,23/05/2020,
healthcare,24/05/2020,
healthcare,25/05/2020,277.45
healthcare,26/05/2020,277.14
healthcare,27/05/2020,277
healthcare,28/05/2020,282.17
healthcare,29/05/2020,284.63
healthcare,30/05/2020,
healthcare,31/05/2020,
healthcare,01/06/2020,283.13
healthcare,02/06/2020,284.26
healthcare,03/06/2020,284.18
healthcare,04/06/2020,282.36
healthcare,05/06/2020,285.01
healthcare,06/06/2020,
healthcare,07/06/2020,
healthcare,08/06/2020,286.21
healthcare,09/06/2020,284.82
healthcare,10/06/2020,285.46
healthcare,11/06/2020,273.02
healthcare,12/06/2020,273
healthcare,13/06/2020,
healthcare,14/06/2020,
healthcare,15/06/2020,273.6
healthcare,16/06/2020,280.16
healthcare,17/06/2020,281.38
healthcare,18/06/2020,280.26
healthcare,19/06/2020,283.05
healthcare,20/06/2020,
healthcare,21/06/2020,
healthcare,22/06/2020,282.4
healthcare,23/06/2020,284.53
healthcare,24/06/2020,277.42
healthcare,25/06/2020,279.57
healthcare,26/06/2020,276.71
healthcare,27/06/2020,
healthcare,28/06/2020,
healthcare,29/06/2020,277.67
healthcare,30/06/2020,280.6
healthcare,01/07/2020,282.34
healthcare,02/07/2020,284.24
healthcare,03/07/2020,284.1
healthcare,04/07/2020,
healthcare,05/07/2020,
healthcare,06/07/2020,287.39
healthcare,07/07/2020,284.96
healthcare,08/07/2020,284.83
healthcare,09/07/2020,283.09
healthcare,10/07/2020,282.55
healthcare,11/07/2020,
healthcare,12/07/2020,
healthcare,13/07/2020,284.26
healthcare,14/07/2020,287.32
healthcare,15/07/2020,292.46
healthcare,16/07/2020,291.04
healthcare,17/07/2020,294.58
healthcare,18/07/2020,
healthcare,19/07/2020,
healthcare,20/07/2020,295.71
healthcare,21/07/2020,295.62
healthcare,22/07/2020,296.48
healthcare,23/07/2020,295.03
healthcare,24/07/2020,291.44
healthcare,25/07/2020,
healthcare,26/07/2020,
healthcare,27/07/2020,293.89
healthcare,28/07/2020,294.13
healthcare,29/07/2020,296.06
healthcare,30/07/2020,294.24
healthcare,31/07/2020,291.88
healthcare,01/08/2020,
healthcare,02/08/2020,
healthcare,03/08/2020,295.34
healthcare,04/08/2020,294
healthcare,05/08/2020,295.1
healthcare,06/08/2020,293.11
healthcare,07/08/2020,293.44
healthcare,08/08/2020,
healthcare,09/08/2020,
healthcare,10/08/2020,292.29
healthcare,11/08/2020,291.71
healthcare,12/08/2020,296.3
healthcare,13/08/2020,296.09
healthcare,14/08/2020,294.94
healthcare,15/08/2020,
healthcare,16/08/2020,
healthcare,17/08/2020,297.2
healthcare,18/08/2020,297.36
healthcare,19/08/2020,296.83
healthcare,20/08/2020,295.31
healthcare,21/08/2020,294.85
healthcare,22/08/2020,
healthcare,23/08/2020,
healthcare,24/08/2020,294.37
healthcare,25/08/2020,295.57
healthcare,26/08/2020,295.67
healthcare,27/08/2020,296.17
healthcare,28/08/2020,296.36
healthcare,29/08/2020,
healthcare,30/08/2020,
healthcare,31/08/2020,297.55
healthcare,01/09/2020,295.32
healthcare,02/09/2020,300.31
healthcare,03/09/2020,293.17
healthcare,04/09/2020,289.72
healthcare,05/09/2020,
healthcare,06/09/2020,
healthcare,07/09/2020,291.27
healthcare,08/09/2020,287.67
healthcare,09/09/2020,292
healthcare,10/09/2020,288.88
healthcare,11/09/2020,290.14
healthcare,12/09/2020,
healthcare,13/09/2020,
healthcare,14/09/2020,293.55
healthcare,15/09/2020,295
healthcare,16/09/2020,295.16
healthcare,17/09/2020,294.48
healthcare,18/09/2020,295.17
healthcare,19/09/2020,
healthcare,20/09/2020,
healthcare,21/09/2020,289.41
healthcare,22/09/2020,288.81
healthcare,23/09/2020,287.03
healthcare,24/09/2020,284.76
healthcare,25/09/2020,288.06
healthcare,26/09/2020,
healthcare,27/09/2020,
healthcare,28/09/2020,290.65
healthcare,29/09/2020,290.58
healthcare,30/09/2020,293.12
healthcare,01/10/2020,292.07
healthcare,02/10/2020,289.63
healthcare,03/10/2020,
healthcare,04/10/2020,
healthcare,05/10/2020,295.01
healthcare,06/10/2020,291.8
healthcare,07/10/2020,294.79
healthcare,08/10/2020,296.87
healthcare,09/10/2020,299.85
healthcare,10/10/2020,
healthcare,11/10/2020,
healthcare,12/10/2020,301.7
healthcare,13/10/2020,299.71
healthcare,14/10/2020,298.01
healthcare,15/10/2020,294.34
healthcare,16/10/2020,296.96
healthcare,17/10/2020,
healthcare,18/10/2020,
healthcare,19/10/2020,293.93
healthcare,20/10/2020,293.57
healthcare,21/10/2020,291.81
healthcare,22/10/2020,293.98
healthcare,23/10/2020,294.8
healthcare,24/10/2020,
healthcare,25/10/2020,
healthcare,26/10/2020,292.22
healthcare,27/10/2020,290.92
healthcare,28/10/2020,282.59
healthcare,29/10/2020,280.23
healthcare,30/10/2020,278.67
healthcare,31/10/2020,
healthcare,01/11/2020,
healthcare,02/11/2020,283.26
healthcare,03/11/2020,287.95
healthcare,04/11/2020,300.39
healthcare,05/11/2020,302.95
healthcare,06/11/2020,302.97
healthcare,07/11/2020,
healthcare,08/11/2020,
healthcare,09/11/2020,303.47
healthcare,10/11/2020,303.54
healthcare,11/11/2020,304.7
healthcare,12/11/2020,304.16
healthcare,13/11/2020,306.62
healthcare,14/11/2020,
healthcare,15/11/2020,
healthcare,16/11/2020,306.66
healthcare,17/11/2020,304.29
healthcare,18/11/2020,300.37
healthcare,19/11/2020,299.85
healthcare,20/11/2020,300.07
healthcare,21/11/2020,
healthcare,22/11/2020,
healthcare,23/11/2020,298.47
healthcare,24/11/2020,299.34
healthcare,25/11/2020,298.8
healthcare,26/11/2020,299.51
healthcare,27/11/2020,302.68
healthcare,28/11/2020,
healthcare,29/11/2020,
healthcare,30/11/2020,303.33
healthcare,01/12/2020,304.77
healthcare,02/12/2020,306.67
healthcare,03/12/2020,306.33
healthcare,04/12/2020,308.86
healthcare,05/12/2020,
healthcare,06/12/2020,
healthcare,07/12/2020,307.43
healthcare,08/12/2020,309.28
healthcare,09/12/2020,308.51
healthcare,10/12/2020,308.54
healthcare,11/12/2020,307.3
healthcare,12/12/2020,
healthcare,13/12/2020,
healthcare,14/12/2020,305.43
healthcare,15/12/2020,307.12
healthcare,16/12/2020,307.52
healthcare,17/12/2020,310.59
healthcare,18/12/2020,310.77
healthcare,19/12/2020,
healthcare,20/12/2020,
healthcare,21/12/2020,307.05
healthcare,22/12/2020,306.54
healthcare,23/12/2020,306.84
healthcare,24/12/2020,307.21
healthcare,25/12/2020,307.12
healthcare,26/12/2020,
healthcare,27/12/2020,
healthcare,28/12/2020,308.11
healthcare,29/12/2020,310.46
healthcare,30/12/2020,310.76
healthcare,31/12/2020,312.43
healthcare,01/01/2021,312.43
healthcare,02/01/2021,
healthcare,03/01/2021,
healthcare,04/01/2021,312.16
healthcare,05/01/2021,313.12
healthcare,06/01/2021,315.66
healthcare,07/01/2021,318.64
healthcare,08/01/2021,320.74
healthcare,09/01/2021,
healthcare,10/01/2021,
healthcare,11/01/2021,321.58
healthcare,12/01/2021,319.49
healthcare,13/01/2021,320.32
healthcare,14/01/2021,320.12
healthcare,15/01/2021,320.87
healthcare,16/01/2021,
healthcare,17/01/2021,
healthcare,18/01/2021,320.8
healthcare,19/01/2021,323.61
healthcare,20/01/2021,324.85
healthcare,21/01/2021,323.89
healthcare,22/01/2021,323.83
healthcare,23/01/2021,
healthcare,24/01/2021,
healthcare,25/01/2021,326.14
healthcare,26/01/2021,325.03
healthcare,27/01/2021,316.72
healthcare,28/01/2021,318.95
healthcare,29/01/2021,315.56
healthcare,30/01/2021,
healthcare,31/01/2021,
healthcare,01/02/2021,316.65
healthcare,02/02/2021,317.53
healthcare,03/02/2021,315.92
healthcare,04/02/2021,317.13
healthcare,05/02/2021,318.18
healthcare,06/02/2021,
healthcare,07/02/2021,
healthcare,08/02/2021,319.1
healthcare,09/02/2021,320.11
healthcare,10/02/2021,320.27
healthcare,11/02/2021,320.84
healthcare,12/02/2021,323.09
healthcare,13/02/2021,
healthcare,14/02/2021,
healthcare,15/02/2021,323.78
healthcare,16/02/2021,321.14
healthcare,17/02/2021,320.46
healthcare,18/02/2021,318.58
healthcare,19/02/2021,315.85
healthcare,20/02/2021,
healthcare,21/02/2021,
healthcare,22/02/2021,313.6
healthcare,23/02/2021,312.3
healthcare,24/02/2021,312.96
healthcare,25/02/2021,310.25
healthcare,26/02/2021,306.63
healthcare,27/02/2021,
healthcare,28/02/2021,
healthcare,01/03/2021,310.38
healthcare,02/03/2021,309.7
healthcare,03/03/2021,305.1
healthcare,04/03/2021,300.81
healthcare,05/03/2021,303.34
healthcare,06/03/2021,
healthcare,07/03/2021,
healthcare,08/03/2021,303.01
healthcare,09/03/2021,306.08
healthcare,10/03/2021,307.3
healthcare,11/03/2021,309.21
healthcare,12/03/2021,308.82
healthcare,13/03/2021,
healthcare,14/03/2021,
healthcare,15/03/2021,311.26
healthcare,16/03/2021,312.38
healthcare,17/03/2021,310.81
healthcare,18/03/2021,310.36
healthcare,19/03/2021,311.21
healthcare,20/03/2021,
healthcare,21/03/2021,
healthcare,22/03/2021,314.05
healthcare,23/03/2021,310.62
healthcare,24/03/2021,308.7
healthcare,25/03/2021,309.59
healthcare,26/03/2021,314.28
healthcare,27/03/2021,
healthcare,28/03/2021,
healthcare,29/03/2021,315.07
healthcare,30/03/2021,312.35
healthcare,31/03/2021,313.22
healthcare,01/04/2021,313.13
healthcare,02/04/2021,313.12
healthcare,03/04/2021,
healthcare,04/04/2021,
healthcare,05/04/2021,314.89
healthcare,06/04/2021,314.37
healthcare,07/04/2021,313.26
healthcare,08/04/2021,314.41
healthcare,09/04/2021,317.42
healthcare,10/04/2021,
healthcare,11/04/2021,
healthcare,12/04/2021,316.97
healthcare,13/04/2021,318.63
healthcare,14/04/2021,318.93
healthcare,15/04/2021,323.76
healthcare,16/04/2021,325.8
healthcare,17/04/2021,
healthcare,18/04/2021,
healthcare,19/04/2021,326.08
healthcare,20/04/2021,326.29
healthcare,21/04/2021,329.88
healthcare,22/04/2021,329.57
healthcare,23/04/2021,330.58
healthcare,24/04/2021,
healthcare,25/04/2021,
healthcare,26/04/2021,329.95
healthcare,27/04/2021,328.04
healthcare,28/04/2021,326.97
healthcare,29/04/2021,325.86
healthcare,30/04/2021,324.93
healthcare,01/05/2021,
healthcare,02/05/2021,
healthcare,03/05/2021,
healthcare,04/05/2021,327.98
healthcare,05/05/2021,326.25
healthcare,06/05/2021,326.87
healthcare,07/05/2021,327.04
healthcare,08/05/2021,329.75
healthcare,09/05/2021,
healthcare,10/05/2021,
healthcare,11/05/2021,329.73
healthcare,12/05/2021,326.26
healthcare,13/05/2021,323.63
healthcare,14/05/2021,325.56
healthcare,15/05/2021,328.08
healthcare,16/05/2021,
healthcare,17/05/2021,
healthcare,18/05/2021,328.2
healthcare,19/05/2021,329.02
healthcare,20/05/2021,328.05
healthcare,21/05/2021,331.73
healthcare,22/05/2021,332.18
healthcare,23/05/2021,
healthcare,24/05/2021,
healthcare,25/05/2021,332.62
healthcare,26/05/2021,331.95
healthcare,27/05/2021,330.84
healthcare,28/05/2021,329.88
healthcare,29/05/2021,331.31
healthcare,30/05/2021,
healthcare,31/05/2021,331.07
healthcare,01/06/2021,327.11
healthcare,02/06/2021,326.3
healthcare,03/06/2021,327.08
healthcare,04/06/2021,329.15
healthcare,05/06/2021,
healthcare,06/06/2021,
healthcare,07/06/2021,331.13
healthcare,08/06/2021,330.85
healthcare,09/06/2021,334.68
healthcare,10/06/2021,339.56
healthcare,11/06/2021,338.32
healthcare,12/06/2021,
healthcare,13/06/2021,
healthcare,14/06/2021,338.53
healthcare,15/06/2021,338.73
healthcare,16/06/2021,338.22
healthcare,17/06/2021,338.82
healthcare,18/06/2021,335.25
healthcare,19/06/2021,
healthcare,20/06/2021,
healthcare,21/06/2021,338.23
healthcare,22/06/2021,339.1
healthcare,23/06/2021,337.59
healthcare,24/06/2021,339.11
healthcare,25/06/2021,340.64
healthcare,26/06/2021,
healthcare,27/06/2021,
healthcare,28/06/2021,341.53
healthcare,29/06/2021,341.61
healthcare,30/06/2021,340.73
healthcare,01/07/2021,
healthcare,02/07/2021,342.87
healthcare,03/07/2021,344.8
healthcare,04/07/2021,
healthcare,05/07/2021,
healthcare,06/07/2021,344.57
healthcare,07/07/2021,344.57
healthcare,08/07/2021,345.95
healthcare,09/07/2021,344.87
healthcare,10/07/2021,345.81
healthcare,11/07/2021,
healthcare,12/07/2021,
healthcare,13/07/2021,347.28
healthcare,14/07/2021,346.64
healthcare,15/07/2021,345.92
healthcare,16/07/2021,344.34
healthcare,17/07/2021,345.36
healthcare,18/07/2021,
healthcare,19/07/2021,
healthcare,20/07/2021,342.93
healthcare,21/07/2021,345.63
healthcare,22/07/2021,346.75
healthcare,23/07/2021,348.58
healthcare,24/07/2021,351.96
healthcare,25/07/2021,
healthcare,26/07/2021,
healthcare,27/07/2021,349.83
healthcare,28/07/2021,350.72
healthcare,29/07/2021,352.33
healthcare,30/07/2021,353.46
healthcare,31/07/2021,353.16
healthcare,01/08/2021,
healthcare,02/08/2021,354.45
healthcare,03/08/2021,357.96
healthcare,04/08/2021,357.12
healthcare,05/08/2021,357.05
healthcare,06/08/2021,355.09
healthcare,07/08/2021,
healthcare,08/08/2021,
healthcare,09/08/2021,356.69
healthcare,10/08/2021,355.81
healthcare,11/08/2021,353.78
healthcare,12/08/2021,355.96
healthcare,13/08/2021,358.44
healthcare,14/08/2021,
healthcare,15/08/2021,
healthcare,16/08/2021,361.23
healthcare,17/08/2021,364.32
healthcare,18/08/2021,361.3
healthcare,19/08/2021,362.09
healthcare,20/08/2021,363.77
healthcare,21/08/2021,
healthcare,22/08/2021,
healthcare,23/08/2021,364.73
healthcare,24/08/2021,363.51
healthcare,25/08/2021,362.47
healthcare,26/08/2021,361.25
healthcare,27/08/2021,361.14
healthcare,28/08/2021,
healthcare,29/08/2021,
healthcare,30/08/2021,362.81
healthcare,31/08/2021,362.63
healthcare,01/09/2021,363.56
healthcare,02/09/2021,366.69
healthcare,03/09/2021,367.09
healthcare,04/09/2021,
healthcare,05/09/2021,
healthcare,06/09/2021,367.69
healthcare,07/09/2021,365.3
healthcare,08/09/2021,363.78
healthcare,09/09/2021,359.99
healthcare,10/09/2021,357.11
healthcare,11/09/2021,
healthcare,12/09/2021,
healthcare,13/09/2021,354.77
healthcare,14/09/2021,355.06
healthcare,15/09/2021,356.25
healthcare,16/09/2021,355.81
healthcare,17/09/2021,355.56
healthcare,18/09/2021,
healthcare,19/09/2021,
healthcare,20/09/2021,353.23
healthcare,21/09/2021,354.51
healthcare,22/09/2021,354.49
healthcare,23/09/2021,356.98
healthcare,24/09/2021,355.17
healthcare,25/09/2021,
healthcare,26/09/2021,
healthcare,27/09/2021,350.38
healthcare,28/09/2021,343.71
healthcare,29/09/2021,345.31
healthcare,30/09/2021,343.21
healthcare,01/10/2021,342.51
healthcare,02/10/2021,
healthcare,03/10/2021,
healthcare,04/10/2021,339.21
healthcare,05/10/2021,339.9
healthcare,06/10/2021,338.92
healthcare,07/10/2021,343.02
healthcare,08/10/2021,342.09
healthcare,09/10/2021,
healthcare,10/10/2021,
healthcare,11/10/2021,340.55
healthcare,12/10/2021,338.77
healthcare,13/10/2021,339.78
healthcare,14/10/2021,343.81
healthcare,15/10/2021,345.67
healthcare,16/10/2021,
healthcare,17/10/2021,
healthcare,18/10/2021,343.29
healthcare,19/10/2021,347.31
healthcare,20/10/2021,351.09
healthcare,21/10/2021,352.58
healthcare,22/10/2021,353.82
healthcare,23/10/2021,
healthcare,24/10/2021,
healthcare,25/10/2021,354.03
healthcare,26/10/2021,355.46
healthcare,27/10/2021,352.94
healthcare,28/10/2021,355.95
healthcare,29/10/2021,357.57
healthcare,30/10/2021,
healthcare,31/10/2021,
healthcare,01/11/2021,359.01
healthcare,02/11/2021,361.32
healthcare,03/11/2021,363.39
healthcare,04/11/2021,362.1
healthcare,05/11/2021,358.11
healthcare,06/11/2021,
healthcare,07/11/2021,
healthcare,08/11/2021,359.91
healthcare,09/11/2021,358.65
healthcare,10/11/2021,358.53
healthcare,11/11/2021,357.66
healthcare,12/11/2021,358.32
healthcare,13/11/2021,
healthcare,14/11/2021,
healthcare,15/11/2021,356.95
healthcare,16/11/2021,356.74
healthcare,17/11/2021,357.28
healthcare,18/11/2021,356.81
healthcare,19/11/2021,355.54
healthcare,20/11/2021,
healthcare,21/11/2021,
healthcare,22/11/2021,353.15
healthcare,23/11/2021,352.04
healthcare,24/11/2021,351.31
healthcare,25/11/2021,351.75
healthcare,26/11/2021,350.28
healthcare,27/11/2021,
healthcare,28/11/2021,
healthcare,29/11/2021,350.09
healthcare,30/11/2021,344.51
healthcare,01/12/2021,344.79
healthcare,02/12/2021,344.6
healthcare,03/12/2021,344.04
healthcare,04/12/2021,
healthcare,05/12/2021,
healthcare,06/12/2021,345.5
healthcare,07/12/2021,350.27
healthcare,08/12/2021,353.59
healthcare,09/12/2021,353.76
healthcare,10/12/2021,354.3
healthcare,11/12/2021,
healthcare,12/12/2021,
healthcare,13/12/2021,356.56
healthcare,14/12/2021,354.26
healthcare,15/12/2021,360.27
healthcare,16/12/2021,363.23
healthcare,17/12/2021,361.13
healthcare,18/12/2021,
healthcare,19/12/2021,
healthcare,20/12/2021,357.84
healthcare,21/12/2021,360.4
healthcare,22/12/2021,364.51
healthcare,23/12/2021,365.84
healthcare,24/12/2021,366.03
healthcare,25/12/2021,
healthcare,26/12/2021,
healthcare,27/12/2021,368.83
healthcare,28/12/2021,368.64
healthcare,29/12/2021,370.22
healthcare,30/12/2021,370.68
healthcare,31/12/2021,369.62
industrials,22/01/2020,280.98
industrials,23/01/2020,281.38
industrials,24/01/2020,281.92
industrials,25/01/2020,
industrials,26/01/2020,
industrials,27/01/2020,276.59
industrials,28/01/2020,277.25
industrials,29/01/2020,279.04
industrials,30/01/2020,277.95
industrials,31/01/2020,274.33
industrials,01/02/2020,
industrials,02/02/2020,
industrials,03/02/2020,273.95
industrials,04/02/2020,278.01
industrials,05/02/2020,281.35
industrials,06/02/2020,282.39
industrials,07/02/2020,280.76
industrials,08/02/2020,
industrials,09/02/2020,
industrials,10/02/2020,280.96
industrials,11/02/2020,282.26
industrials,12/02/2020,283.51
industrials,13/02/2020,281.91
industrials,14/02/2020,281.32
industrials,15/02/2020,
industrials,16/02/2020,
industrials,17/02/2020,281.03
industrials,18/02/2020,278.96
industrials,19/02/2020,279.08
industrials,20/02/2020,278.21
industrials,21/02/2020,277.26
industrials,22/02/2020,
industrials,23/02/2020,
industrials,24/02/2020,270.06
industrials,25/02/2020,261.88
industrials,26/02/2020,260.08
industrials,27/02/2020,252.62
industrials,28/02/2020,247.73
industrials,29/02/2020,
industrials,01/03/2020,
industrials,02/03/2020,252.31
industrials,03/03/2020,250.3
industrials,04/03/2020,256.05
industrials,05/03/2020,248.94
industrials,06/03/2020,244.64
industrials,07/03/2020,
industrials,08/03/2020,
industrials,09/03/2020,226.45
industrials,10/03/2020,231.48
industrials,11/03/2020,221.74
industrials,12/03/2020,199.38
industrials,13/03/2020,206.19
industrials,14/03/2020,
industrials,15/03/2020,
industrials,16/03/2020,189.33
industrials,17/03/2020,193.22
industrials,18/03/2020,181.2
industrials,19/03/2020,182.13
industrials,20/03/2020,178.77
industrials,21/03/2020,
industrials,22/03/2020,
industrials,23/03/2020,171.76
industrials,24/03/2020,188.66
industrials,25/03/2020,198.69
industrials,26/03/2020,209.11
industrials,27/03/2020,203.98
industrials,28/03/2020,
industrials,29/03/2020,
industrials,30/03/2020,204.71
