ETF,date,price,index
VXUS,03/03/2020,47.644581,89.54108966
VXUS,04/03/2020,48.874973,91.85343322
VXUS,05/03/2020,47.701374,89.64782388
VXUS,06/03/2020,46.991531,88.31377676
VXUS,07/03/2020,,0
VXUS,08/03/2020,,0
VXUS,09/03/2020,43.281425,81.34116987
VXUS,10/03/2020,44.956646,84.48950512
VXUS,11/03/2020,42.723011,80.29171163
VXUS,12/03/2020,38.132706,71.66489819
VXUS,13/03/2020,40.555626,76.21842542
VXUS,14/03/2020,,0
VXUS,15/03/2020,,0
VXUS,16/03/2020,36.041031,67.73389797
VXUS,17/03/2020,37.905552,71.23799515
VXUS,18/03/2020,35.3312,66.39987341
VXUS,19/03/2020,35.728706,67.14692836
VXUS,20/03/2020,35.605659,66.91567935
VXUS,21/03/2020,,0
VXUS,22/03/2020,,0
VXUS,23/03/2020,34.880535,65.55291381
VXUS,24/03/2020,37.803852,71.04686473
VXUS,25/03/2020,39.170597,73.61546401
VXUS,26/03/2020,40.708183,76.50513421
VXUS,27/03/2020,39.303478,73.86519461
VXUS,28/03/2020,,0
VXUS,29/03/2020,,0
VXUS,30/03/2020,40.034302,75.23867247
VXUS,31/03/2020,39.825497,74.84625371
VXUS,01/04/2020,38.306885,71.9922424
VXUS,02/04/2020,39.189579,73.65113793
VXUS,03/04/2020,38.373329,72.11711427
VXUS,04/04/2020,,0
VXUS,05/04/2020,,0
VXUS,06/04/2020,40.338028,75.8094815
VXUS,07/04/2020,40.613274,76.32676649
VXUS,08/04/2020,41.011909,77.07594324
VXUS,09/04/2020,41.666813,78.30674046
VXUS,10/04/2020,,0
VXUS,11/04/2020,,0
VXUS,12/04/2020,,0
VXUS,13/04/2020,41.514946,78.02132843
VXUS,14/04/2020,42.245777,79.39481944
VXUS,15/04/2020,41.059364,77.16512804
VXUS,16/04/2020,41.068855,77.182965
VXUS,17/04/2020,42.141369,79.19859973
VXUS,18/04/2020,,0
VXUS,19/04/2020,,0
VXUS,20/04/2020,41.533928,78.05700235
VXUS,21/04/2020,40.64175,76.38028301
VXUS,22/04/2020,41.467495,77.93215114
VXUS,23/04/2020,41.372574,77.75376087
VXUS,24/04/2020,41.714268,78.39592526
VXUS,25/04/2020,,0
VXUS,26/04/2020,,0
VXUS,27/04/2020,42.302723,79.5018412
VXUS,28/04/2020,42.606445,80.07264272
VXUS,29/04/2020,43.726421,82.1774754
VXUS,30/04/2020,42.853222,80.53642435
VXUS,01/05/2020,41.818672,78.59213745
VXUS,02/05/2020,,0
VXUS,03/05/2020,,0
VXUS,04/05/2020,41.885105,78.71698866
VXUS,05/05/2020,42.036964,79.00238565
VXUS,06/05/2020,41.866127,78.68132225
VXUS,07/05/2020,42.378658,79.64455004
VXUS,08/05/2020,43.081009,80.96451702
VXUS,09/05/2020,,0
VXUS,10/05/2020,,0
VXUS,11/05/2020,43.043045,80.89316918
VXUS,12/05/2020,42.606445,80.07264272
VXUS,13/05/2020,42.29324,79.48401928
VXUS,14/05/2020,42.1129,79.14509637
VXUS,15/05/2020,41.970535,78.87754197
VXUS,16/05/2020,,0
VXUS,17/05/2020,,0
VXUS,18/05/2020,43.603031,81.94558177
VXUS,19/05/2020,43.156948,81.10723337
VXUS,20/05/2020,43.887772,82.48071124
VXUS,21/05/2020,43.451172,81.66018477
VXUS,22/05/2020,43.137959,81.0715463
VXUS,23/05/2020,,0
VXUS,24/05/2020,,0
VXUS,25/05/2020,,0
VXUS,26/05/2020,44.333866,83.3190803
VXUS,27/05/2020,44.741989,84.08608837
VXUS,28/05/2020,44.941303,84.46067017
VXUS,29/05/2020,44.99826,84.5677126
VXUS,30/05/2020,,0
VXUS,31/05/2020,,0
VXUS,01/06/2020,45.966366,86.38712762
VXUS,02/06/2020,46.64975,87.67144887
VXUS,03/06/2020,47.655815,89.56220233
VXUS,04/06/2020,47.323624,88.93789746
VXUS,05/06/2020,48.244282,90.66814083
VXUS,06/06/2020,,0
VXUS,07/06/2020,,0
VXUS,08/06/2020,48.80426,91.72053838
VXUS,09/06/2020,48.272751,90.7216442
VXUS,10/06/2020,48.215805,90.61462244
VXUS,11/06/2020,45.615192,85.72714695
VXUS,12/06/2020,46.497883,87.38603684
VXUS,13/06/2020,,0
VXUS,14/06/2020,,0
VXUS,15/06/2020,46.545338,87.47522164
VXUS,16/06/2020,47.076847,88.47411583
VXUS,17/06/2020,47.200233,88.70600195
VXUS,18/06/2020,47.095829,88.50978975
VXUS,19/06/2020,46.90601,88.15305243
VXUS,20/06/2020,,0
VXUS,21/06/2020,,0
VXUS,22/06/2020,47.508934,89.28616077
VXUS,23/06/2020,47.795128,89.82402094
VXUS,24/06/2020,46.764816,87.88769876
VXUS,25/06/2020,47.241814,88.78414741
VXUS,26/06/2020,46.621716,87.61876303
VXUS,27/06/2020,,0
VXUS,28/06/2020,,0
VXUS,29/06/2020,46.993778,88.31799967
VXUS,30/06/2020,46.907913,88.15662884
VXUS,01/07/2020,47.146416,88.60486069
VXUS,02/07/2020,47.842831,89.91367182
VXUS,03/07/2020,,0
VXUS,04/07/2020,,0
VXUS,05/07/2020,,0
VXUS,06/07/2020,48.911304,91.92171208
VXUS,07/07/2020,48.233971,90.6487628
VXUS,08/07/2020,48.854065,91.81413967
VXUS,09/07/2020,48.424767,91.00733625
VXUS,10/07/2020,48.672806,91.47348963
VXUS,11/07/2020,,0
VXUS,12/07/2020,,0
VXUS,13/07/2020,48.357986,90.88183103
VXUS,14/07/2020,48.901764,91.90378303
VXUS,15/07/2020,49.331059,92.71058081
VXUS,16/07/2020,48.892231,91.88586714
VXUS,17/07/2020,49.168888,92.4058039
VXUS,18/07/2020,,0
VXUS,19/07/2020,,0
VXUS,20/07/2020,49.502777,93.03329992
VXUS,21/07/2020,49.779438,93.5532442
VXUS,22/07/2020,49.798519,93.58910418
VXUS,23/07/2020,49.416924,92.87195164
VXUS,24/07/2020,49.235661,92.53129408
VXUS,25/07/2020,,0
VXUS,26/07/2020,,0
VXUS,27/07/2020,49.941616,93.85803426
VXUS,28/07/2020,49.588638,93.19466323
VXUS,29/07/2020,50.218277,94.37797854
VXUS,30/07/2020,49.588638,93.19466323
VXUS,31/07/2020,48.854065,91.81413967
VXUS,01/08/2020,,0
VXUS,02/08/2020,,0
VXUS,03/08/2020,49.560028,93.14089488
VXUS,04/08/2020,49.941616,93.85803426
VXUS,05/08/2020,50.237354,94.413831
VXUS,06/08/2020,50.389992,94.70069202
VXUS,07/08/2020,49.941616,93.85803426
VXUS,08/08/2020,,0
VXUS,09/08/2020,,0
VXUS,10/08/2020,50.094254,94.14489528
VXUS,11/08/2020,50.20874,94.36005513
VXUS,12/08/2020,51.124573,96.08123062
VXUS,13/08/2020,50.905155,95.66886626
VXUS,14/08/2020,50.657112,95.20270537
VXUS,15/08/2020,,0
VXUS,16/08/2020,,0
VXUS,17/08/2020,51.134113,96.09915967
VXUS,18/08/2020,51.115036,96.06330721
VXUS,19/08/2020,50.800213,95.47164297
VXUS,20/08/2020,50.666653,95.2206363
VXUS,21/08/2020,50.552174,95.0054896
VXUS,22/08/2020,,0
VXUS,23/08/2020,,0
VXUS,24/08/2020,51.134113,96.09915967
VXUS,25/08/2020,51.324913,96.45774063
VXUS,26/08/2020,51.592037,96.9597615
VXUS,27/08/2020,51.14365,96.11708308
VXUS,28/08/2020,51.611107,96.99560081
VXUS,29/08/2020,,0
VXUS,30/08/2020,,0
VXUS,31/08/2020,51.01963,95.88400545
VXUS,01/09/2020,51.324913,96.45774063
VXUS,02/09/2020,51.754208,97.26453841
VXUS,03/09/2020,50.628498,95.1489295
VXUS,04/09/2020,50.733437,95.34614715
VXUS,05/09/2020,,0
VXUS,06/09/2020,,0
VXUS,07/09/2020,,0
VXUS,08/09/2020,50.008396,93.9835376
VXUS,09/09/2020,50.85746,95.57923042
VXUS,10/09/2020,50.227821,94.39591511
VXUS,11/09/2020,50.695274,95.27442532
VXUS,12/09/2020,,0
VXUS,13/09/2020,,0
VXUS,14/09/2020,51.134113,96.09915967
VXUS,15/09/2020,51.487087,96.76252318
VXUS,16/09/2020,51.410767,96.61909079
VXUS,17/09/2020,51.391689,96.58323645
VXUS,18/09/2020,51.010094,95.86608392
VXUS,19/09/2020,,0
VXUS,20/09/2020,,0
VXUS,21/09/2020,50.039444,94.04188782
VXUS,22/09/2020,49.943443,93.86146784
VXUS,23/09/2020,49.338589,92.72473235
VXUS,24/09/2020,49.252182,92.56234291
VXUS,25/09/2020,49.434605,92.90518052
VXUS,26/09/2020,,0
VXUS,27/09/2020,,0
VXUS,28/09/2020,50.106659,94.16820868
VXUS,29/09/2020,50.039444,94.04188782
VXUS,30/09/2020,50.087452,94.1321119
VXUS,01/10/2020,50.490688,94.88993556
VXUS,02/10/2020,50.269871,94.47494199
VXUS,03/10/2020,,0
VXUS,04/10/2020,,0
VXUS,05/10/2020,51.009132,95.86427598
VXUS,06/10/2020,50.644299,95.17862519
VXUS,07/10/2020,51.153141,96.13492004
VXUS,08/10/2020,51.508377,96.80253465
VXUS,09/10/2020,51.863602,97.47012859
VXUS,10/10/2020,,0
VXUS,11/10/2020,,0
VXUS,12/10/2020,52.170837,98.04753228
VXUS,13/10/2020,51.719593,97.19948453
VXUS,14/10/2020,51.546776,96.87470001
VXUS,15/10/2020,51.009132,95.86427598
VXUS,16/10/2020,51.220352,96.26123338
VXUS,17/10/2020,,0
VXUS,18/10/2020,,0
VXUS,19/10/2020,50.989929,95.82818672
VXUS,20/10/2020,51.373966,96.54992864
VXUS,21/10/2020,51.229954,96.27927894
VXUS,22/10/2020,51.239552,96.29731699
VXUS,23/10/2020,51.527573,96.83861075
VXUS,24/10/2020,,0
VXUS,25/10/2020,,0
VXUS,26/10/2020,50.663506,95.21472197
VXUS,27/10/2020,50.481091,94.87189939
VXUS,28/10/2020,49.04097,92.16540055
VXUS,29/10/2020,49.338589,92.72473235
VXUS,30/10/2020,48.93536,91.96692185
VXUS,31/10/2020,,0
VXUS,01/11/2020,,0
VXUS,02/11/2020,49.617016,93.24799557
VXUS,03/11/2020,50.577099,95.05233252
VXUS,04/11/2020,51.364365,96.53188495
VXUS,05/11/2020,52.478054,98.62490213
VXUS,06/11/2020,52.641277,98.93165612
VXUS,07/11/2020,,0
VXUS,08/11/2020,,0
VXUS,09/11/2020,53.745365,101.0066296
VXUS,10/11/2020,53.918182,101.3314141
VXUS,11/11/2020,54.29261,102.0350973
VXUS,12/11/2020,53.562954,100.6638146
VXUS,13/11/2020,54.311817,102.0711941
VXUS,14/11/2020,,0
VXUS,15/11/2020,,0
VXUS,16/11/2020,54.993469,103.3522603
VXUS,17/11/2020,54.993469,103.3522603
VXUS,18/11/2020,54.734249,102.8650939
VXUS,19/11/2020,55.051075,103.4605225
VXUS,20/11/2020,55.223892,103.785307
VXUS,21/11/2020,,0
VXUS,22/11/2020,,0
VXUS,23/11/2020,55.300694,103.9296452
VXUS,24/11/2020,56.116764,105.4633306
VXUS,25/11/2020,55.924751,105.10247
VXUS,26/11/2020,,0
VXUS,27/11/2020,56.337589,105.8783392
VXUS,28/11/2020,,0
VXUS,29/11/2020,,0
VXUS,30/11/2020,55.108685,103.5687921
VXUS,01/12/2020,56.356789,105.9144228
VXUS,02/12/2020,56.395187,105.9865863
VXUS,03/12/2020,56.654411,106.4737603
VXUS,04/12/2020,57.172852,107.448095
VXUS,05/12/2020,,0
VXUS,06/12/2020,,0
VXUS,07/12/2020,56.884834,106.9068069
VXUS,08/12/2020,57.028847,107.1774585
VXUS,09/12/2020,56.961639,107.0511508
VXUS,10/12/2020,57.211258,107.5202735
VXUS,11/12/2020,56.932838,106.9970235
VXUS,12/12/2020,,0
VXUS,13/12/2020,,0
VXUS,14/12/2020,56.942436,107.0150615
VXUS,15/12/2020,57.556892,108.1698426
VXUS,16/12/2020,57.700901,108.4404866
VXUS,17/12/2020,58.104137,109.1983103
VXUS,18/12/2020,57.873714,108.7652637
VXUS,19/12/2020,,0
VXUS,20/12/2020,,0
VXUS,21/12/2020,57.156235,107.4168658
VXUS,22/12/2020,56.991409,107.1070992
VXUS,23/12/2020,57.524673,108.1092916
VXUS,24/12/2020,57.553757,108.1639508
VXUS,25/12/2020,,0
VXUS,26/12/2020,,0
VXUS,27/12/2020,,0
VXUS,28/12/2020,57.902805,108.819936
VXUS,29/12/2020,58.387589,109.7310173
VXUS,30/12/2020,58.707546,110.3323301
VXUS,31/12/2020,58.329418,109.6216933
VXUS,01/01/2021,,0
VXUS,02/01/2021,,0
VXUS,03/01/2021,,0
VXUS,04/01/2021,58.678463,110.2776728
VXUS,05/01/2021,59.531685,111.88118
VXUS,06/01/2021,59.851643,112.4824947
VXUS,07/01/2021,60.103733,112.9562614
VXUS,08/01/2021,60.86969,114.3957666
VXUS,09/01/2021,,0
VXUS,10/01/2021,,0
VXUS,11/01/2021,60.064953,112.88338
VXUS,12/01/2021,60.37521,113.4664631
VXUS,13/01/2021,60.365513,113.448239
VXUS,14/01/2021,60.898781,114.450439
VXUS,15/01/2021,59.967991,112.701154
VXUS,16/01/2021,,0
VXUS,17/01/2021,,0
VXUS,18/01/2021,,0
VXUS,19/01/2021,60.569126,113.8309001
VXUS,20/01/2021,61.228436,115.0699778
VXUS,21/01/2021,61.305996,115.2157406
VXUS,22/01/2021,60.889084,114.4322149
VXUS,23/01/2021,,0
VXUS,24/01/2021,,0
VXUS,25/01/2021,60.976341,114.5962017
VXUS,26/01/2021,60.860001,114.3775576
VXUS,27/01/2021,59.44442,111.7171781
VXUS,28/01/2021,59.86134,112.5007189
VXUS,29/01/2021,58.47485,109.8950117
VXUS,30/01/2021,,0
VXUS,31/01/2021,,0
VXUS,01/02/2021,59.531685,111.88118
VXUS,02/02/2021,60.249168,113.2295854
VXUS,03/02/2021,60.472168,113.6486816
VXUS,04/02/2021,60.530342,113.7580112
VXUS,05/02/2021,60.947258,114.5415445
VXUS,06/02/2021,,0
VXUS,07/02/2021,,0
VXUS,08/02/2021,61.325394,115.2521963
VXUS,09/02/2021,61.74231,116.0357295
VXUS,10/02/2021,61.664742,115.8899517
VXUS,11/02/2021,62.130138,116.7645961
VXUS,12/02/2021,62.430702,117.3294626
VXUS,13/02/2021,,0
VXUS,14/02/2021,,0
VXUS,15/02/2021,,0
VXUS,16/02/2021,62.711884,117.8579035
VXUS,17/02/2021,62.440399,117.3476867
VXUS,18/02/2021,61.916832,116.3637184
VXUS,19/02/2021,62.265877,117.0196979
VXUS,20/02/2021,,0
VXUS,21/02/2021,,0
VXUS,22/02/2021,61.606571,115.7806278
VXUS,23/02/2021,61.761696,116.0721627
VXUS,24/02/2021,61.781094,116.1086185
VXUS,25/02/2021,60.666084,114.0131187
VXUS,26/02/2021,59.822556,112.4278299
VXUS,27/02/2021,,0
VXUS,28/02/2021,,0
VXUS,01/03/2021,61.131474,114.8877518
VXUS,02/03/2021,60.889084,114.4322149
VXUS,03/03/2021,60.598213,113.8855649
VXUS,04/03/2021,59.822556,112.4278299
VXUS,05/03/2021,60.268562,113.2660336
VXUS,06/03/2021,,0
VXUS,07/03/2021,,0
VXUS,08/03/2021,59.638336,112.0816151
VXUS,09/03/2021,60.559429,113.812676
VXUS,10/03/2021,60.724258,114.1224483
VXUS,11/03/2021,61.577477,115.7259498
VXUS,12/03/2021,61.383564,115.3615184
VXUS,13/03/2021,,0
VXUS,14/03/2021,,0
VXUS,15/03/2021,61.509609,115.5984017
VXUS,16/03/2021,61.655045,115.8717276
VXUS,17/03/2021,61.907135,116.3454943
VXUS,18/03/2021,61.179955,114.9788648
VXUS,19/03/2021,61.490215,115.5619535
VXUS,20/03/2021,,0
VXUS,21/03/2021,,0
VXUS,22/03/2021,61.485355,115.5528198
VXUS,23/03/2021,60.552288,113.7992555
VXUS,24/03/2021,59.901089,112.5754213
VXUS,25/03/2021,60.289864,113.3060676
VXUS,26/03/2021,61.28125,115.1692341
VXUS,27/03/2021,,0
VXUS,28/03/2021,,0
VXUS,29/03/2021,60.941071,114.5299169
VXUS,30/03/2021,60.96051,114.5664497
VXUS,31/03/2021,60.941071,114.5299169
VXUS,01/04/2021,61.767223,116.0825499
VXUS,02/04/2021,,0
VXUS,03/04/2021,,0
VXUS,04/04/2021,,0
VXUS,05/04/2021,62.44759,117.3612012
VXUS,06/04/2021,62.087963,116.6853343
VXUS,07/04/2021,61.942177,116.4113506
VXUS,08/04/2021,62.330952,117.1419969
VXUS,09/04/2021,62.321236,117.1237371
VXUS,10/04/2021,,0
VXUS,11/04/2021,,0
VXUS,12/04/2021,61.951893,116.4296104
VXUS,13/04/2021,62.311516,117.1054698
VXUS,14/04/2021,62.476746,117.4159956
VXUS,15/04/2021,62.9044,118.2197094
VXUS,16/04/2021,63.322338,119.0051633
VXUS,17/04/2021,,0
VXUS,18/04/2021,,0
VXUS,19/04/2021,63.127941,118.6398223
VXUS,20/04/2021,62.253201,116.9958752
VXUS,21/04/2021,62.846088,118.1101204
VXUS,22/04/2021,62.58366,117.616925
VXUS,23/04/2021,63.293186,118.9503764
VXUS,24/04/2021,,0
VXUS,25/04/2021,,0
VXUS,26/04/2021,63.370937,119.0964981
VXUS,27/04/2021,63.273743,118.9138361
VXUS,28/04/2021,63.536167,119.407024
VXUS,29/04/2021,63.526451,119.3887642
VXUS,30/04/2021,62.632259,117.7082598
VXUS,01/05/2021,,0
VXUS,02/05/2021,,0
VXUS,03/05/2021,63.166824,118.7128973
VXUS,04/05/2021,62.350395,117.1785372
VXUS,05/05/2021,62.991879,118.3841135
VXUS,06/05/2021,63.477848,119.2974219
VXUS,07/05/2021,64.226257,120.7039482
VXUS,08/05/2021,,0
VXUS,09/05/2021,,0
VXUS,10/05/2021,63.701397,119.7175498
VXUS,11/05/2021,63.011318,118.4206463
VXUS,12/05/2021,61.776943,116.1008173
VXUS,13/05/2021,62.107407,116.7218765
VXUS,14/05/2021,63.147392,118.6763777
VXUS,15/05/2021,,0
VXUS,16/05/2021,,0
VXUS,17/05/2021,63.050198,118.4937156
VXUS,18/05/2021,63.429256,119.2061002
VXUS,19/05/2021,62.982162,118.3658518
VXUS,20/05/2021,63.662521,119.644488
VXUS,21/05/2021,63.487576,119.3157042
VXUS,22/05/2021,,0
VXUS,23/05/2021,,0
VXUS,24/05/2021,63.944386,120.1742125
VXUS,25/05/2021,64.119339,120.5030113
VXUS,26/05/2021,64.265129,120.7770025
VXUS,27/05/2021,64.410919,121.0509937
VXUS,28/05/2021,64.556709,121.3249849
VXUS,29/05/2021,,0
VXUS,30/05/2021,,0
VXUS,31/05/2021,,0
VXUS,01/06/2021,65.169037,122.4757667
VXUS,02/06/2021,65.314827,122.7497578
VXUS,03/06/2021,64.819138,121.8181822
VXUS,04/06/2021,65.441177,122.9872144
VXUS,05/06/2021,,0
VXUS,06/06/2021,,0
VXUS,07/06/2021,65.489784,123.0785642
VXUS,08/06/2021,65.382866,122.8776273
VXUS,09/06/2021,65.159317,122.4574993
VXUS,10/06/2021,65.450897,123.0054817
VXUS,11/06/2021,65.528648,123.1516034
VXUS,12/06/2021,,0
VXUS,13/06/2021,,0
VXUS,14/06/2021,65.606415,123.2977553
VXUS,15/06/2021,65.548096,123.1881531
VXUS,16/06/2021,64.984367,122.1287061
VXUS,17/06/2021,64.683067,121.5624564
VXUS,18/06/2021,63.652802,119.6262226
VXUS,19/06/2021,,0
VXUS,20/06/2021,,0
VXUS,21/06/2021,64.392441,121.0162669
VXUS,22/06/2021,64.382645,120.9978568
VXUS,23/06/2021,64.186707,120.6296197
VXUS,24/06/2021,64.764709,121.7158907
VXUS,25/06/2021,65.058601,122.2682182
VXUS,26/06/2021,,0
VXUS,27/06/2021,,0
VXUS,28/06/2021,64.79409,121.7711081
VXUS,29/06/2021,64.774506,121.7343028
VXUS,30/06/2021,64.34346,120.9242143
VXUS,01/07/2021,64.402237,121.0346771
VXUS,02/07/2021,64.490402,121.2003705
VXUS,03/07/2021,,0
VXUS,04/07/2021,,0
VXUS,05/07/2021,,0
VXUS,06/07/2021,63.961391,120.2061709
VXUS,07/07/2021,64.167122,120.5928125
VXUS,08/07/2021,63.187469,118.7516966
VXUS,09/07/2021,64.274879,120.7953262
VXUS,10/07/2021,,0
VXUS,11/07/2021,,0
VXUS,12/07/2021,64.412033,121.0530873
VXUS,13/07/2021,64.225899,120.7032754
VXUS,14/07/2021,64.333656,120.9057891
VXUS,15/07/2021,64.000587,120.2798341
VXUS,16/07/2021,63.510757,119.3592696
VXUS,17/07/2021,,0
VXUS,18/07/2021,,0
VXUS,19/07/2021,62.43314,117.3340445
VXUS,20/07/2021,62.795609,118.0152525
VXUS,21/07/2021,63.598919,119.5249573
VXUS,22/07/2021,63.677296,119.6722555
VXUS,23/07/2021,63.745872,119.8011342
VXUS,24/07/2021,,0
VXUS,25/07/2021,,0
VXUS,26/07/2021,63.481365,119.3040316
VXUS,27/07/2021,62.922966,118.2546015
VXUS,28/07/2021,63.598919,119.5249573
VXUS,29/07/2021,63.990784,120.2614108
VXUS,30/07/2021,63.618519,119.5617926
VXUS,31/07/2021,,0
VXUS,01/08/2021,,0
VXUS,02/08/2021,63.883015,120.0588746
VXUS,03/08/2021,64.304276,120.8505736
VXUS,04/08/2021,64.245491,120.7400957
VXUS,05/08/2021,64.431618,121.0898944
VXUS,06/08/2021,64.12793,120.5191568
VXUS,07/08/2021,,0
VXUS,08/08/2021,,0
VXUS,09/08/2021,64.137726,120.537567
VXUS,10/08/2021,64.25528,120.7584927
VXUS,11/08/2021,64.647148,121.4949519
VXUS,12/08/2021,64.431618,121.0898944
VXUS,13/08/2021,64.647148,121.4949519
VXUS,14/08/2021,,0
VXUS,15/08/2021,,0
VXUS,16/08/2021,64.216103,120.6848652
VXUS,17/08/2021,63.432381,119.2119732
VXUS,18/08/2021,63.305031,118.9726373
VXUS,19/08/2021,62.560493,117.573386
VXUS,20/08/2021,62.727032,117.8863719
VXUS,21/08/2021,,0
VXUS,22/08/2021,,0
VXUS,23/08/2021,63.402988,119.1567333
VXUS,24/08/2021,63.980984,120.2429931
VXUS,25/08/2021,64.039772,120.3534766
VXUS,26/08/2021,63.608719,119.543375
VXUS,27/08/2021,64.304276,120.8505736
VXUS,28/08/2021,,0
VXUS,29/08/2021,,0
VXUS,30/08/2021,64.323868,120.8873939
VXUS,31/08/2021,64.549179,121.3108333
VXUS,01/09/2021,65.117378,122.378681
VXUS,02/09/2021,65.293716,122.7100828
VXUS,03/09/2021,65.636597,123.354478
VXUS,04/09/2021,,0
VXUS,05/09/2021,,0
VXUS,06/09/2021,,0
VXUS,07/09/2021,65.617004,123.3176558
VXUS,08/09/2021,64.950844,122.0657045
VXUS,09/09/2021,64.892059,121.9552266
VXUS,10/09/2021,64.774506,121.7343028
VXUS,11/09/2021,,0
VXUS,12/09/2021,,0
VXUS,13/09/2021,65.195755,122.5259793
VXUS,14/09/2021,64.862671,121.8999961
VXUS,15/09/2021,65.019417,122.1945775
VXUS,16/09/2021,64.705933,121.6054298
VXUS,17/09/2021,64.010368,120.2982161
VXUS,18/09/2021,,0
VXUS,19/09/2021,,0
VXUS,20/09/2021,62.667774,117.7750051
VXUS,21/09/2021,63.229248,118.8302142
VXUS,22/09/2021,63.731606,119.7743233
VXUS,23/09/2021,64.37188,120.9776255
VXUS,24/09/2021,63.761166,119.829877
VXUS,25/09/2021,,0
VXUS,26/09/2021,,0
VXUS,27/09/2021,63.859665,120.0149916
VXUS,28/09/2021,62.628376,117.7009623
VXUS,29/09/2021,62.362415,117.2011271
VXUS,30/09/2021,62.31316,117.1085594
VXUS,01/10/2021,62.490467,117.4417823
VXUS,02/10/2021,,0
VXUS,03/10/2021,,0
VXUS,04/10/2021,61.840347,116.2199759
VXUS,05/10/2021,62.214661,116.9234448
VXUS,06/10/2021,61.850201,116.2384951
VXUS,07/10/2021,62.559422,117.5713732
VXUS,08/10/2021,62.638226,117.7194739
VXUS,09/10/2021,,0
VXUS,10/10/2021,,0
VXUS,11/10/2021,62.451069,117.3677394
VXUS,12/10/2021,62.411667,117.2936891
VXUS,13/10/2021,63.120892,118.6265748
VXUS,14/10/2021,63.652809,119.6262357
VXUS,15/10/2021,64.20443,120.6629275
VXUS,16/10/2021,,0
VXUS,17/10/2021,,0
VXUS,18/10/2021,64.007423,120.2926814
VXUS,19/10/2021,64.519638,121.2553153
VXUS,20/10/2021,64.687088,121.5700133
VXUS,21/10/2021,64.302925,120.8480346
VXUS,22/10/2021,64.499939,121.2182939
VXUS,23/10/2021,,0
VXUS,24/10/2021,,0
VXUS,25/10/2021,64.568893,121.3478829
VXUS,26/10/2021,64.519638,121.2553153
VXUS,27/10/2021,64.174873,120.6073794
VXUS,28/10/2021,64.64769,121.4959705
VXUS,29/10/2021,64.105927,120.4778054
VXUS,30/10/2021,,0
VXUS,31/10/2021,,0
VXUS,01/11/2021,64.726494,121.6440712
VXUS,02/11/2021,64.401428,121.0331567
VXUS,03/11/2021,64.824997,121.8291933
VXUS,04/11/2021,64.756042,121.6996024
VXUS,05/11/2021,64.893944,121.9587692
VXUS,06/11/2021,,0
VXUS,07/11/2021,,0
VXUS,08/11/2021,65.1008,122.3475251
VXUS,09/11/2021,64.903801,121.977294
VXUS,10/11/2021,64.253677,120.7554801
VXUS,11/11/2021,64.677246,121.5515167
VXUS,12/11/2021,65.051552,122.2549706
VXUS,13/11/2021,,0
VXUS,14/11/2021,,0
VXUS,15/11/2021,64.913651,121.9958057
VXUS,16/11/2021,64.775749,121.7366388
VXUS,17/11/2021,64.627991,121.4589491
VXUS,18/11/2021,64.450684,121.1257262
VXUS,19/11/2021,64.036972,120.3482144
VXUS,20/11/2021,,0
VXUS,21/11/2021,,0
VXUS,22/11/2021,63.633106,119.5892068
VXUS,23/11/2021,63.593704,119.5151564
VXUS,24/11/2021,63.337601,119.0338479
VXUS,25/11/2021,,0
VXUS,26/11/2021,61.525135,115.6275806
VXUS,27/11/2021,,0
VXUS,28/11/2021,,0
VXUS,29/11/2021,61.791096,116.1274158
VXUS,30/11/2021,61.377384,115.349904
VXUS,01/12/2021,61.081871,114.7945301
VXUS,02/12/2021,61.889603,116.3125454
VXUS,03/12/2021,61.446335,115.4794874
VXUS,04/12/2021,,0
VXUS,05/12/2021,,0
VXUS,06/12/2021,62.047207,116.6087393
VXUS,07/12/2021,63.23909,118.8487108
VXUS,08/12/2021,63.386848,119.1264005
VXUS,09/12/2021,62.914032,118.2378113
VXUS,10/12/2021,63.012539,118.422941
VXUS,11/12/2021,,0
VXUS,12/12/2021,,0
VXUS,13/12/2021,62.244209,116.978976
VXUS,14/12/2021,61.997952,116.5161717
VXUS,15/12/2021,62.51017,117.4788112
VXUS,16/12/2021,62.588974,117.6269119
VXUS,17/12/2021,61.929001,116.3865882
VXUS,18/12/2021,,0
VXUS,19/12/2021,,0
VXUS,20/12/2021,61.509998,115.5991328
VXUS,21/12/2021,62.330002,117.1402115
VXUS,22/12/2021,62.889999,118.1926448
VXUS,23/12/2021,63.240002,118.8504248
VXUS,24/12/2021,,0
VXUS,25/12/2021,,0
VXUS,26/12/2021,,0
VXUS,27/12/2021,63.700001,119.7149263
VXUS,28/12/2021,63.630001,119.5833714
VXUS,29/12/2021,63.57,119.4706082
VXUS,30/12/2021,63.66,119.6397502
VXUS,31/12/2021,,0
VTI,22/01/2020,163.396072,100
VTI,23/01/2020,163.580292,100.1127444
VTI,24/01/2020,162.028778,99.16320265
VTI,25/01/2020,,0
VTI,26/01/2020,,0
VTI,27/01/2020,159.594818,97.67359524
VTI,28/01/2020,161.136642,98.61720666
VTI,29/01/2020,161.029953,98.55191195
VTI,30/01/2020,161.417877,98.78932524
VTI,31/01/2020,158.56691,97.04450545
VTI,01/02/2020,,0
VTI,02/02/2020,,0
VTI,03/02/2020,159.963272,97.8990927
VTI,04/02/2020,162.484543,99.4421353
